Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2018-12-13-tweedekamer-13	ParlaMint-NL_2018-12-13-tweedekamer-13.u1	Report of the meeting of the Dutch Lower House, Meeting 36, Session 13 (2018-12-13)	2018-12-13	Lower house	Meeting of the 29th Tweede Kamer	Session 13	Meeting 36	Sitting 2018-12-13	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-12-13-tweedekamer-13	ParlaMint-NL_2018-12-13-tweedekamer-13.u2	Report of the meeting of the Dutch Lower House, Meeting 36, Session 13 (2018-12-13)	2018-12-13	Lower house	Meeting of the 29th Tweede Kamer	Session 13	Meeting 36	Sitting 2018-12-13	-	Reference	English	Regular	notMP	notMinister	PVV	Partij voor de Vrijheid	Opposition	Right to far-right	SietseFritsma	Fritsma, Sietse	M	1972	
ParlaMint-NL-en_2018-12-13-tweedekamer-13	ParlaMint-NL_2018-12-13-tweedekamer-13.u3	Report of the meeting of the Dutch Lower House, Meeting 36, Session 13 (2018-12-13)	2018-12-13	Lower house	Meeting of the 29th Tweede Kamer	Session 13	Meeting 36	Sitting 2018-12-13	-	Reference	English	Regular	notMP	notMinister	PVV	Partij voor de Vrijheid	Opposition	Right to far-right	SietseFritsma	Fritsma, Sietse	M	1972	
ParlaMint-NL-en_2018-12-13-tweedekamer-13	ParlaMint-NL_2018-12-13-tweedekamer-13.u4	Report of the meeting of the Dutch Lower House, Meeting 36, Session 13 (2018-12-13)	2018-12-13	Lower house	Meeting of the 29th Tweede Kamer	Session 13	Meeting 36	Sitting 2018-12-13	-	Reference	English	Regular	notMP	notMinister	PVV	Partij voor de Vrijheid	Opposition	Right to far-right	SietseFritsma	Fritsma, Sietse	M	1972	
ParlaMint-NL-en_2018-12-13-tweedekamer-13	ParlaMint-NL_2018-12-13-tweedekamer-13.u5	Report of the meeting of the Dutch Lower House, Meeting 36, Session 13 (2018-12-13)	2018-12-13	Lower house	Meeting of the 29th Tweede Kamer	Session 13	Meeting 36	Sitting 2018-12-13	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-12-13-tweedekamer-13	ParlaMint-NL_2018-12-13-tweedekamer-13.u6	Report of the meeting of the Dutch Lower House, Meeting 36, Session 13 (2018-12-13)	2018-12-13	Lower house	Meeting of the 29th Tweede Kamer	Session 13	Meeting 36	Sitting 2018-12-13	-	Reference	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	JaspervanDijk	van Dijk, Jasper	M	1971	
ParlaMint-NL-en_2018-12-13-tweedekamer-13	ParlaMint-NL_2018-12-13-tweedekamer-13.u7	Report of the meeting of the Dutch Lower House, Meeting 36, Session 13 (2018-12-13)	2018-12-13	Lower house	Meeting of the 29th Tweede Kamer	Session 13	Meeting 36	Sitting 2018-12-13	-	Reference	English	Regular	notMP	notMinister	DENK	DENK	Opposition	Centre-left	FaridAzarkan	Azarkan, Farid	M	1971	
ParlaMint-NL-en_2018-12-13-tweedekamer-13	ParlaMint-NL_2018-12-13-tweedekamer-13.u8	Report of the meeting of the Dutch Lower House, Meeting 36, Session 13 (2018-12-13)	2018-12-13	Lower house	Meeting of the 29th Tweede Kamer	Session 13	Meeting 36	Sitting 2018-12-13	-	Reference	English	Regular	notMP	notMinister	DENK	DENK	Opposition	Centre-left	FaridAzarkan	Azarkan, Farid	M	1971	
ParlaMint-NL-en_2018-12-13-tweedekamer-13	ParlaMint-NL_2018-12-13-tweedekamer-13.u9	Report of the meeting of the Dutch Lower House, Meeting 36, Session 13 (2018-12-13)	2018-12-13	Lower house	Meeting of the 29th Tweede Kamer	Session 13	Meeting 36	Sitting 2018-12-13	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-12-13-tweedekamer-13	ParlaMint-NL_2018-12-13-tweedekamer-13.u10	Report of the meeting of the Dutch Lower House, Meeting 36, Session 13 (2018-12-13)	2018-12-13	Lower house	Meeting of the 29th Tweede Kamer	Session 13	Meeting 36	Sitting 2018-12-13	-	Reference	English	Regular	notMP	Minister	D66	Democraten 66	Coalition	Centre	SigridKaag	Kaag, Sigrid	F	1961	
ParlaMint-NL-en_2018-12-13-tweedekamer-13	ParlaMint-NL_2018-12-13-tweedekamer-13.u11	Report of the meeting of the Dutch Lower House, Meeting 36, Session 13 (2018-12-13)	2018-12-13	Lower house	Meeting of the 29th Tweede Kamer	Session 13	Meeting 36	Sitting 2018-12-13	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
