Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2018-06-12-tweedekamer-4	ParlaMint-NL_2018-06-12-tweedekamer-4.u1	Report of the meeting of the Dutch Lower House, Meeting 92, Session 4 (2018-06-12)	2018-06-12	Lower house	Meeting of the 29th Tweede Kamer	Session 4	Meeting 92	Sitting 2018-06-12	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-06-12-tweedekamer-4	ParlaMint-NL_2018-06-12-tweedekamer-4.u2	Report of the meeting of the Dutch Lower House, Meeting 92, Session 4 (2018-06-12)	2018-06-12	Lower house	Meeting of the 29th Tweede Kamer	Session 4	Meeting 92	Sitting 2018-06-12	-	Reference	English	Regular	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	LiliannePloumen	Ploumen, Lilianne	F	1962	
ParlaMint-NL-en_2018-06-12-tweedekamer-4	ParlaMint-NL_2018-06-12-tweedekamer-4.u3	Report of the meeting of the Dutch Lower House, Meeting 92, Session 4 (2018-06-12)	2018-06-12	Lower house	Meeting of the 29th Tweede Kamer	Session 4	Meeting 92	Sitting 2018-06-12	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-06-12-tweedekamer-4	ParlaMint-NL_2018-06-12-tweedekamer-4.u4	Report of the meeting of the Dutch Lower House, Meeting 92, Session 4 (2018-06-12)	2018-06-12	Lower house	Meeting of the 29th Tweede Kamer	Session 4	Meeting 92	Sitting 2018-06-12	-	Reference	English	Regular	notMP	Minister	CDA	Christen-Democratisch Appèl	Coalition	Centre to centre-right	AnkBijleveld-Schouten	Bijleveld, Ank	F	1962	
ParlaMint-NL-en_2018-06-12-tweedekamer-4	ParlaMint-NL_2018-06-12-tweedekamer-4.u5	Report of the meeting of the Dutch Lower House, Meeting 92, Session 4 (2018-06-12)	2018-06-12	Lower house	Meeting of the 29th Tweede Kamer	Session 4	Meeting 92	Sitting 2018-06-12	-	Reference	English	Regular	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	LiliannePloumen	Ploumen, Lilianne	F	1962	
ParlaMint-NL-en_2018-06-12-tweedekamer-4	ParlaMint-NL_2018-06-12-tweedekamer-4.u6	Report of the meeting of the Dutch Lower House, Meeting 92, Session 4 (2018-06-12)	2018-06-12	Lower house	Meeting of the 29th Tweede Kamer	Session 4	Meeting 92	Sitting 2018-06-12	-	Reference	English	Regular	notMP	Minister	CDA	Christen-Democratisch Appèl	Coalition	Centre to centre-right	AnkBijleveld-Schouten	Bijleveld, Ank	F	1962	
ParlaMint-NL-en_2018-06-12-tweedekamer-4	ParlaMint-NL_2018-06-12-tweedekamer-4.u7	Report of the meeting of the Dutch Lower House, Meeting 92, Session 4 (2018-06-12)	2018-06-12	Lower house	Meeting of the 29th Tweede Kamer	Session 4	Meeting 92	Sitting 2018-06-12	-	Reference	English	Regular	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	LiliannePloumen	Ploumen, Lilianne	F	1962	
ParlaMint-NL-en_2018-06-12-tweedekamer-4	ParlaMint-NL_2018-06-12-tweedekamer-4.u8	Report of the meeting of the Dutch Lower House, Meeting 92, Session 4 (2018-06-12)	2018-06-12	Lower house	Meeting of the 29th Tweede Kamer	Session 4	Meeting 92	Sitting 2018-06-12	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-06-12-tweedekamer-4	ParlaMint-NL_2018-06-12-tweedekamer-4.u9	Report of the meeting of the Dutch Lower House, Meeting 92, Session 4 (2018-06-12)	2018-06-12	Lower house	Meeting of the 29th Tweede Kamer	Session 4	Meeting 92	Sitting 2018-06-12	-	Reference	English	Regular	MP	notMinister	GL	GroenLinks	Opposition	Centre-left to left	BramvanOjik	van Ojik, Bram	M	1954	
ParlaMint-NL-en_2018-06-12-tweedekamer-4	ParlaMint-NL_2018-06-12-tweedekamer-4.u10	Report of the meeting of the Dutch Lower House, Meeting 92, Session 4 (2018-06-12)	2018-06-12	Lower house	Meeting of the 29th Tweede Kamer	Session 4	Meeting 92	Sitting 2018-06-12	-	Reference	English	Regular	notMP	Minister	CDA	Christen-Democratisch Appèl	Coalition	Centre to centre-right	AnkBijleveld-Schouten	Bijleveld, Ank	F	1962	
ParlaMint-NL-en_2018-06-12-tweedekamer-4	ParlaMint-NL_2018-06-12-tweedekamer-4.u11	Report of the meeting of the Dutch Lower House, Meeting 92, Session 4 (2018-06-12)	2018-06-12	Lower house	Meeting of the 29th Tweede Kamer	Session 4	Meeting 92	Sitting 2018-06-12	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
