Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2018-11-28-tweedekamer-14	ParlaMint-NL_2018-11-28-tweedekamer-14.u1	Report of the meeting of the Dutch Lower House, Meeting 29, Session 14 (2018-11-28)	2018-11-28	Lower house	Meeting of the 29th Tweede Kamer	Session 14	Meeting 29	Sitting 2018-11-28	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-11-28-tweedekamer-14	ParlaMint-NL_2018-11-28-tweedekamer-14.u2	Report of the meeting of the Dutch Lower House, Meeting 29, Session 14 (2018-11-28)	2018-11-28	Lower house	Meeting of the 29th Tweede Kamer	Session 14	Meeting 29	Sitting 2018-11-28	-	Reference	English	Regular	notMP	notMinister	PvdD	Partij voor de Dieren	Opposition	Left	LammertvanRaan	van Raan, Lammert	M	1962	
ParlaMint-NL-en_2018-11-28-tweedekamer-14	ParlaMint-NL_2018-11-28-tweedekamer-14.u3	Report of the meeting of the Dutch Lower House, Meeting 29, Session 14 (2018-11-28)	2018-11-28	Lower house	Meeting of the 29th Tweede Kamer	Session 14	Meeting 29	Sitting 2018-11-28	-	Reference	English	Regular	notMP	notMinister	PvdD	Partij voor de Dieren	Opposition	Left	LammertvanRaan	van Raan, Lammert	M	1962	
ParlaMint-NL-en_2018-11-28-tweedekamer-14	ParlaMint-NL_2018-11-28-tweedekamer-14.u4	Report of the meeting of the Dutch Lower House, Meeting 29, Session 14 (2018-11-28)	2018-11-28	Lower house	Meeting of the 29th Tweede Kamer	Session 14	Meeting 29	Sitting 2018-11-28	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-11-28-tweedekamer-14	ParlaMint-NL_2018-11-28-tweedekamer-14.u5	Report of the meeting of the Dutch Lower House, Meeting 29, Session 14 (2018-11-28)	2018-11-28	Lower house	Meeting of the 29th Tweede Kamer	Session 14	Meeting 29	Sitting 2018-11-28	-	Reference	English	Regular	notMP	notMinister	CDA	Christen-Democratisch Appèl	Coalition	Centre to centre-right	MustafaAmhaouch	Amhaouch, Mustafa	M	1970	
ParlaMint-NL-en_2018-11-28-tweedekamer-14	ParlaMint-NL_2018-11-28-tweedekamer-14.u6	Report of the meeting of the Dutch Lower House, Meeting 29, Session 14 (2018-11-28)	2018-11-28	Lower house	Meeting of the 29th Tweede Kamer	Session 14	Meeting 29	Sitting 2018-11-28	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-11-28-tweedekamer-14	ParlaMint-NL_2018-11-28-tweedekamer-14.u7	Report of the meeting of the Dutch Lower House, Meeting 29, Session 14 (2018-11-28)	2018-11-28	Lower house	Meeting of the 29th Tweede Kamer	Session 14	Meeting 29	Sitting 2018-11-28	-	Reference	English	Regular	MP	notMinister	GL	GroenLinks	Opposition	Centre-left to left	IsabelleDiks	Diks, Isabelle	F	1965	
ParlaMint-NL-en_2018-11-28-tweedekamer-14	ParlaMint-NL_2018-11-28-tweedekamer-14.u8	Report of the meeting of the Dutch Lower House, Meeting 29, Session 14 (2018-11-28)	2018-11-28	Lower house	Meeting of the 29th Tweede Kamer	Session 14	Meeting 29	Sitting 2018-11-28	-	Reference	English	Regular	MP	notMinister	GL	GroenLinks	Opposition	Centre-left to left	IsabelleDiks	Diks, Isabelle	F	1965	
ParlaMint-NL-en_2018-11-28-tweedekamer-14	ParlaMint-NL_2018-11-28-tweedekamer-14.u9	Report of the meeting of the Dutch Lower House, Meeting 29, Session 14 (2018-11-28)	2018-11-28	Lower house	Meeting of the 29th Tweede Kamer	Session 14	Meeting 29	Sitting 2018-11-28	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-11-28-tweedekamer-14	ParlaMint-NL_2018-11-28-tweedekamer-14.u10	Report of the meeting of the Dutch Lower House, Meeting 29, Session 14 (2018-11-28)	2018-11-28	Lower house	Meeting of the 29th Tweede Kamer	Session 14	Meeting 29	Sitting 2018-11-28	-	Reference	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	MahirAlkaya	Alkaya, Mahir	M	1988	
ParlaMint-NL-en_2018-11-28-tweedekamer-14	ParlaMint-NL_2018-11-28-tweedekamer-14.u11	Report of the meeting of the Dutch Lower House, Meeting 29, Session 14 (2018-11-28)	2018-11-28	Lower house	Meeting of the 29th Tweede Kamer	Session 14	Meeting 29	Sitting 2018-11-28	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
