Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2018-04-12-tweedekamer-11	ParlaMint-NL_2018-04-12-tweedekamer-11.u1	Report of the meeting of the Dutch Lower House, Meeting 73, Session 11 (2018-04-12)	2018-04-12	Lower house	Meeting of the 29th Tweede Kamer	Session 11	Meeting 73	Sitting 2018-04-12	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-04-12-tweedekamer-11	ParlaMint-NL_2018-04-12-tweedekamer-11.u2	Report of the meeting of the Dutch Lower House, Meeting 73, Session 11 (2018-04-12)	2018-04-12	Lower house	Meeting of the 29th Tweede Kamer	Session 11	Meeting 73	Sitting 2018-04-12	-	Reference	English	Regular	notMP	Minister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	EricWiebes	Wiebes, Eric	M	1963	
ParlaMint-NL-en_2018-04-12-tweedekamer-11	ParlaMint-NL_2018-04-12-tweedekamer-11.u3	Report of the meeting of the Dutch Lower House, Meeting 73, Session 11 (2018-04-12)	2018-04-12	Lower house	Meeting of the 29th Tweede Kamer	Session 11	Meeting 73	Sitting 2018-04-12	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-04-12-tweedekamer-11	ParlaMint-NL_2018-04-12-tweedekamer-11.u4	Report of the meeting of the Dutch Lower House, Meeting 73, Session 11 (2018-04-12)	2018-04-12	Lower house	Meeting of the 29th Tweede Kamer	Session 11	Meeting 73	Sitting 2018-04-12	-	Reference	English	Regular	notMP	notMinister	PVV	Partij voor de Vrijheid	Opposition	Right to far-right	DionGraus	Graus, Dion	M	1967	
ParlaMint-NL-en_2018-04-12-tweedekamer-11	ParlaMint-NL_2018-04-12-tweedekamer-11.u5	Report of the meeting of the Dutch Lower House, Meeting 73, Session 11 (2018-04-12)	2018-04-12	Lower house	Meeting of the 29th Tweede Kamer	Session 11	Meeting 73	Sitting 2018-04-12	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-04-12-tweedekamer-11	ParlaMint-NL_2018-04-12-tweedekamer-11.u6	Report of the meeting of the Dutch Lower House, Meeting 73, Session 11 (2018-04-12)	2018-04-12	Lower house	Meeting of the 29th Tweede Kamer	Session 11	Meeting 73	Sitting 2018-04-12	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-04-12-tweedekamer-11	ParlaMint-NL_2018-04-12-tweedekamer-11.u7	Report of the meeting of the Dutch Lower House, Meeting 73, Session 11 (2018-04-12)	2018-04-12	Lower house	Meeting of the 29th Tweede Kamer	Session 11	Meeting 73	Sitting 2018-04-12	-	Reference	English	Regular	notMP	notMinister	D66	Democraten 66	Coalition	Centre	JanPaternotte	Paternotte, Jan	M	1984	
ParlaMint-NL-en_2018-04-12-tweedekamer-11	ParlaMint-NL_2018-04-12-tweedekamer-11.u8	Report of the meeting of the Dutch Lower House, Meeting 73, Session 11 (2018-04-12)	2018-04-12	Lower house	Meeting of the 29th Tweede Kamer	Session 11	Meeting 73	Sitting 2018-04-12	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-04-12-tweedekamer-11	ParlaMint-NL_2018-04-12-tweedekamer-11.u9	Report of the meeting of the Dutch Lower House, Meeting 73, Session 11 (2018-04-12)	2018-04-12	Lower house	Meeting of the 29th Tweede Kamer	Session 11	Meeting 73	Sitting 2018-04-12	-	Reference	English	Regular	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	WilliamMoorlag	Moorlag, William	M	1960	
ParlaMint-NL-en_2018-04-12-tweedekamer-11	ParlaMint-NL_2018-04-12-tweedekamer-11.u10	Report of the meeting of the Dutch Lower House, Meeting 73, Session 11 (2018-04-12)	2018-04-12	Lower house	Meeting of the 29th Tweede Kamer	Session 11	Meeting 73	Sitting 2018-04-12	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-04-12-tweedekamer-11	ParlaMint-NL_2018-04-12-tweedekamer-11.u11	Report of the meeting of the Dutch Lower House, Meeting 73, Session 11 (2018-04-12)	2018-04-12	Lower house	Meeting of the 29th Tweede Kamer	Session 11	Meeting 73	Sitting 2018-04-12	-	Reference	English	Regular	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	WilliamMoorlag	Moorlag, William	M	1960	
