Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2018-09-21-tweedekamer-10	ParlaMint-NL_2018-09-21-tweedekamer-10.u1	Report of the meeting of the Dutch Lower House, Meeting 3, Session 10 (2018-09-21)	2018-09-21	Lower house	Meeting of the 29th Tweede Kamer	Session 10	Meeting 3	Sitting 2018-09-21	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-09-21-tweedekamer-10	ParlaMint-NL_2018-09-21-tweedekamer-10.u2	Report of the meeting of the Dutch Lower House, Meeting 3, Session 10 (2018-09-21)	2018-09-21	Lower house	Meeting of the 29th Tweede Kamer	Session 10	Meeting 3	Sitting 2018-09-21	-	Reference	English	Regular	notMP	notMinister	SGP	Staatkundig Gereformeerde Partij	Opposition	Right	KeesvanderStaaij	van der Staaij, Kees	M	1968	
ParlaMint-NL-en_2018-09-21-tweedekamer-10	ParlaMint-NL_2018-09-21-tweedekamer-10.u3	Report of the meeting of the Dutch Lower House, Meeting 3, Session 10 (2018-09-21)	2018-09-21	Lower house	Meeting of the 29th Tweede Kamer	Session 10	Meeting 3	Sitting 2018-09-21	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-09-21-tweedekamer-10	ParlaMint-NL_2018-09-21-tweedekamer-10.u4	Report of the meeting of the Dutch Lower House, Meeting 3, Session 10 (2018-09-21)	2018-09-21	Lower house	Meeting of the 29th Tweede Kamer	Session 10	Meeting 3	Sitting 2018-09-21	-	Reference	English	Regular	notMP	notMinister	SGP	Staatkundig Gereformeerde Partij	Opposition	Right	KeesvanderStaaij	van der Staaij, Kees	M	1968	
ParlaMint-NL-en_2018-09-21-tweedekamer-10	ParlaMint-NL_2018-09-21-tweedekamer-10.u5	Report of the meeting of the Dutch Lower House, Meeting 3, Session 10 (2018-09-21)	2018-09-21	Lower house	Meeting of the 29th Tweede Kamer	Session 10	Meeting 3	Sitting 2018-09-21	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-09-21-tweedekamer-10	ParlaMint-NL_2018-09-21-tweedekamer-10.u6	Report of the meeting of the Dutch Lower House, Meeting 3, Session 10 (2018-09-21)	2018-09-21	Lower house	Meeting of the 29th Tweede Kamer	Session 10	Meeting 3	Sitting 2018-09-21	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-09-21-tweedekamer-10	ParlaMint-NL_2018-09-21-tweedekamer-10.u7	Report of the meeting of the Dutch Lower House, Meeting 3, Session 10 (2018-09-21)	2018-09-21	Lower house	Meeting of the 29th Tweede Kamer	Session 10	Meeting 3	Sitting 2018-09-21	-	Reference	English	Regular	MP	notMinister	PvdD	Partij voor de Dieren	Opposition	Left	MarianneThieme	Thieme, Marianne	F	1972	
ParlaMint-NL-en_2018-09-21-tweedekamer-10	ParlaMint-NL_2018-09-21-tweedekamer-10.u8	Report of the meeting of the Dutch Lower House, Meeting 3, Session 10 (2018-09-21)	2018-09-21	Lower house	Meeting of the 29th Tweede Kamer	Session 10	Meeting 3	Sitting 2018-09-21	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-09-21-tweedekamer-10	ParlaMint-NL_2018-09-21-tweedekamer-10.u9	Report of the meeting of the Dutch Lower House, Meeting 3, Session 10 (2018-09-21)	2018-09-21	Lower house	Meeting of the 29th Tweede Kamer	Session 10	Meeting 3	Sitting 2018-09-21	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-09-21-tweedekamer-10	ParlaMint-NL_2018-09-21-tweedekamer-10.u10	Report of the meeting of the Dutch Lower House, Meeting 3, Session 10 (2018-09-21)	2018-09-21	Lower house	Meeting of the 29th Tweede Kamer	Session 10	Meeting 3	Sitting 2018-09-21	-	Reference	English	Regular	MP	notMinister	DENK	DENK	Opposition	Centre-left	SelçukÖztürk	Öztürk, Selçuk	M	1972	
ParlaMint-NL-en_2018-09-21-tweedekamer-10	ParlaMint-NL_2018-09-21-tweedekamer-10.u11	Report of the meeting of the Dutch Lower House, Meeting 3, Session 10 (2018-09-21)	2018-09-21	Lower house	Meeting of the 29th Tweede Kamer	Session 10	Meeting 3	Sitting 2018-09-21	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
