Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2018-06-07-tweedekamer-16	ParlaMint-NL_2018-06-07-tweedekamer-16.u1	Report of the meeting of the Dutch Lower House, Meeting 91, Session 16 (2018-06-07)	2018-06-07	Lower house	Meeting of the 29th Tweede Kamer	Session 16	Meeting 91	Sitting 2018-06-07	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-06-07-tweedekamer-16	ParlaMint-NL_2018-06-07-tweedekamer-16.u12	Report of the meeting of the Dutch Lower House, Meeting 91, Session 16 (2018-06-07)	2018-06-07	Lower house	Meeting of the 29th Tweede Kamer	Session 16	Meeting 91	Sitting 2018-06-07	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-06-07-tweedekamer-16	ParlaMint-NL_2018-06-07-tweedekamer-16.u13	Report of the meeting of the Dutch Lower House, Meeting 91, Session 16 (2018-06-07)	2018-06-07	Lower house	Meeting of the 29th Tweede Kamer	Session 16	Meeting 91	Sitting 2018-06-07	-	Reference	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	MaartenHijink	Hijink, Maarten	M	1983	
ParlaMint-NL-en_2018-06-07-tweedekamer-16	ParlaMint-NL_2018-06-07-tweedekamer-16.u14	Report of the meeting of the Dutch Lower House, Meeting 91, Session 16 (2018-06-07)	2018-06-07	Lower house	Meeting of the 29th Tweede Kamer	Session 16	Meeting 91	Sitting 2018-06-07	-	Reference	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	AukjedeVries	de Vries, Aukje	F	1964	
ParlaMint-NL-en_2018-06-07-tweedekamer-16	ParlaMint-NL_2018-06-07-tweedekamer-16.u15	Report of the meeting of the Dutch Lower House, Meeting 91, Session 16 (2018-06-07)	2018-06-07	Lower house	Meeting of the 29th Tweede Kamer	Session 16	Meeting 91	Sitting 2018-06-07	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-06-07-tweedekamer-16	ParlaMint-NL_2018-06-07-tweedekamer-16.u16	Report of the meeting of the Dutch Lower House, Meeting 91, Session 16 (2018-06-07)	2018-06-07	Lower house	Meeting of the 29th Tweede Kamer	Session 16	Meeting 91	Sitting 2018-06-07	-	Reference	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	MaartenHijink	Hijink, Maarten	M	1983	
ParlaMint-NL-en_2018-06-07-tweedekamer-16	ParlaMint-NL_2018-06-07-tweedekamer-16.u17	Report of the meeting of the Dutch Lower House, Meeting 91, Session 16 (2018-06-07)	2018-06-07	Lower house	Meeting of the 29th Tweede Kamer	Session 16	Meeting 91	Sitting 2018-06-07	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-06-07-tweedekamer-16	ParlaMint-NL_2018-06-07-tweedekamer-16.u18	Report of the meeting of the Dutch Lower House, Meeting 91, Session 16 (2018-06-07)	2018-06-07	Lower house	Meeting of the 29th Tweede Kamer	Session 16	Meeting 91	Sitting 2018-06-07	-	Reference	English	Regular	notMP	Minister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	BrunoBruins	Bruins, Bruno	M	1963	
ParlaMint-NL-en_2018-06-07-tweedekamer-16	ParlaMint-NL_2018-06-07-tweedekamer-16.u19	Report of the meeting of the Dutch Lower House, Meeting 91, Session 16 (2018-06-07)	2018-06-07	Lower house	Meeting of the 29th Tweede Kamer	Session 16	Meeting 91	Sitting 2018-06-07	-	Reference	English	Regular	MP	notMinister	PvdD	Partij voor de Dieren	Opposition	Left	FemkeMerelvanKooten-Arissen	van Kooten-Arissen, Femke Merel	F	1983	
ParlaMint-NL-en_2018-06-07-tweedekamer-16	ParlaMint-NL_2018-06-07-tweedekamer-16.u20	Report of the meeting of the Dutch Lower House, Meeting 91, Session 16 (2018-06-07)	2018-06-07	Lower house	Meeting of the 29th Tweede Kamer	Session 16	Meeting 91	Sitting 2018-06-07	-	Reference	English	Regular	notMP	Minister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	BrunoBruins	Bruins, Bruno	M	1963	
ParlaMint-NL-en_2018-06-07-tweedekamer-16	ParlaMint-NL_2018-06-07-tweedekamer-16.u21	Report of the meeting of the Dutch Lower House, Meeting 91, Session 16 (2018-06-07)	2018-06-07	Lower house	Meeting of the 29th Tweede Kamer	Session 16	Meeting 91	Sitting 2018-06-07	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-06-07-tweedekamer-16	ParlaMint-NL_2018-06-07-tweedekamer-16.u22	Report of the meeting of the Dutch Lower House, Meeting 91, Session 16 (2018-06-07)	2018-06-07	Lower house	Meeting of the 29th Tweede Kamer	Session 16	Meeting 91	Sitting 2018-06-07	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
