Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2018-06-07-tweedekamer-16	ParlaMint-NL_2018-06-07-tweedekamer-16.u1	Report of the meeting of the Dutch Lower House, Meeting 91, Session 16 (2018-06-07)	2018-06-07	Lower house	Meeting of the 29th Tweede Kamer	Session 16	Meeting 91	Sitting 2018-06-07	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-06-07-tweedekamer-16	ParlaMint-NL_2018-06-07-tweedekamer-16.u2	Report of the meeting of the Dutch Lower House, Meeting 91, Session 16 (2018-06-07)	2018-06-07	Lower house	Meeting of the 29th Tweede Kamer	Session 16	Meeting 91	Sitting 2018-06-07	-	Reference	English	Regular	MP	notMinister	PvdD	Partij voor de Dieren	Opposition	Left	FemkeMerelvanKooten-Arissen	van Kooten-Arissen, Femke Merel	F	1983	
ParlaMint-NL-en_2018-06-07-tweedekamer-16	ParlaMint-NL_2018-06-07-tweedekamer-16.u3	Report of the meeting of the Dutch Lower House, Meeting 91, Session 16 (2018-06-07)	2018-06-07	Lower house	Meeting of the 29th Tweede Kamer	Session 16	Meeting 91	Sitting 2018-06-07	-	Reference	English	Regular	MP	notMinister	PvdD	Partij voor de Dieren	Opposition	Left	FemkeMerelvanKooten-Arissen	van Kooten-Arissen, Femke Merel	F	1983	
ParlaMint-NL-en_2018-06-07-tweedekamer-16	ParlaMint-NL_2018-06-07-tweedekamer-16.u4	Report of the meeting of the Dutch Lower House, Meeting 91, Session 16 (2018-06-07)	2018-06-07	Lower house	Meeting of the 29th Tweede Kamer	Session 16	Meeting 91	Sitting 2018-06-07	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-06-07-tweedekamer-16	ParlaMint-NL_2018-06-07-tweedekamer-16.u5	Report of the meeting of the Dutch Lower House, Meeting 91, Session 16 (2018-06-07)	2018-06-07	Lower house	Meeting of the 29th Tweede Kamer	Session 16	Meeting 91	Sitting 2018-06-07	-	Reference	English	Regular	MP	notMinister	PvdD	Partij voor de Dieren	Opposition	Left	FemkeMerelvanKooten-Arissen	van Kooten-Arissen, Femke Merel	F	1983	
ParlaMint-NL-en_2018-06-07-tweedekamer-16	ParlaMint-NL_2018-06-07-tweedekamer-16.u6	Report of the meeting of the Dutch Lower House, Meeting 91, Session 16 (2018-06-07)	2018-06-07	Lower house	Meeting of the 29th Tweede Kamer	Session 16	Meeting 91	Sitting 2018-06-07	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-06-07-tweedekamer-16	ParlaMint-NL_2018-06-07-tweedekamer-16.u7	Report of the meeting of the Dutch Lower House, Meeting 91, Session 16 (2018-06-07)	2018-06-07	Lower house	Meeting of the 29th Tweede Kamer	Session 16	Meeting 91	Sitting 2018-06-07	-	Reference	English	Regular	notMP	notMinister	GL	GroenLinks	Opposition	Centre-left to left	CorinneEllemeet	Ellemeet, Corinne	F	1976	
ParlaMint-NL-en_2018-06-07-tweedekamer-16	ParlaMint-NL_2018-06-07-tweedekamer-16.u8	Report of the meeting of the Dutch Lower House, Meeting 91, Session 16 (2018-06-07)	2018-06-07	Lower house	Meeting of the 29th Tweede Kamer	Session 16	Meeting 91	Sitting 2018-06-07	-	Reference	English	Regular	notMP	notMinister	GL	GroenLinks	Opposition	Centre-left to left	CorinneEllemeet	Ellemeet, Corinne	F	1976	
ParlaMint-NL-en_2018-06-07-tweedekamer-16	ParlaMint-NL_2018-06-07-tweedekamer-16.u9	Report of the meeting of the Dutch Lower House, Meeting 91, Session 16 (2018-06-07)	2018-06-07	Lower house	Meeting of the 29th Tweede Kamer	Session 16	Meeting 91	Sitting 2018-06-07	-	Reference	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	AukjedeVries	de Vries, Aukje	F	1964	
ParlaMint-NL-en_2018-06-07-tweedekamer-16	ParlaMint-NL_2018-06-07-tweedekamer-16.u10	Report of the meeting of the Dutch Lower House, Meeting 91, Session 16 (2018-06-07)	2018-06-07	Lower house	Meeting of the 29th Tweede Kamer	Session 16	Meeting 91	Sitting 2018-06-07	-	Reference	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	MaartenHijink	Hijink, Maarten	M	1983	
ParlaMint-NL-en_2018-06-07-tweedekamer-16	ParlaMint-NL_2018-06-07-tweedekamer-16.u11	Report of the meeting of the Dutch Lower House, Meeting 91, Session 16 (2018-06-07)	2018-06-07	Lower house	Meeting of the 29th Tweede Kamer	Session 16	Meeting 91	Sitting 2018-06-07	-	Reference	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	AukjedeVries	de Vries, Aukje	F	1964	
