Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2018-11-08-tweedekamer-6	ParlaMint-NL_2018-11-08-tweedekamer-6.u1	Report of the meeting of the Dutch Lower House, Meeting 21, Session 6 (2018-11-08)	2018-11-08	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 21	Sitting 2018-11-08	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-11-08-tweedekamer-6	ParlaMint-NL_2018-11-08-tweedekamer-6.u2	Report of the meeting of the Dutch Lower House, Meeting 21, Session 6 (2018-11-08)	2018-11-08	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 21	Sitting 2018-11-08	-	Reference	English	Regular	notMP	notMinister	CDA	Christen-Democratisch Appèl	Coalition	Centre to centre-right	MustafaAmhaouch	Amhaouch, Mustafa	M	1970	
ParlaMint-NL-en_2018-11-08-tweedekamer-6	ParlaMint-NL_2018-11-08-tweedekamer-6.u3	Report of the meeting of the Dutch Lower House, Meeting 21, Session 6 (2018-11-08)	2018-11-08	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 21	Sitting 2018-11-08	-	Reference	English	Regular	notMP	notMinister	CDA	Christen-Democratisch Appèl	Coalition	Centre to centre-right	MustafaAmhaouch	Amhaouch, Mustafa	M	1970	
ParlaMint-NL-en_2018-11-08-tweedekamer-6	ParlaMint-NL_2018-11-08-tweedekamer-6.u4	Report of the meeting of the Dutch Lower House, Meeting 21, Session 6 (2018-11-08)	2018-11-08	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 21	Sitting 2018-11-08	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-11-08-tweedekamer-6	ParlaMint-NL_2018-11-08-tweedekamer-6.u5	Report of the meeting of the Dutch Lower House, Meeting 21, Session 6 (2018-11-08)	2018-11-08	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 21	Sitting 2018-11-08	-	Reference	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	MartinWörsdörfer	Wörsdörfer, Martin	M	1972	
ParlaMint-NL-en_2018-11-08-tweedekamer-6	ParlaMint-NL_2018-11-08-tweedekamer-6.u6	Report of the meeting of the Dutch Lower House, Meeting 21, Session 6 (2018-11-08)	2018-11-08	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 21	Sitting 2018-11-08	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-11-08-tweedekamer-6	ParlaMint-NL_2018-11-08-tweedekamer-6.u7	Report of the meeting of the Dutch Lower House, Meeting 21, Session 6 (2018-11-08)	2018-11-08	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 21	Sitting 2018-11-08	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-11-08-tweedekamer-6	ParlaMint-NL_2018-11-08-tweedekamer-6.u8	Report of the meeting of the Dutch Lower House, Meeting 21, Session 6 (2018-11-08)	2018-11-08	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 21	Sitting 2018-11-08	-	Reference	English	Regular	notMP	notMinister	CDA	Christen-Democratisch Appèl	Coalition	Centre to centre-right	MonaKeijzer	Keijzer, Mona	F	1968	
ParlaMint-NL-en_2018-11-08-tweedekamer-6	ParlaMint-NL_2018-11-08-tweedekamer-6.u9	Report of the meeting of the Dutch Lower House, Meeting 21, Session 6 (2018-11-08)	2018-11-08	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 21	Sitting 2018-11-08	-	Reference	English	Regular	notMP	notMinister	GL	GroenLinks	Opposition	Centre-left to left	LauraBromet	Bromet, Laura	F	1970	
ParlaMint-NL-en_2018-11-08-tweedekamer-6	ParlaMint-NL_2018-11-08-tweedekamer-6.u10	Report of the meeting of the Dutch Lower House, Meeting 21, Session 6 (2018-11-08)	2018-11-08	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 21	Sitting 2018-11-08	-	Reference	English	Regular	notMP	notMinister	CDA	Christen-Democratisch Appèl	Coalition	Centre to centre-right	MonaKeijzer	Keijzer, Mona	F	1968	
ParlaMint-NL-en_2018-11-08-tweedekamer-6	ParlaMint-NL_2018-11-08-tweedekamer-6.u11	Report of the meeting of the Dutch Lower House, Meeting 21, Session 6 (2018-11-08)	2018-11-08	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 21	Sitting 2018-11-08	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
