Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2018-07-03-tweedekamer-7	ParlaMint-NL_2018-07-03-tweedekamer-7.u1	Report of the meeting of the Dutch Lower House, Meeting 101, Session 7 (2018-07-03)	2018-07-03	Lower house	Meeting of the 29th Tweede Kamer	Session 7	Meeting 101	Sitting 2018-07-03	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-07-03-tweedekamer-7	ParlaMint-NL_2018-07-03-tweedekamer-7.u12	Report of the meeting of the Dutch Lower House, Meeting 101, Session 7 (2018-07-03)	2018-07-03	Lower house	Meeting of the 29th Tweede Kamer	Session 7	Meeting 101	Sitting 2018-07-03	-	Reference	English	Regular	notMP	notMinister	CDA	Christen-Democratisch Appèl	Coalition	Centre to centre-right	AgnesMulder	Mulder, Agnes	F	1973	
ParlaMint-NL-en_2018-07-03-tweedekamer-7	ParlaMint-NL_2018-07-03-tweedekamer-7.u13	Report of the meeting of the Dutch Lower House, Meeting 101, Session 7 (2018-07-03)	2018-07-03	Lower house	Meeting of the 29th Tweede Kamer	Session 7	Meeting 101	Sitting 2018-07-03	-	Reference	English	Regular	MP	notMinister	CU	ChristenUnie	Coalition	Centre-right	CarlaDik-Faber	Dik-Faber, Carla	F	1971	
ParlaMint-NL-en_2018-07-03-tweedekamer-7	ParlaMint-NL_2018-07-03-tweedekamer-7.u14	Report of the meeting of the Dutch Lower House, Meeting 101, Session 7 (2018-07-03)	2018-07-03	Lower house	Meeting of the 29th Tweede Kamer	Session 7	Meeting 101	Sitting 2018-07-03	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-07-03-tweedekamer-7	ParlaMint-NL_2018-07-03-tweedekamer-7.u15	Report of the meeting of the Dutch Lower House, Meeting 101, Session 7 (2018-07-03)	2018-07-03	Lower house	Meeting of the 29th Tweede Kamer	Session 7	Meeting 101	Sitting 2018-07-03	-	Reference	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	SandraBeckerman	Beckerman, Sandra	F	1983	
ParlaMint-NL-en_2018-07-03-tweedekamer-7	ParlaMint-NL_2018-07-03-tweedekamer-7.u16	Report of the meeting of the Dutch Lower House, Meeting 101, Session 7 (2018-07-03)	2018-07-03	Lower house	Meeting of the 29th Tweede Kamer	Session 7	Meeting 101	Sitting 2018-07-03	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-07-03-tweedekamer-7	ParlaMint-NL_2018-07-03-tweedekamer-7.u17	Report of the meeting of the Dutch Lower House, Meeting 101, Session 7 (2018-07-03)	2018-07-03	Lower house	Meeting of the 29th Tweede Kamer	Session 7	Meeting 101	Sitting 2018-07-03	-	Reference	English	Regular	MP	notMinister	PvdD	Partij voor de Dieren	Opposition	Left	EstherOuwehand	Ouwehand, Esther	F	1976	
ParlaMint-NL-en_2018-07-03-tweedekamer-7	ParlaMint-NL_2018-07-03-tweedekamer-7.u18	Report of the meeting of the Dutch Lower House, Meeting 101, Session 7 (2018-07-03)	2018-07-03	Lower house	Meeting of the 29th Tweede Kamer	Session 7	Meeting 101	Sitting 2018-07-03	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-07-03-tweedekamer-7	ParlaMint-NL_2018-07-03-tweedekamer-7.u19	Report of the meeting of the Dutch Lower House, Meeting 101, Session 7 (2018-07-03)	2018-07-03	Lower house	Meeting of the 29th Tweede Kamer	Session 7	Meeting 101	Sitting 2018-07-03	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-07-03-tweedekamer-7	ParlaMint-NL_2018-07-03-tweedekamer-7.u20	Report of the meeting of the Dutch Lower House, Meeting 101, Session 7 (2018-07-03)	2018-07-03	Lower house	Meeting of the 29th Tweede Kamer	Session 7	Meeting 101	Sitting 2018-07-03	-	Reference	English	Regular	MP	notMinister	FvD	Forum voor Democratie	Opposition	Far-right	TheoHiddema	Hiddema, Theo	M	1944	
ParlaMint-NL-en_2018-07-03-tweedekamer-7	ParlaMint-NL_2018-07-03-tweedekamer-7.u21	Report of the meeting of the Dutch Lower House, Meeting 101, Session 7 (2018-07-03)	2018-07-03	Lower house	Meeting of the 29th Tweede Kamer	Session 7	Meeting 101	Sitting 2018-07-03	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-07-03-tweedekamer-7	ParlaMint-NL_2018-07-03-tweedekamer-7.u22	Report of the meeting of the Dutch Lower House, Meeting 101, Session 7 (2018-07-03)	2018-07-03	Lower house	Meeting of the 29th Tweede Kamer	Session 7	Meeting 101	Sitting 2018-07-03	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
