Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2018-11-27-eerstekamer-6	ParlaMint-NL_2018-11-27-eerstekamer-6.u1	Report of the meeting of the Dutch Upper House, Meeting 9, Session 6 (2018-11-27)	2018-11-27	Upper house	Meeting of the 35th Eerste Kamer	Session 6	Meeting 9	Sitting 2018-11-27	-	Reference	English	Chairperson	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	AnkieBroekers-Knol	Broekers-Knol, Ankie	F	1946	
ParlaMint-NL-en_2018-11-27-eerstekamer-6	ParlaMint-NL_2018-11-27-eerstekamer-6.u2	Report of the meeting of the Dutch Upper House, Meeting 9, Session 6 (2018-11-27)	2018-11-27	Upper house	Meeting of the 35th Eerste Kamer	Session 6	Meeting 9	Sitting 2018-11-27	-	Reference	English	Regular	notMP	notMinister	PVV	Partij voor de Vrijheid	Opposition	Right to far-right	GomvanStrien	van Strien, Gom	M	1951	
ParlaMint-NL-en_2018-11-27-eerstekamer-6	ParlaMint-NL_2018-11-27-eerstekamer-6.u3	Report of the meeting of the Dutch Upper House, Meeting 9, Session 6 (2018-11-27)	2018-11-27	Upper house	Meeting of the 35th Eerste Kamer	Session 6	Meeting 9	Sitting 2018-11-27	-	Reference	English	Chairperson	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	AnkieBroekers-Knol	Broekers-Knol, Ankie	F	1946	
ParlaMint-NL-en_2018-11-27-eerstekamer-6	ParlaMint-NL_2018-11-27-eerstekamer-6.u4	Report of the meeting of the Dutch Upper House, Meeting 9, Session 6 (2018-11-27)	2018-11-27	Upper house	Meeting of the 35th Eerste Kamer	Session 6	Meeting 9	Sitting 2018-11-27	-	Reference	English	Regular	notMP	notMinister	PVV	Partij voor de Vrijheid	Opposition	Right to far-right	GomvanStrien	van Strien, Gom	M	1951	
ParlaMint-NL-en_2018-11-27-eerstekamer-6	ParlaMint-NL_2018-11-27-eerstekamer-6.u5	Report of the meeting of the Dutch Upper House, Meeting 9, Session 6 (2018-11-27)	2018-11-27	Upper house	Meeting of the 35th Eerste Kamer	Session 6	Meeting 9	Sitting 2018-11-27	-	Reference	English	Chairperson	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	AnkieBroekers-Knol	Broekers-Knol, Ankie	F	1946	
ParlaMint-NL-en_2018-11-27-eerstekamer-6	ParlaMint-NL_2018-11-27-eerstekamer-6.u6	Report of the meeting of the Dutch Upper House, Meeting 9, Session 6 (2018-11-27)	2018-11-27	Upper house	Meeting of the 35th Eerste Kamer	Session 6	Meeting 9	Sitting 2018-11-27	-	Reference	English	Regular	notMP	notMinister	PVV	Partij voor de Vrijheid	Opposition	Right to far-right	GomvanStrien	van Strien, Gom	M	1951	
ParlaMint-NL-en_2018-11-27-eerstekamer-6	ParlaMint-NL_2018-11-27-eerstekamer-6.u7	Report of the meeting of the Dutch Upper House, Meeting 9, Session 6 (2018-11-27)	2018-11-27	Upper house	Meeting of the 35th Eerste Kamer	Session 6	Meeting 9	Sitting 2018-11-27	-	Reference	English	Chairperson	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	AnkieBroekers-Knol	Broekers-Knol, Ankie	F	1946	
