Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2018-03-06-tweedekamer-2	ParlaMint-NL_2018-03-06-tweedekamer-2.u1	Report of the meeting of the Dutch Lower House, Meeting 57, Session 2 (2018-03-06)	2018-03-06	Lower house	Meeting of the 29th Tweede Kamer	Session 2	Meeting 57	Sitting 2018-03-06	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-03-06-tweedekamer-2	ParlaMint-NL_2018-03-06-tweedekamer-2.u2	Report of the meeting of the Dutch Lower House, Meeting 57, Session 2 (2018-03-06)	2018-03-06	Lower house	Meeting of the 29th Tweede Kamer	Session 2	Meeting 57	Sitting 2018-03-06	-	Reference	English	Regular	notMP	notMinister	D66	Democraten 66	Coalition	Centre	AchrafBouali	Bouali, Achraf	M	1974	
ParlaMint-NL-en_2018-03-06-tweedekamer-2	ParlaMint-NL_2018-03-06-tweedekamer-2.u3	Report of the meeting of the Dutch Lower House, Meeting 57, Session 2 (2018-03-06)	2018-03-06	Lower house	Meeting of the 29th Tweede Kamer	Session 2	Meeting 57	Sitting 2018-03-06	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-03-06-tweedekamer-2	ParlaMint-NL_2018-03-06-tweedekamer-2.u4	Report of the meeting of the Dutch Lower House, Meeting 57, Session 2 (2018-03-06)	2018-03-06	Lower house	Meeting of the 29th Tweede Kamer	Session 2	Meeting 57	Sitting 2018-03-06	-	Reference	English	Regular	notMP	Minister	D66	Democraten 66	Coalition	Centre	SigridKaag	Kaag, Sigrid	F	1961	
ParlaMint-NL-en_2018-03-06-tweedekamer-2	ParlaMint-NL_2018-03-06-tweedekamer-2.u5	Report of the meeting of the Dutch Lower House, Meeting 57, Session 2 (2018-03-06)	2018-03-06	Lower house	Meeting of the 29th Tweede Kamer	Session 2	Meeting 57	Sitting 2018-03-06	-	Reference	English	Regular	notMP	notMinister	D66	Democraten 66	Coalition	Centre	AchrafBouali	Bouali, Achraf	M	1974	
ParlaMint-NL-en_2018-03-06-tweedekamer-2	ParlaMint-NL_2018-03-06-tweedekamer-2.u6	Report of the meeting of the Dutch Lower House, Meeting 57, Session 2 (2018-03-06)	2018-03-06	Lower house	Meeting of the 29th Tweede Kamer	Session 2	Meeting 57	Sitting 2018-03-06	-	Reference	English	Regular	notMP	Minister	D66	Democraten 66	Coalition	Centre	SigridKaag	Kaag, Sigrid	F	1961	
ParlaMint-NL-en_2018-03-06-tweedekamer-2	ParlaMint-NL_2018-03-06-tweedekamer-2.u7	Report of the meeting of the Dutch Lower House, Meeting 57, Session 2 (2018-03-06)	2018-03-06	Lower house	Meeting of the 29th Tweede Kamer	Session 2	Meeting 57	Sitting 2018-03-06	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-03-06-tweedekamer-2	ParlaMint-NL_2018-03-06-tweedekamer-2.u8	Report of the meeting of the Dutch Lower House, Meeting 57, Session 2 (2018-03-06)	2018-03-06	Lower house	Meeting of the 29th Tweede Kamer	Session 2	Meeting 57	Sitting 2018-03-06	-	Reference	English	Regular	notMP	notMinister	D66	Democraten 66	Coalition	Centre	AchrafBouali	Bouali, Achraf	M	1974	
ParlaMint-NL-en_2018-03-06-tweedekamer-2	ParlaMint-NL_2018-03-06-tweedekamer-2.u9	Report of the meeting of the Dutch Lower House, Meeting 57, Session 2 (2018-03-06)	2018-03-06	Lower house	Meeting of the 29th Tweede Kamer	Session 2	Meeting 57	Sitting 2018-03-06	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-03-06-tweedekamer-2	ParlaMint-NL_2018-03-06-tweedekamer-2.u10	Report of the meeting of the Dutch Lower House, Meeting 57, Session 2 (2018-03-06)	2018-03-06	Lower house	Meeting of the 29th Tweede Kamer	Session 2	Meeting 57	Sitting 2018-03-06	-	Reference	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	BenteBecker	Becker, Bente	F	1985	
ParlaMint-NL-en_2018-03-06-tweedekamer-2	ParlaMint-NL_2018-03-06-tweedekamer-2.u11	Report of the meeting of the Dutch Lower House, Meeting 57, Session 2 (2018-03-06)	2018-03-06	Lower house	Meeting of the 29th Tweede Kamer	Session 2	Meeting 57	Sitting 2018-03-06	-	Reference	English	Regular	notMP	Minister	D66	Democraten 66	Coalition	Centre	SigridKaag	Kaag, Sigrid	F	1961	
ParlaMint-NL-en_2018-03-06-tweedekamer-2	ParlaMint-NL_2018-03-06-tweedekamer-2.u12	Report of the meeting of the Dutch Lower House, Meeting 57, Session 2 (2018-03-06)	2018-03-06	Lower house	Meeting of the 29th Tweede Kamer	Session 2	Meeting 57	Sitting 2018-03-06	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-03-06-tweedekamer-2	ParlaMint-NL_2018-03-06-tweedekamer-2.u13	Report of the meeting of the Dutch Lower House, Meeting 57, Session 2 (2018-03-06)	2018-03-06	Lower house	Meeting of the 29th Tweede Kamer	Session 2	Meeting 57	Sitting 2018-03-06	-	Reference	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	BenteBecker	Becker, Bente	F	1985	
ParlaMint-NL-en_2018-03-06-tweedekamer-2	ParlaMint-NL_2018-03-06-tweedekamer-2.u14	Report of the meeting of the Dutch Lower House, Meeting 57, Session 2 (2018-03-06)	2018-03-06	Lower house	Meeting of the 29th Tweede Kamer	Session 2	Meeting 57	Sitting 2018-03-06	-	Reference	English	Regular	notMP	Minister	D66	Democraten 66	Coalition	Centre	SigridKaag	Kaag, Sigrid	F	1961	
