Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2018-07-03-tweedekamer-37	ParlaMint-NL_2018-07-03-tweedekamer-37.u1	Report of the meeting of the Dutch Lower House, Meeting 101, Session 37 (2018-07-03)	2018-07-03	Lower house	Meeting of the 29th Tweede Kamer	Session 37	Meeting 101	Sitting 2018-07-03	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-07-03-tweedekamer-37	ParlaMint-NL_2018-07-03-tweedekamer-37.u2	Report of the meeting of the Dutch Lower House, Meeting 101, Session 37 (2018-07-03)	2018-07-03	Lower house	Meeting of the 29th Tweede Kamer	Session 37	Meeting 101	Sitting 2018-07-03	-	Reference	English	Regular	notMP	notMinister	GL	GroenLinks	Opposition	Centre-left to left	ZihniÖzdil	Özdil, Zihni	M	1981	
ParlaMint-NL-en_2018-07-03-tweedekamer-37	ParlaMint-NL_2018-07-03-tweedekamer-37.u3	Report of the meeting of the Dutch Lower House, Meeting 101, Session 37 (2018-07-03)	2018-07-03	Lower house	Meeting of the 29th Tweede Kamer	Session 37	Meeting 101	Sitting 2018-07-03	-	Reference	English	Regular	notMP	notMinister	GL	GroenLinks	Opposition	Centre-left to left	ZihniÖzdil	Özdil, Zihni	M	1981	
ParlaMint-NL-en_2018-07-03-tweedekamer-37	ParlaMint-NL_2018-07-03-tweedekamer-37.u4	Report of the meeting of the Dutch Lower House, Meeting 101, Session 37 (2018-07-03)	2018-07-03	Lower house	Meeting of the 29th Tweede Kamer	Session 37	Meeting 101	Sitting 2018-07-03	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-07-03-tweedekamer-37	ParlaMint-NL_2018-07-03-tweedekamer-37.u5	Report of the meeting of the Dutch Lower House, Meeting 101, Session 37 (2018-07-03)	2018-07-03	Lower house	Meeting of the 29th Tweede Kamer	Session 37	Meeting 101	Sitting 2018-07-03	-	Reference	English	Regular	notMP	notMinister	CDA	Christen-Democratisch Appèl	Coalition	Centre to centre-right	HarryvanderMolen	van der Molen, Harry	M	1980	
ParlaMint-NL-en_2018-07-03-tweedekamer-37	ParlaMint-NL_2018-07-03-tweedekamer-37.u6	Report of the meeting of the Dutch Lower House, Meeting 101, Session 37 (2018-07-03)	2018-07-03	Lower house	Meeting of the 29th Tweede Kamer	Session 37	Meeting 101	Sitting 2018-07-03	-	Reference	English	Regular	notMP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	JudithTielen	Tielen, Judith	F	1972	
ParlaMint-NL-en_2018-07-03-tweedekamer-37	ParlaMint-NL_2018-07-03-tweedekamer-37.u7	Report of the meeting of the Dutch Lower House, Meeting 101, Session 37 (2018-07-03)	2018-07-03	Lower house	Meeting of the 29th Tweede Kamer	Session 37	Meeting 101	Sitting 2018-07-03	-	Reference	English	Regular	notMP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	JudithTielen	Tielen, Judith	F	1972	
ParlaMint-NL-en_2018-07-03-tweedekamer-37	ParlaMint-NL_2018-07-03-tweedekamer-37.u8	Report of the meeting of the Dutch Lower House, Meeting 101, Session 37 (2018-07-03)	2018-07-03	Lower house	Meeting of the 29th Tweede Kamer	Session 37	Meeting 101	Sitting 2018-07-03	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-07-03-tweedekamer-37	ParlaMint-NL_2018-07-03-tweedekamer-37.u9	Report of the meeting of the Dutch Lower House, Meeting 101, Session 37 (2018-07-03)	2018-07-03	Lower house	Meeting of the 29th Tweede Kamer	Session 37	Meeting 101	Sitting 2018-07-03	-	Reference	English	Regular	notMP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	JudithTielen	Tielen, Judith	F	1972	
ParlaMint-NL-en_2018-07-03-tweedekamer-37	ParlaMint-NL_2018-07-03-tweedekamer-37.u10	Report of the meeting of the Dutch Lower House, Meeting 101, Session 37 (2018-07-03)	2018-07-03	Lower house	Meeting of the 29th Tweede Kamer	Session 37	Meeting 101	Sitting 2018-07-03	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-07-03-tweedekamer-37	ParlaMint-NL_2018-07-03-tweedekamer-37.u11	Report of the meeting of the Dutch Lower House, Meeting 101, Session 37 (2018-07-03)	2018-07-03	Lower house	Meeting of the 29th Tweede Kamer	Session 37	Meeting 101	Sitting 2018-07-03	-	Reference	English	Regular	notMP	notMinister	SGP	Staatkundig Gereformeerde Partij	Opposition	Right	RoelofBisschop	Bisschop, Roelof	M	1956	
ParlaMint-NL-en_2018-07-03-tweedekamer-37	ParlaMint-NL_2018-07-03-tweedekamer-37.u12	Report of the meeting of the Dutch Lower House, Meeting 101, Session 37 (2018-07-03)	2018-07-03	Lower house	Meeting of the 29th Tweede Kamer	Session 37	Meeting 101	Sitting 2018-07-03	-	Reference	English	Regular	notMP	notMinister	SGP	Staatkundig Gereformeerde Partij	Opposition	Right	RoelofBisschop	Bisschop, Roelof	M	1956	
ParlaMint-NL-en_2018-07-03-tweedekamer-37	ParlaMint-NL_2018-07-03-tweedekamer-37.u13	Report of the meeting of the Dutch Lower House, Meeting 101, Session 37 (2018-07-03)	2018-07-03	Lower house	Meeting of the 29th Tweede Kamer	Session 37	Meeting 101	Sitting 2018-07-03	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-07-03-tweedekamer-37	ParlaMint-NL_2018-07-03-tweedekamer-37.u14	Report of the meeting of the Dutch Lower House, Meeting 101, Session 37 (2018-07-03)	2018-07-03	Lower house	Meeting of the 29th Tweede Kamer	Session 37	Meeting 101	Sitting 2018-07-03	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-07-03-tweedekamer-37	ParlaMint-NL_2018-07-03-tweedekamer-37.u15	Report of the meeting of the Dutch Lower House, Meeting 101, Session 37 (2018-07-03)	2018-07-03	Lower house	Meeting of the 29th Tweede Kamer	Session 37	Meeting 101	Sitting 2018-07-03	-	Reference	English	Regular	notMP	Minister	D66	Democraten 66	Coalition	Centre	IngridvanEngelshoven	van Engelshoven, Ingrid	F	1966	
ParlaMint-NL-en_2018-07-03-tweedekamer-37	ParlaMint-NL_2018-07-03-tweedekamer-37.u16	Report of the meeting of the Dutch Lower House, Meeting 101, Session 37 (2018-07-03)	2018-07-03	Lower house	Meeting of the 29th Tweede Kamer	Session 37	Meeting 101	Sitting 2018-07-03	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-07-03-tweedekamer-37	ParlaMint-NL_2018-07-03-tweedekamer-37.u17	Report of the meeting of the Dutch Lower House, Meeting 101, Session 37 (2018-07-03)	2018-07-03	Lower house	Meeting of the 29th Tweede Kamer	Session 37	Meeting 101	Sitting 2018-07-03	-	Reference	English	Regular	notMP	notMinister	GL	GroenLinks	Opposition	Centre-left to left	ZihniÖzdil	Özdil, Zihni	M	1981	
ParlaMint-NL-en_2018-07-03-tweedekamer-37	ParlaMint-NL_2018-07-03-tweedekamer-37.u18	Report of the meeting of the Dutch Lower House, Meeting 101, Session 37 (2018-07-03)	2018-07-03	Lower house	Meeting of the 29th Tweede Kamer	Session 37	Meeting 101	Sitting 2018-07-03	-	Reference	English	Regular	notMP	Minister	D66	Democraten 66	Coalition	Centre	IngridvanEngelshoven	van Engelshoven, Ingrid	F	1966	
ParlaMint-NL-en_2018-07-03-tweedekamer-37	ParlaMint-NL_2018-07-03-tweedekamer-37.u19	Report of the meeting of the Dutch Lower House, Meeting 101, Session 37 (2018-07-03)	2018-07-03	Lower house	Meeting of the 29th Tweede Kamer	Session 37	Meeting 101	Sitting 2018-07-03	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-07-03-tweedekamer-37	ParlaMint-NL_2018-07-03-tweedekamer-37.u20	Report of the meeting of the Dutch Lower House, Meeting 101, Session 37 (2018-07-03)	2018-07-03	Lower house	Meeting of the 29th Tweede Kamer	Session 37	Meeting 101	Sitting 2018-07-03	-	Reference	English	Regular	notMP	notMinister	SGP	Staatkundig Gereformeerde Partij	Opposition	Right	RoelofBisschop	Bisschop, Roelof	M	1956	
ParlaMint-NL-en_2018-07-03-tweedekamer-37	ParlaMint-NL_2018-07-03-tweedekamer-37.u21	Report of the meeting of the Dutch Lower House, Meeting 101, Session 37 (2018-07-03)	2018-07-03	Lower house	Meeting of the 29th Tweede Kamer	Session 37	Meeting 101	Sitting 2018-07-03	-	Reference	English	Regular	notMP	Minister	D66	Democraten 66	Coalition	Centre	IngridvanEngelshoven	van Engelshoven, Ingrid	F	1966	
