Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2018-12-11-eerstekamer-11	ParlaMint-NL_2018-12-11-eerstekamer-11.u1	Report of the meeting of the Dutch Upper House, Meeting 11, Session 11 (2018-12-11)	2018-12-11	Upper house	Meeting of the 35th Eerste Kamer	Session 11	Meeting 11	Sitting 2018-12-11	-	Reference	English	Chairperson	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	AnkieBroekers-Knol	Broekers-Knol, Ankie	F	1946	
ParlaMint-NL-en_2018-12-11-eerstekamer-11	ParlaMint-NL_2018-12-11-eerstekamer-11.u2	Report of the meeting of the Dutch Upper House, Meeting 11, Session 11 (2018-12-11)	2018-12-11	Upper house	Meeting of the 35th Eerste Kamer	Session 11	Meeting 11	Sitting 2018-12-11	-	Reference	English	Chairperson	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	AnkieBroekers-Knol	Broekers-Knol, Ankie	F	1946	
ParlaMint-NL-en_2018-12-11-eerstekamer-11	ParlaMint-NL_2018-12-11-eerstekamer-11.u3	Report of the meeting of the Dutch Upper House, Meeting 11, Session 11 (2018-12-11)	2018-12-11	Upper house	Meeting of the 35th Eerste Kamer	Session 11	Meeting 11	Sitting 2018-12-11	-	Reference	English	Regular	notMP	notMinister	PvdD	Partij voor de Dieren	Opposition	Left	NikoKoffeman	Koffeman, Niko	M	1958	
ParlaMint-NL-en_2018-12-11-eerstekamer-11	ParlaMint-NL_2018-12-11-eerstekamer-11.u4	Report of the meeting of the Dutch Upper House, Meeting 11, Session 11 (2018-12-11)	2018-12-11	Upper house	Meeting of the 35th Eerste Kamer	Session 11	Meeting 11	Sitting 2018-12-11	-	Reference	English	Chairperson	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	AnkieBroekers-Knol	Broekers-Knol, Ankie	F	1946	
ParlaMint-NL-en_2018-12-11-eerstekamer-11	ParlaMint-NL_2018-12-11-eerstekamer-11.u5	Report of the meeting of the Dutch Upper House, Meeting 11, Session 11 (2018-12-11)	2018-12-11	Upper house	Meeting of the 35th Eerste Kamer	Session 11	Meeting 11	Sitting 2018-12-11	-	Reference	English	Regular	MP	notMinister	SP	Socialistische Partij	Opposition	Left	GeertReuten	Reuten, Geert	M	1946	
ParlaMint-NL-en_2018-12-11-eerstekamer-11	ParlaMint-NL_2018-12-11-eerstekamer-11.u6	Report of the meeting of the Dutch Upper House, Meeting 11, Session 11 (2018-12-11)	2018-12-11	Upper house	Meeting of the 35th Eerste Kamer	Session 11	Meeting 11	Sitting 2018-12-11	-	Reference	English	Chairperson	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	AnkieBroekers-Knol	Broekers-Knol, Ankie	F	1946	
ParlaMint-NL-en_2018-12-11-eerstekamer-11	ParlaMint-NL_2018-12-11-eerstekamer-11.u7	Report of the meeting of the Dutch Upper House, Meeting 11, Session 11 (2018-12-11)	2018-12-11	Upper house	Meeting of the 35th Eerste Kamer	Session 11	Meeting 11	Sitting 2018-12-11	-	Reference	English	Regular	notMP	notMinister	GL	GroenLinks	Opposition	Centre-left to left	HarmenBinnema	Binnema, Harmen	M	1979	
ParlaMint-NL-en_2018-12-11-eerstekamer-11	ParlaMint-NL_2018-12-11-eerstekamer-11.u8	Report of the meeting of the Dutch Upper House, Meeting 11, Session 11 (2018-12-11)	2018-12-11	Upper house	Meeting of the 35th Eerste Kamer	Session 11	Meeting 11	Sitting 2018-12-11	-	Reference	English	Chairperson	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	AnkieBroekers-Knol	Broekers-Knol, Ankie	F	1946	
ParlaMint-NL-en_2018-12-11-eerstekamer-11	ParlaMint-NL_2018-12-11-eerstekamer-11.u9	Report of the meeting of the Dutch Upper House, Meeting 11, Session 11 (2018-12-11)	2018-12-11	Upper house	Meeting of the 35th Eerste Kamer	Session 11	Meeting 11	Sitting 2018-12-11	-	Reference	English	Chairperson	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	AnkieBroekers-Knol	Broekers-Knol, Ankie	F	1946	
