Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2018-06-19-tweedekamer-42	ParlaMint-NL_2018-06-19-tweedekamer-42.u1	Report of the meeting of the Dutch Lower House, Meeting 95, Session 42 (2018-06-19)	2018-06-19	Lower house	Meeting of the 29th Tweede Kamer	Session 42	Meeting 95	Sitting 2018-06-19	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-06-19-tweedekamer-42	ParlaMint-NL_2018-06-19-tweedekamer-42.u2	Report of the meeting of the Dutch Lower House, Meeting 95, Session 42 (2018-06-19)	2018-06-19	Lower house	Meeting of the 29th Tweede Kamer	Session 42	Meeting 95	Sitting 2018-06-19	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-06-19-tweedekamer-42	ParlaMint-NL_2018-06-19-tweedekamer-42.u3	Report of the meeting of the Dutch Lower House, Meeting 95, Session 42 (2018-06-19)	2018-06-19	Lower house	Meeting of the 29th Tweede Kamer	Session 42	Meeting 95	Sitting 2018-06-19	-	Reference	English	Regular	notMP	notMinister	GL	GroenLinks	Opposition	Centre-left to left	PaulSmeulders	Smeulders, Paul	M	1987	
ParlaMint-NL-en_2018-06-19-tweedekamer-42	ParlaMint-NL_2018-06-19-tweedekamer-42.u4	Report of the meeting of the Dutch Lower House, Meeting 95, Session 42 (2018-06-19)	2018-06-19	Lower house	Meeting of the 29th Tweede Kamer	Session 42	Meeting 95	Sitting 2018-06-19	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-06-19-tweedekamer-42	ParlaMint-NL_2018-06-19-tweedekamer-42.u5	Report of the meeting of the Dutch Lower House, Meeting 95, Session 42 (2018-06-19)	2018-06-19	Lower house	Meeting of the 29th Tweede Kamer	Session 42	Meeting 95	Sitting 2018-06-19	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-06-19-tweedekamer-42	ParlaMint-NL_2018-06-19-tweedekamer-42.u6	Report of the meeting of the Dutch Lower House, Meeting 95, Session 42 (2018-06-19)	2018-06-19	Lower house	Meeting of the 29th Tweede Kamer	Session 42	Meeting 95	Sitting 2018-06-19	-	Reference	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	RonaldvanRaak	van Raak, Ronald	M	1969	
ParlaMint-NL-en_2018-06-19-tweedekamer-42	ParlaMint-NL_2018-06-19-tweedekamer-42.u7	Report of the meeting of the Dutch Lower House, Meeting 95, Session 42 (2018-06-19)	2018-06-19	Lower house	Meeting of the 29th Tweede Kamer	Session 42	Meeting 95	Sitting 2018-06-19	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-06-19-tweedekamer-42	ParlaMint-NL_2018-06-19-tweedekamer-42.u8	Report of the meeting of the Dutch Lower House, Meeting 95, Session 42 (2018-06-19)	2018-06-19	Lower house	Meeting of the 29th Tweede Kamer	Session 42	Meeting 95	Sitting 2018-06-19	-	Reference	English	Regular	notMP	notMinister	SGP	Staatkundig Gereformeerde Partij	Opposition	Right	RoelofBisschop	Bisschop, Roelof	M	1956	
ParlaMint-NL-en_2018-06-19-tweedekamer-42	ParlaMint-NL_2018-06-19-tweedekamer-42.u9	Report of the meeting of the Dutch Lower House, Meeting 95, Session 42 (2018-06-19)	2018-06-19	Lower house	Meeting of the 29th Tweede Kamer	Session 42	Meeting 95	Sitting 2018-06-19	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-06-19-tweedekamer-42	ParlaMint-NL_2018-06-19-tweedekamer-42.u10	Report of the meeting of the Dutch Lower House, Meeting 95, Session 42 (2018-06-19)	2018-06-19	Lower house	Meeting of the 29th Tweede Kamer	Session 42	Meeting 95	Sitting 2018-06-19	-	Reference	English	Regular	notMP	notMinister	CDA	Christen-Democratisch Appèl	Coalition	Centre to centre-right	HarryvanderMolen	van der Molen, Harry	M	1980	
ParlaMint-NL-en_2018-06-19-tweedekamer-42	ParlaMint-NL_2018-06-19-tweedekamer-42.u11	Report of the meeting of the Dutch Lower House, Meeting 95, Session 42 (2018-06-19)	2018-06-19	Lower house	Meeting of the 29th Tweede Kamer	Session 42	Meeting 95	Sitting 2018-06-19	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-06-19-tweedekamer-42	ParlaMint-NL_2018-06-19-tweedekamer-42.u12	Report of the meeting of the Dutch Lower House, Meeting 95, Session 42 (2018-06-19)	2018-06-19	Lower house	Meeting of the 29th Tweede Kamer	Session 42	Meeting 95	Sitting 2018-06-19	-	Reference	English	Regular	MP	notMinister	D66	Democraten 66	Coalition	Centre	JessicavanEijs	van Eijs, Jessica	F	1981	
ParlaMint-NL-en_2018-06-19-tweedekamer-42	ParlaMint-NL_2018-06-19-tweedekamer-42.u13	Report of the meeting of the Dutch Lower House, Meeting 95, Session 42 (2018-06-19)	2018-06-19	Lower house	Meeting of the 29th Tweede Kamer	Session 42	Meeting 95	Sitting 2018-06-19	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-06-19-tweedekamer-42	ParlaMint-NL_2018-06-19-tweedekamer-42.u14	Report of the meeting of the Dutch Lower House, Meeting 95, Session 42 (2018-06-19)	2018-06-19	Lower house	Meeting of the 29th Tweede Kamer	Session 42	Meeting 95	Sitting 2018-06-19	-	Reference	English	Regular	notMP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	AlbertvandenBosch	van den Bosch, Albert	M	1955	
ParlaMint-NL-en_2018-06-19-tweedekamer-42	ParlaMint-NL_2018-06-19-tweedekamer-42.u15	Report of the meeting of the Dutch Lower House, Meeting 95, Session 42 (2018-06-19)	2018-06-19	Lower house	Meeting of the 29th Tweede Kamer	Session 42	Meeting 95	Sitting 2018-06-19	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-06-19-tweedekamer-42	ParlaMint-NL_2018-06-19-tweedekamer-42.u16	Report of the meeting of the Dutch Lower House, Meeting 95, Session 42 (2018-06-19)	2018-06-19	Lower house	Meeting of the 29th Tweede Kamer	Session 42	Meeting 95	Sitting 2018-06-19	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
