Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2018-06-21-tweedekamer-9	ParlaMint-NL_2018-06-21-tweedekamer-9.u1	Report of the meeting of the Dutch Lower House, Meeting 97, Session 9 (2018-06-21)	2018-06-21	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 97	Sitting 2018-06-21	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-06-21-tweedekamer-9	ParlaMint-NL_2018-06-21-tweedekamer-9.u2	Report of the meeting of the Dutch Lower House, Meeting 97, Session 9 (2018-06-21)	2018-06-21	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 97	Sitting 2018-06-21	-	Reference	English	Regular	MP	notMinister	PVV	Partij voor de Vrijheid	Opposition	Right to far-right	VickyMaeijer	Maeijer, Vicky	F	1986	
ParlaMint-NL-en_2018-06-21-tweedekamer-9	ParlaMint-NL_2018-06-21-tweedekamer-9.u3	Report of the meeting of the Dutch Lower House, Meeting 97, Session 9 (2018-06-21)	2018-06-21	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 97	Sitting 2018-06-21	-	Reference	English	Regular	MP	notMinister	50PLUS	50PLUS	Opposition	Centre	MartinvanRooijen	van Rooijen, Martin	M	1942	
ParlaMint-NL-en_2018-06-21-tweedekamer-9	ParlaMint-NL_2018-06-21-tweedekamer-9.u4	Report of the meeting of the Dutch Lower House, Meeting 97, Session 9 (2018-06-21)	2018-06-21	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 97	Sitting 2018-06-21	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-06-21-tweedekamer-9	ParlaMint-NL_2018-06-21-tweedekamer-9.u5	Report of the meeting of the Dutch Lower House, Meeting 97, Session 9 (2018-06-21)	2018-06-21	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 97	Sitting 2018-06-21	-	Reference	English	Regular	MP	notMinister	CDA	Christen-Democratisch Appèl	Coalition	Centre to centre-right	MartijnvanHelvert	van Helvert, Martijn	M	1978	
ParlaMint-NL-en_2018-06-21-tweedekamer-9	ParlaMint-NL_2018-06-21-tweedekamer-9.u6	Report of the meeting of the Dutch Lower House, Meeting 97, Session 9 (2018-06-21)	2018-06-21	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 97	Sitting 2018-06-21	-	Reference	English	Regular	MP	notMinister	GL	GroenLinks	Opposition	Centre-left to left	BramvanOjik	van Ojik, Bram	M	1954	
ParlaMint-NL-en_2018-06-21-tweedekamer-9	ParlaMint-NL_2018-06-21-tweedekamer-9.u7	Report of the meeting of the Dutch Lower House, Meeting 97, Session 9 (2018-06-21)	2018-06-21	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 97	Sitting 2018-06-21	-	Reference	English	Regular	MP	notMinister	CDA	Christen-Democratisch Appèl	Coalition	Centre to centre-right	MartijnvanHelvert	van Helvert, Martijn	M	1978	
ParlaMint-NL-en_2018-06-21-tweedekamer-9	ParlaMint-NL_2018-06-21-tweedekamer-9.u8	Report of the meeting of the Dutch Lower House, Meeting 97, Session 9 (2018-06-21)	2018-06-21	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 97	Sitting 2018-06-21	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-06-21-tweedekamer-9	ParlaMint-NL_2018-06-21-tweedekamer-9.u9	Report of the meeting of the Dutch Lower House, Meeting 97, Session 9 (2018-06-21)	2018-06-21	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 97	Sitting 2018-06-21	-	Reference	English	Regular	MP	notMinister	CDA	Christen-Democratisch Appèl	Coalition	Centre to centre-right	MartijnvanHelvert	van Helvert, Martijn	M	1978	
ParlaMint-NL-en_2018-06-21-tweedekamer-9	ParlaMint-NL_2018-06-21-tweedekamer-9.u10	Report of the meeting of the Dutch Lower House, Meeting 97, Session 9 (2018-06-21)	2018-06-21	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 97	Sitting 2018-06-21	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-06-21-tweedekamer-9	ParlaMint-NL_2018-06-21-tweedekamer-9.u11	Report of the meeting of the Dutch Lower House, Meeting 97, Session 9 (2018-06-21)	2018-06-21	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 97	Sitting 2018-06-21	-	Reference	English	Regular	MP	notMinister	CU	ChristenUnie	Coalition	Centre-right	StienekevanderGraaf	van der Graaf, Stieneke	F	1984	
ParlaMint-NL-en_2018-06-21-tweedekamer-9	ParlaMint-NL_2018-06-21-tweedekamer-9.u12	Report of the meeting of the Dutch Lower House, Meeting 97, Session 9 (2018-06-21)	2018-06-21	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 97	Sitting 2018-06-21	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-06-21-tweedekamer-9	ParlaMint-NL_2018-06-21-tweedekamer-9.u13	Report of the meeting of the Dutch Lower House, Meeting 97, Session 9 (2018-06-21)	2018-06-21	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 97	Sitting 2018-06-21	-	Reference	English	Regular	notMP	Minister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	StefBlok	Blok, Stef	M	1964	
ParlaMint-NL-en_2018-06-21-tweedekamer-9	ParlaMint-NL_2018-06-21-tweedekamer-9.u14	Report of the meeting of the Dutch Lower House, Meeting 97, Session 9 (2018-06-21)	2018-06-21	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 97	Sitting 2018-06-21	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-06-21-tweedekamer-9	ParlaMint-NL_2018-06-21-tweedekamer-9.u15	Report of the meeting of the Dutch Lower House, Meeting 97, Session 9 (2018-06-21)	2018-06-21	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 97	Sitting 2018-06-21	-	Reference	English	Regular	MP	notMinister	GL	GroenLinks	Opposition	Centre-left to left	BramvanOjik	van Ojik, Bram	M	1954	
ParlaMint-NL-en_2018-06-21-tweedekamer-9	ParlaMint-NL_2018-06-21-tweedekamer-9.u16	Report of the meeting of the Dutch Lower House, Meeting 97, Session 9 (2018-06-21)	2018-06-21	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 97	Sitting 2018-06-21	-	Reference	English	Regular	notMP	Minister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	StefBlok	Blok, Stef	M	1964	
ParlaMint-NL-en_2018-06-21-tweedekamer-9	ParlaMint-NL_2018-06-21-tweedekamer-9.u17	Report of the meeting of the Dutch Lower House, Meeting 97, Session 9 (2018-06-21)	2018-06-21	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 97	Sitting 2018-06-21	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-06-21-tweedekamer-9	ParlaMint-NL_2018-06-21-tweedekamer-9.u18	Report of the meeting of the Dutch Lower House, Meeting 97, Session 9 (2018-06-21)	2018-06-21	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 97	Sitting 2018-06-21	-	Reference	English	Regular	notMP	Minister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	StefBlok	Blok, Stef	M	1964	
ParlaMint-NL-en_2018-06-21-tweedekamer-9	ParlaMint-NL_2018-06-21-tweedekamer-9.u19	Report of the meeting of the Dutch Lower House, Meeting 97, Session 9 (2018-06-21)	2018-06-21	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 97	Sitting 2018-06-21	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2018-06-21-tweedekamer-9	ParlaMint-NL_2018-06-21-tweedekamer-9.u20	Report of the meeting of the Dutch Lower House, Meeting 97, Session 9 (2018-06-21)	2018-06-21	Lower house	Meeting of the 29th Tweede Kamer	Session 9	Meeting 97	Sitting 2018-06-21	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
