Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-IS-en_2017-12-30-13	ParlaMint-IS_2017-12-30-13.u1	Speeches in the national parliament of Iceland, 23. term, regular meeting 148-13, 30.12.2017.	2017-12-30	Unicameralism	23. kjörtímabil	148. löggjafarþing	Hefðbundinn	-	-	Reference	English	Chairperson	MP	notMinister	Vg	Vinstrihreyfingin - grænt framboð	Coalition	Centre-left to left	SteingrimurSigfusson	Sigfússon, Steingrímur J.	M	1955	
ParlaMint-IS-en_2017-12-30-13	ParlaMint-IS_2017-12-30-13.u2	Speeches in the national parliament of Iceland, 23. term, regular meeting 148-13, 30.12.2017.	2017-12-30	Unicameralism	23. kjörtímabil	148. löggjafarþing	Hefðbundinn	-	-	Reference	English	Chairperson	MP	notMinister	Vg	Vinstrihreyfingin - grænt framboð	Coalition	Centre-left to left	SteingrimurSigfusson	Sigfússon, Steingrímur J.	M	1955	
ParlaMint-IS-en_2017-12-30-13	ParlaMint-IS_2017-12-30-13.u3	Speeches in the national parliament of Iceland, 23. term, regular meeting 148-13, 30.12.2017.	2017-12-30	Unicameralism	23. kjörtímabil	148. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	Minister	Vg	Vinstrihreyfingin - grænt framboð	Coalition	Centre-left to left	KatrinJakobsdottir	Jakobsdóttir, Katrín	F	1976	
ParlaMint-IS-en_2017-12-30-13	ParlaMint-IS_2017-12-30-13.u4	Speeches in the national parliament of Iceland, 23. term, regular meeting 148-13, 30.12.2017.	2017-12-30	Unicameralism	23. kjörtímabil	148. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	Minister	S	Sjálfstæðisflokkur	Coalition	Centre to centre-right	SigridurAndersen	Andersen, Sigríður Á.	F	1971	
ParlaMint-IS-en_2017-12-30-13	ParlaMint-IS_2017-12-30-13.u5	Speeches in the national parliament of Iceland, 23. term, regular meeting 148-13, 30.12.2017.	2017-12-30	Unicameralism	23. kjörtímabil	148. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	P	Píratar	-	Pirate Party	THorhildurAEvarsdottir	Ævarsdóttir, Þórhildur Sunna	F	1987	
ParlaMint-IS-en_2017-12-30-13	ParlaMint-IS_2017-12-30-13.u6	Speeches in the national parliament of Iceland, 23. term, regular meeting 148-13, 30.12.2017.	2017-12-30	Unicameralism	23. kjörtímabil	148. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	notMinister	S	Sjálfstæðisflokkur	Coalition	Centre to centre-right	AslaugSigurbjornsdottir	Sigurbjörnsdóttir, Áslaug Arna	F	1990	
ParlaMint-IS-en_2017-12-30-13	ParlaMint-IS_2017-12-30-13.u7	Speeches in the national parliament of Iceland, 23. term, regular meeting 148-13, 30.12.2017.	2017-12-30	Unicameralism	23. kjörtímabil	148. löggjafarþing	Hefðbundinn	-	-	Reference	English	Chairperson	MP	notMinister	Vg	Vinstrihreyfingin - grænt framboð	Coalition	Centre-left to left	SteingrimurSigfusson	Sigfússon, Steingrímur J.	M	1955	
ParlaMint-IS-en_2017-12-30-13	ParlaMint-IS_2017-12-30-13.u8	Speeches in the national parliament of Iceland, 23. term, regular meeting 148-13, 30.12.2017.	2017-12-30	Unicameralism	23. kjörtímabil	148. löggjafarþing	Hefðbundinn	-	-	Reference	English	Regular	MP	Minister	Vg	Vinstrihreyfingin - grænt framboð	Coalition	Centre-left to left	KatrinJakobsdottir	Jakobsdóttir, Katrín	F	1976	
