Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-SI-en_2002-04-17-SDZ3-Izredna-16	ParlaMint-SI_2002-04-17-SDZ3-Izredna-16.ana.u1	Minutes of the National Assembly of the Republic of Slovenia, Term 3, Extraordinary Session 16, (17. 04. 2002)	2002-04-17	Lower house	3. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	SDS	Social Democratic Union of Slovenia	-	Right	BrejcMihael	Brejc, Mihael	M	1947	
ParlaMint-SI-en_2002-04-17-SDZ3-Izredna-16	ParlaMint-SI_2002-04-17-SDZ3-Izredna-16.ana.u2	Minutes of the National Assembly of the Republic of Slovenia, Term 3, Extraordinary Session 16, (17. 04. 2002)	2002-04-17	Lower house	3. mandat	-	Izredna	-	-	Reference	English	Regular	MP	notMinister	ZLSD	United List of Social Democrats	Coalition	Centre-left	BohincRado	Bohinc, Rado	M	1949	
ParlaMint-SI-en_2002-04-17-SDZ3-Izredna-16	ParlaMint-SI_2002-04-17-SDZ3-Izredna-16.ana.u3	Minutes of the National Assembly of the Republic of Slovenia, Term 3, Extraordinary Session 16, (17. 04. 2002)	2002-04-17	Lower house	3. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	SDS	Social Democratic Union of Slovenia	-	Right	BrejcMihael	Brejc, Mihael	M	1947	
ParlaMint-SI-en_2002-04-17-SDZ3-Izredna-16	ParlaMint-SI_2002-04-17-SDZ3-Izredna-16.ana.u4	Minutes of the National Assembly of the Republic of Slovenia, Term 3, Extraordinary Session 16, (17. 04. 2002)	2002-04-17	Lower house	3. mandat	-	Izredna	-	-	Reference	English	Regular	MP	notMinister	LDS	Liberal Democracy of Slovenia	Coalition	Centre to centre-left	LavrincMaksimiljan	Lavrinc, Maksimiljan	M	1948	
ParlaMint-SI-en_2002-04-17-SDZ3-Izredna-16	ParlaMint-SI_2002-04-17-SDZ3-Izredna-16.ana.u5	Minutes of the National Assembly of the Republic of Slovenia, Term 3, Extraordinary Session 16, (17. 04. 2002)	2002-04-17	Lower house	3. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	SDS	Social Democratic Union of Slovenia	-	Right	BrejcMihael	Brejc, Mihael	M	1947	
ParlaMint-SI-en_2002-04-17-SDZ3-Izredna-16	ParlaMint-SI_2002-04-17-SDZ3-Izredna-16.ana.u6	Minutes of the National Assembly of the Republic of Slovenia, Term 3, Extraordinary Session 16, (17. 04. 2002)	2002-04-17	Lower house	3. mandat	-	Izredna	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	BitencPengovTina	Bitenc Pengov, Tina	F	-	
ParlaMint-SI-en_2002-04-17-SDZ3-Izredna-16	ParlaMint-SI_2002-04-17-SDZ3-Izredna-16.ana.u7	Minutes of the National Assembly of the Republic of Slovenia, Term 3, Extraordinary Session 16, (17. 04. 2002)	2002-04-17	Lower house	3. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	SDS	Social Democratic Union of Slovenia	-	Right	BrejcMihael	Brejc, Mihael	M	1947	
ParlaMint-SI-en_2002-04-17-SDZ3-Izredna-16	ParlaMint-SI_2002-04-17-SDZ3-Izredna-16.ana.u8	Minutes of the National Assembly of the Republic of Slovenia, Term 3, Extraordinary Session 16, (17. 04. 2002)	2002-04-17	Lower house	3. mandat	-	Izredna	-	-	Reference	English	Regular	MP	notMinister	SDS	Social Democratic Union of Slovenia	-	Right	VizjakAndrej	Vizjak, Andrej	M	1964	
ParlaMint-SI-en_2002-04-17-SDZ3-Izredna-16	ParlaMint-SI_2002-04-17-SDZ3-Izredna-16.ana.u9	Minutes of the National Assembly of the Republic of Slovenia, Term 3, Extraordinary Session 16, (17. 04. 2002)	2002-04-17	Lower house	3. mandat	-	Izredna	-	-	Reference	English	Chairperson	MP	notMinister	SDS	Social Democratic Union of Slovenia	-	Right	BrejcMihael	Brejc, Mihael	M	1947	
