Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-HR-en_2015-07-02-0	ParlaMint-HR_2015-07-02-0.u106636	Minutes of the National Assembly of the Republic of Croatia, Term 7, Session 17	2015-07-02	Unicameralism	7. mandat	-	Zasedanje 17	2015-07-15	-	Reference	English	Regular	MP	notMinister	HDSSB	Hrvatski demokratski savez Slavonije i Baranje	Opposition	Centre-right	DrmićIvan	Drmić, Ivan	M	1972	
ParlaMint-HR-en_2015-07-02-0	ParlaMint-HR_2015-07-02-0.u106637	Minutes of the National Assembly of the Republic of Croatia, Term 7, Session 17	2015-07-02	Unicameralism	7. mandat	-	Zasedanje 17	2015-07-15	-	Reference	English	Chairperson	MP	notMinister	SDP	Socijaldemokratska partija Hrvatske	Coalition	Centre-left	LekoJosip	Leko, Josip	M	1948	
ParlaMint-HR-en_2015-07-02-0	ParlaMint-HR_2015-07-02-0.u106638	Minutes of the National Assembly of the Republic of Croatia, Term 7, Session 17	2015-07-02	Unicameralism	7. mandat	-	Zasedanje 17	2015-07-15	-	Reference	English	Regular	MP	notMinister	ID	Istarski demokrati	Opposition	Centre to centre-left	KajinDamir	Kajin, Damir	M	1962	
ParlaMint-HR-en_2015-07-02-0	ParlaMint-HR_2015-07-02-0.u106639	Minutes of the National Assembly of the Republic of Croatia, Term 7, Session 17	2015-07-02	Unicameralism	7. mandat	-	Zasedanje 17	2015-07-15	-	Reference	English	Chairperson	MP	notMinister	SDP	Socijaldemokratska partija Hrvatske	Coalition	Centre-left	LekoJosip	Leko, Josip	M	1948	
ParlaMint-HR-en_2015-07-02-0	ParlaMint-HR_2015-07-02-0.u106640	Minutes of the National Assembly of the Republic of Croatia, Term 7, Session 17	2015-07-02	Unicameralism	7. mandat	-	Zasedanje 17	2015-07-15	-	Reference	English	Regular	MP	notMinister	Reformisti	Narodna stranka–Reformisti	Opposition	Centre	BaranovićPetar	Baranović, Petar	M	1969	
ParlaMint-HR-en_2015-07-02-0	ParlaMint-HR_2015-07-02-0.u106641	Minutes of the National Assembly of the Republic of Croatia, Term 7, Session 17	2015-07-02	Unicameralism	7. mandat	-	Zasedanje 17	2015-07-15	-	Reference	English	Chairperson	MP	notMinister	SDP	Socijaldemokratska partija Hrvatske	Coalition	Centre-left	LekoJosip	Leko, Josip	M	1948	
ParlaMint-HR-en_2015-07-02-0	ParlaMint-HR_2015-07-02-0.u106643	Minutes of the National Assembly of the Republic of Croatia, Term 7, Session 17	2015-07-02	Unicameralism	7. mandat	-	Zasedanje 17	2015-07-15	-	Reference	English	Regular	MP	notMinister	HDSSB	Hrvatski demokratski savez Slavonije i Baranje	Opposition	Centre-right	DrmićIvan	Drmić, Ivan	M	1972	
ParlaMint-HR-en_2015-07-02-0	ParlaMint-HR_2015-07-02-0.u106644	Minutes of the National Assembly of the Republic of Croatia, Term 7, Session 17	2015-07-02	Unicameralism	7. mandat	-	Zasedanje 17	2015-07-15	-	Reference	English	Chairperson	MP	notMinister	SDP	Socijaldemokratska partija Hrvatske	Coalition	Centre-left	LekoJosip	Leko, Josip	M	1948	
ParlaMint-HR-en_2015-07-02-0	ParlaMint-HR_2015-07-02-0.u106645	Minutes of the National Assembly of the Republic of Croatia, Term 7, Session 17	2015-07-02	Unicameralism	7. mandat	-	Zasedanje 17	2015-07-15	-	Reference	English	Regular	MP	notMinister	ID	Istarski demokrati	Opposition	Centre to centre-left	KajinDamir	Kajin, Damir	M	1962	
ParlaMint-HR-en_2015-07-02-0	ParlaMint-HR_2015-07-02-0.u106646	Minutes of the National Assembly of the Republic of Croatia, Term 7, Session 17	2015-07-02	Unicameralism	7. mandat	-	Zasedanje 17	2015-07-15	-	Reference	English	Chairperson	MP	notMinister	SDP	Socijaldemokratska partija Hrvatske	Coalition	Centre-left	LekoJosip	Leko, Josip	M	1948	
ParlaMint-HR-en_2015-07-02-0	ParlaMint-HR_2015-07-02-0.u106647	Minutes of the National Assembly of the Republic of Croatia, Term 7, Session 17	2015-07-02	Unicameralism	7. mandat	-	Zasedanje 17	2015-07-15	-	Reference	English	Regular	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ReinerŽeljko	Reiner, Željko	M	1953	
