Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-LV-en_2014-11-06-PT12-267	ParlaMint-LV_2014-11-06-PT12-267-U1	Latvian parliamentary corpus ParlaMint-LV-en, 12th Term, 2014-11-06	2014-11-06	Unicameralism	12. sasaukums	-	Regulārā	2014-11-06	-	Reference	English	Chairperson	notMP	notMinister	-	-	-	-	MūrnieceInāra	Mūrniece, Ināra	F	-	
ParlaMint-LV-en_2014-11-06-PT12-267	ParlaMint-LV_2014-11-06-PT12-267-U2	Latvian parliamentary corpus ParlaMint-LV-en, 12th Term, 2014-11-06	2014-11-06	Unicameralism	12. sasaukums	-	Regulārā	2014-11-06	-	Reference	English	Guest	MP	notMinister	SASKAŅA	SASKAŅA	Opposition	Centre-left	KlementjevsAndrejs	Klementjevs, Andrejs	M	-	
ParlaMint-LV-en_2014-11-06-PT12-267	ParlaMint-LV_2014-11-06-PT12-267-U3	Latvian parliamentary corpus ParlaMint-LV-en, 12th Term, 2014-11-06	2014-11-06	Unicameralism	12. sasaukums	-	Regulārā	2014-11-06	-	Reference	English	Chairperson	notMP	notMinister	-	-	-	-	MūrnieceInāra	Mūrniece, Ināra	F	-	
ParlaMint-LV-en_2014-11-06-PT12-267	ParlaMint-LV_2014-11-06-PT12-267-U4	Latvian parliamentary corpus ParlaMint-LV-en, 12th Term, 2014-11-06	2014-11-06	Unicameralism	12. sasaukums	-	Regulārā	2014-11-06	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	KūtrisGunārs	Kūtris, Gunārs	M	-	
ParlaMint-LV-en_2014-11-06-PT12-267	ParlaMint-LV_2014-11-06-PT12-267-U5	Latvian parliamentary corpus ParlaMint-LV-en, 12th Term, 2014-11-06	2014-11-06	Unicameralism	12. sasaukums	-	Regulārā	2014-11-06	-	Reference	English	Chairperson	notMP	notMinister	-	-	-	-	MūrnieceInāra	Mūrniece, Ināra	F	-	
