Session,Date,Left,Centre,Right
ParlaMint-HR-en_2003-12-22-0-meta.tsv,2003-12-22,0,0,6
ParlaMint-HR-en_2003-12-22-1-meta.tsv,2003-12-22,11,1,10
ParlaMint-HR-en_2003-12-23-0-meta.tsv,2003-12-23,6,0,23
ParlaMint-HR-en_2004-01-27-0-meta.tsv,2004-01-27,19,1,51
ParlaMint-HR-en_2004-01-28-0-meta.tsv,2004-01-28,24,1,31
ParlaMint-HR-en_2004-01-29-0-meta.tsv,2004-01-29,24,0,38
ParlaMint-HR-en_2004-01-30-0-meta.tsv,2004-01-30,19,0,29
ParlaMint-HR-en_2004-02-25-0-meta.tsv,2004-02-25,24,0,54
ParlaMint-HR-en_2004-02-26-0-meta.tsv,2004-02-26,17,0,29
ParlaMint-HR-en_2004-02-27-0-meta.tsv,2004-02-27,41,0,66
ParlaMint-HR-en_2004-03-03-0-meta.tsv,2004-03-03,27,1,42
ParlaMint-HR-en_2004-03-23-0-meta.tsv,2004-03-23,24,0,50
ParlaMint-HR-en_2004-03-24-0-meta.tsv,2004-03-24,11,0,15
ParlaMint-HR-en_2004-03-25-0-meta.tsv,2004-03-25,17,0,32
ParlaMint-HR-en_2004-03-26-0-meta.tsv,2004-03-26,14,0,20
ParlaMint-HR-en_2004-03-31-0-meta.tsv,2004-03-31,19,0,33
ParlaMint-HR-en_2004-04-01-0-meta.tsv,2004-04-01,15,0,21
ParlaMint-HR-en_2004-04-02-0-meta.tsv,2004-04-02,4,0,15
ParlaMint-HR-en_2004-04-21-0-meta.tsv,2004-04-21,26,0,49
ParlaMint-HR-en_2004-04-22-0-meta.tsv,2004-04-22,13,0,29
ParlaMint-HR-en_2004-04-23-0-meta.tsv,2004-04-23,5,0,13
ParlaMint-HR-en_2004-04-28-0-meta.tsv,2004-04-28,15,0,32
ParlaMint-HR-en_2004-04-29-0-meta.tsv,2004-04-29,13,1,23
ParlaMint-HR-en_2004-04-30-0-meta.tsv,2004-04-30,9,0,20
ParlaMint-HR-en_2004-05-26-0-meta.tsv,2004-05-26,30,1,56
ParlaMint-HR-en_2004-06-02-0-meta.tsv,2004-06-02,17,0,41
ParlaMint-HR-en_2004-06-03-0-meta.tsv,2004-06-03,21,0,46
ParlaMint-HR-en_2004-06-04-0-meta.tsv,2004-06-04,10,0,19
ParlaMint-HR-en_2004-06-16-0-meta.tsv,2004-06-16,11,0,24
ParlaMint-HR-en_2004-06-17-0-meta.tsv,2004-06-17,15,0,27
ParlaMint-HR-en_2004-06-18-0-meta.tsv,2004-06-18,10,0,18
ParlaMint-HR-en_2004-06-30-0-meta.tsv,2004-06-30,18,0,25
ParlaMint-HR-en_2004-07-01-0-meta.tsv,2004-07-01,21,0,38
ParlaMint-HR-en_2004-07-02-0-meta.tsv,2004-07-02,19,0,43
ParlaMint-HR-en_2004-07-07-0-meta.tsv,2004-07-07,21,1,51
ParlaMint-HR-en_2004-07-08-0-meta.tsv,2004-07-08,17,0,32
ParlaMint-HR-en_2004-07-09-0-meta.tsv,2004-07-09,10,0,23
ParlaMint-HR-en_2004-07-13-0-meta.tsv,2004-07-13,25,0,42
ParlaMint-HR-en_2004-07-14-0-meta.tsv,2004-07-14,22,0,37
ParlaMint-HR-en_2004-07-15-0-meta.tsv,2004-07-15,23,0,32
ParlaMint-HR-en_2004-07-16-0-meta.tsv,2004-07-16,0,0,2
ParlaMint-HR-en_2004-09-15-0-meta.tsv,2004-09-15,24,0,49
ParlaMint-HR-en_2004-09-16-0-meta.tsv,2004-09-16,17,0,29
ParlaMint-HR-en_2004-09-17-0-meta.tsv,2004-09-17,8,0,10
ParlaMint-HR-en_2004-09-22-0-meta.tsv,2004-09-22,16,0,28
ParlaMint-HR-en_2004-09-23-0-meta.tsv,2004-09-23,11,0,28
ParlaMint-HR-en_2004-09-24-0-meta.tsv,2004-09-24,8,0,21
ParlaMint-HR-en_2004-09-29-0-meta.tsv,2004-09-29,17,0,33
ParlaMint-HR-en_2004-09-30-0-meta.tsv,2004-09-30,14,0,31
ParlaMint-HR-en_2004-10-01-0-meta.tsv,2004-10-01,7,0,12
ParlaMint-HR-en_2004-10-05-0-meta.tsv,2004-10-05,13,0,31
ParlaMint-HR-en_2004-10-06-0-meta.tsv,2004-10-06,12,0,24
ParlaMint-HR-en_2004-10-13-0-meta.tsv,2004-10-13,27,0,31
ParlaMint-HR-en_2004-10-14-0-meta.tsv,2004-10-14,11,0,25
ParlaMint-HR-en_2004-10-15-0-meta.tsv,2004-10-15,5,0,8
ParlaMint-HR-en_2004-11-03-0-meta.tsv,2004-11-03,23,0,46
ParlaMint-HR-en_2004-11-04-0-meta.tsv,2004-11-04,10,0,42
ParlaMint-HR-en_2004-11-05-0-meta.tsv,2004-11-05,8,0,17
ParlaMint-HR-en_2004-11-10-0-meta.tsv,2004-11-10,22,1,31
ParlaMint-HR-en_2004-11-11-0-meta.tsv,2004-11-11,22,0,36
ParlaMint-HR-en_2004-11-17-0-meta.tsv,2004-11-17,16,0,27
ParlaMint-HR-en_2004-11-18-0-meta.tsv,2004-11-18,36,0,54
ParlaMint-HR-en_2004-11-19-0-meta.tsv,2004-11-19,9,0,14
ParlaMint-HR-en_2004-11-25-0-meta.tsv,2004-11-25,14,0,33
ParlaMint-HR-en_2004-11-26-0-meta.tsv,2004-11-26,6,0,34
ParlaMint-HR-en_2004-11-30-0-meta.tsv,2004-11-30,17,0,36
ParlaMint-HR-en_2004-12-01-0-meta.tsv,2004-12-01,22,1,45
ParlaMint-HR-en_2004-12-02-0-meta.tsv,2004-12-02,10,1,24
ParlaMint-HR-en_2004-12-03-0-meta.tsv,2004-12-03,11,0,26
ParlaMint-HR-en_2004-12-07-0-meta.tsv,2004-12-07,13,0,33
ParlaMint-HR-en_2004-12-08-0-meta.tsv,2004-12-08,16,1,28
ParlaMint-HR-en_2005-01-19-0-meta.tsv,2005-01-19,20,0,29
ParlaMint-HR-en_2005-01-20-0-meta.tsv,2005-01-20,9,0,9
ParlaMint-HR-en_2005-02-02-0-meta.tsv,2005-02-02,18,0,25
ParlaMint-HR-en_2005-02-03-0-meta.tsv,2005-02-03,13,0,14
ParlaMint-HR-en_2005-02-04-0-meta.tsv,2005-02-04,5,0,9
ParlaMint-HR-en_2005-02-09-0-meta.tsv,2005-02-09,17,1,29
ParlaMint-HR-en_2005-02-10-0-meta.tsv,2005-02-10,12,0,21
ParlaMint-HR-en_2005-02-11-0-meta.tsv,2005-02-11,11,0,14
ParlaMint-HR-en_2005-02-16-0-meta.tsv,2005-02-16,14,0,23
ParlaMint-HR-en_2005-02-17-0-meta.tsv,2005-02-17,15,0,30
ParlaMint-HR-en_2005-02-23-0-meta.tsv,2005-02-23,14,0,25
ParlaMint-HR-en_2005-02-24-0-meta.tsv,2005-02-24,13,0,31
ParlaMint-HR-en_2005-02-25-0-meta.tsv,2005-02-25,12,0,15
ParlaMint-HR-en_2005-03-09-0-meta.tsv,2005-03-09,19,0,48
ParlaMint-HR-en_2005-03-11-0-meta.tsv,2005-03-11,16,0,22
