Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-AT-en_2004-07-09-022-XXII-NRSITZ-00074	ParlaMint-AT_2004-07-09-022-XXII-NRSITZ-00074_d7e483	Sitting Number 74, Legislative period XXII, Friday, 9. July 2004	2004-07-09	Lower house	Legislative period XXII	-	-	Sitting 74	-	Reference	English	Chairperson	MP	notMinister	ÖVP	parliamentary group of the Austrian People's Party	-	Centre-right to right	PAD_00799	Khol, Andreas	M	1941	
ParlaMint-AT-en_2004-07-09-022-XXII-NRSITZ-00074	ParlaMint-AT_2004-07-09-022-XXII-NRSITZ-00074_d7e514	Sitting Number 74, Legislative period XXII, Friday, 9. July 2004	2004-07-09	Lower house	Legislative period XXII	-	-	Sitting 74	-	Reference	English	Chairperson	MP	notMinister	ÖVP	parliamentary group of the Austrian People's Party	-	Centre-right to right	PAD_00799	Khol, Andreas	M	1941	
ParlaMint-AT-en_2004-07-09-022-XXII-NRSITZ-00074	ParlaMint-AT_2004-07-09-022-XXII-NRSITZ-00074_d7e694	Sitting Number 74, Legislative period XXII, Friday, 9. July 2004	2004-07-09	Lower house	Legislative period XXII	-	-	Sitting 74	-	Reference	English	Chairperson	MP	notMinister	ÖVP	parliamentary group of the Austrian People's Party	-	Centre-right to right	PAD_00799	Khol, Andreas	M	1941	
ParlaMint-AT-en_2004-07-09-022-XXII-NRSITZ-00074	ParlaMint-AT_2004-07-09-022-XXII-NRSITZ-00074_d7e724	Sitting Number 74, Legislative period XXII, Friday, 9. July 2004	2004-07-09	Lower house	Legislative period XXII	-	-	Sitting 74	-	Reference	English	Chairperson	MP	notMinister	ÖVP	parliamentary group of the Austrian People's Party	-	Centre-right to right	PAD_00799	Khol, Andreas	M	1941	
ParlaMint-AT-en_2004-07-09-022-XXII-NRSITZ-00074	ParlaMint-AT_2004-07-09-022-XXII-NRSITZ-00074_d7e770	Sitting Number 74, Legislative period XXII, Friday, 9. July 2004	2004-07-09	Lower house	Legislative period XXII	-	-	Sitting 74	-	Reference	English	Chairperson	MP	notMinister	ÖVP	parliamentary group of the Austrian People's Party	-	Centre-right to right	PAD_00799	Khol, Andreas	M	1941	
