Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2019-01-29-tweedekamer-28	ParlaMint-NL_2019-01-29-tweedekamer-28.u1	Report of the meeting of the Dutch Lower House, Meeting 46, Session 28 (2019-01-29)	2019-01-29	Lower house	Meeting of the 29th Tweede Kamer	Session 28	Meeting 46	Sitting 2019-01-29	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2019-01-29-tweedekamer-28	ParlaMint-NL_2019-01-29-tweedekamer-28.u2	Report of the meeting of the Dutch Lower House, Meeting 46, Session 28 (2019-01-29)	2019-01-29	Lower house	Meeting of the 29th Tweede Kamer	Session 28	Meeting 46	Sitting 2019-01-29	-	Reference	English	Regular	MP	notMinister	CDA	Christen-Democratisch Appèl	Coalition	Centre to centre-right	MichelRog	Rog, Michel	M	1973	
ParlaMint-NL-en_2019-01-29-tweedekamer-28	ParlaMint-NL_2019-01-29-tweedekamer-28.u3	Report of the meeting of the Dutch Lower House, Meeting 46, Session 28 (2019-01-29)	2019-01-29	Lower house	Meeting of the 29th Tweede Kamer	Session 28	Meeting 46	Sitting 2019-01-29	-	Reference	English	Regular	notMP	notMinister	SGP	Staatkundig Gereformeerde Partij	Opposition	Right	RoelofBisschop	Bisschop, Roelof	M	1956	
ParlaMint-NL-en_2019-01-29-tweedekamer-28	ParlaMint-NL_2019-01-29-tweedekamer-28.u4	Report of the meeting of the Dutch Lower House, Meeting 46, Session 28 (2019-01-29)	2019-01-29	Lower house	Meeting of the 29th Tweede Kamer	Session 28	Meeting 46	Sitting 2019-01-29	-	Reference	English	Regular	notMP	notMinister	SGP	Staatkundig Gereformeerde Partij	Opposition	Right	RoelofBisschop	Bisschop, Roelof	M	1956	
ParlaMint-NL-en_2019-01-29-tweedekamer-28	ParlaMint-NL_2019-01-29-tweedekamer-28.u5	Report of the meeting of the Dutch Lower House, Meeting 46, Session 28 (2019-01-29)	2019-01-29	Lower house	Meeting of the 29th Tweede Kamer	Session 28	Meeting 46	Sitting 2019-01-29	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2019-01-29-tweedekamer-28	ParlaMint-NL_2019-01-29-tweedekamer-28.u6	Report of the meeting of the Dutch Lower House, Meeting 46, Session 28 (2019-01-29)	2019-01-29	Lower house	Meeting of the 29th Tweede Kamer	Session 28	Meeting 46	Sitting 2019-01-29	-	Reference	English	Regular	notMP	Minister	CU	ChristenUnie	Coalition	Centre-right	ArieSlob	Slob, Arie	M	1961	
ParlaMint-NL-en_2019-01-29-tweedekamer-28	ParlaMint-NL_2019-01-29-tweedekamer-28.u7	Report of the meeting of the Dutch Lower House, Meeting 46, Session 28 (2019-01-29)	2019-01-29	Lower house	Meeting of the 29th Tweede Kamer	Session 28	Meeting 46	Sitting 2019-01-29	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2019-01-29-tweedekamer-28	ParlaMint-NL_2019-01-29-tweedekamer-28.u8	Report of the meeting of the Dutch Lower House, Meeting 46, Session 28 (2019-01-29)	2019-01-29	Lower house	Meeting of the 29th Tweede Kamer	Session 28	Meeting 46	Sitting 2019-01-29	-	Reference	English	Regular	notMP	Minister	CU	ChristenUnie	Coalition	Centre-right	ArieSlob	Slob, Arie	M	1961	
ParlaMint-NL-en_2019-01-29-tweedekamer-28	ParlaMint-NL_2019-01-29-tweedekamer-28.u9	Report of the meeting of the Dutch Lower House, Meeting 46, Session 28 (2019-01-29)	2019-01-29	Lower house	Meeting of the 29th Tweede Kamer	Session 28	Meeting 46	Sitting 2019-01-29	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2019-01-29-tweedekamer-28	ParlaMint-NL_2019-01-29-tweedekamer-28.u10	Report of the meeting of the Dutch Lower House, Meeting 46, Session 28 (2019-01-29)	2019-01-29	Lower house	Meeting of the 29th Tweede Kamer	Session 28	Meeting 46	Sitting 2019-01-29	-	Reference	English	Regular	notMP	Minister	CU	ChristenUnie	Coalition	Centre-right	ArieSlob	Slob, Arie	M	1961	
ParlaMint-NL-en_2019-01-29-tweedekamer-28	ParlaMint-NL_2019-01-29-tweedekamer-28.u11	Report of the meeting of the Dutch Lower House, Meeting 46, Session 28 (2019-01-29)	2019-01-29	Lower house	Meeting of the 29th Tweede Kamer	Session 28	Meeting 46	Sitting 2019-01-29	-	Reference	English	Regular	notMP	notMinister	SGP	Staatkundig Gereformeerde Partij	Opposition	Right	RoelofBisschop	Bisschop, Roelof	M	1956	
ParlaMint-NL-en_2019-01-29-tweedekamer-28	ParlaMint-NL_2019-01-29-tweedekamer-28.u12	Report of the meeting of the Dutch Lower House, Meeting 46, Session 28 (2019-01-29)	2019-01-29	Lower house	Meeting of the 29th Tweede Kamer	Session 28	Meeting 46	Sitting 2019-01-29	-	Reference	English	Regular	notMP	Minister	CU	ChristenUnie	Coalition	Centre-right	ArieSlob	Slob, Arie	M	1961	
ParlaMint-NL-en_2019-01-29-tweedekamer-28	ParlaMint-NL_2019-01-29-tweedekamer-28.u13	Report of the meeting of the Dutch Lower House, Meeting 46, Session 28 (2019-01-29)	2019-01-29	Lower house	Meeting of the 29th Tweede Kamer	Session 28	Meeting 46	Sitting 2019-01-29	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2019-01-29-tweedekamer-28	ParlaMint-NL_2019-01-29-tweedekamer-28.u14	Report of the meeting of the Dutch Lower House, Meeting 46, Session 28 (2019-01-29)	2019-01-29	Lower house	Meeting of the 29th Tweede Kamer	Session 28	Meeting 46	Sitting 2019-01-29	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
