Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2019-04-09-tweedekamer-5	ParlaMint-NL_2019-04-09-tweedekamer-5.u1	Report of the meeting of the Dutch Lower House, Meeting 72, Session 5 (2019-04-09)	2019-04-09	Lower house	Meeting of the 29th Tweede Kamer	Session 5	Meeting 72	Sitting 2019-04-09	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2019-04-09-tweedekamer-5	ParlaMint-NL_2019-04-09-tweedekamer-5.u12	Report of the meeting of the Dutch Lower House, Meeting 72, Session 5 (2019-04-09)	2019-04-09	Lower house	Meeting of the 29th Tweede Kamer	Session 5	Meeting 72	Sitting 2019-04-09	-	Reference	English	Regular	notMP	notMinister	GL	GroenLinks	Opposition	Centre-left to left	PaulSmeulders	Smeulders, Paul	M	1987	
ParlaMint-NL-en_2019-04-09-tweedekamer-5	ParlaMint-NL_2019-04-09-tweedekamer-5.u13	Report of the meeting of the Dutch Lower House, Meeting 72, Session 5 (2019-04-09)	2019-04-09	Lower house	Meeting of the 29th Tweede Kamer	Session 5	Meeting 72	Sitting 2019-04-09	-	Reference	English	Regular	notMP	Minister	CDA	Christen-Democratisch Appèl	Coalition	Centre to centre-right	FerdGrapperhaus	Grapperhaus, Ferd	M	1959	
ParlaMint-NL-en_2019-04-09-tweedekamer-5	ParlaMint-NL_2019-04-09-tweedekamer-5.u14	Report of the meeting of the Dutch Lower House, Meeting 72, Session 5 (2019-04-09)	2019-04-09	Lower house	Meeting of the 29th Tweede Kamer	Session 5	Meeting 72	Sitting 2019-04-09	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2019-04-09-tweedekamer-5	ParlaMint-NL_2019-04-09-tweedekamer-5.u15	Report of the meeting of the Dutch Lower House, Meeting 72, Session 5 (2019-04-09)	2019-04-09	Lower house	Meeting of the 29th Tweede Kamer	Session 5	Meeting 72	Sitting 2019-04-09	-	Reference	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	SandraBeckerman	Beckerman, Sandra	F	1983	
ParlaMint-NL-en_2019-04-09-tweedekamer-5	ParlaMint-NL_2019-04-09-tweedekamer-5.u16	Report of the meeting of the Dutch Lower House, Meeting 72, Session 5 (2019-04-09)	2019-04-09	Lower house	Meeting of the 29th Tweede Kamer	Session 5	Meeting 72	Sitting 2019-04-09	-	Reference	English	Regular	notMP	Minister	CDA	Christen-Democratisch Appèl	Coalition	Centre to centre-right	FerdGrapperhaus	Grapperhaus, Ferd	M	1959	
ParlaMint-NL-en_2019-04-09-tweedekamer-5	ParlaMint-NL_2019-04-09-tweedekamer-5.u17	Report of the meeting of the Dutch Lower House, Meeting 72, Session 5 (2019-04-09)	2019-04-09	Lower house	Meeting of the 29th Tweede Kamer	Session 5	Meeting 72	Sitting 2019-04-09	-	Reference	English	Regular	notMP	notMinister	PVV	Partij voor de Vrijheid	Opposition	Right to far-right	AlexanderKops	Kops, Alexander	M	1984	
ParlaMint-NL-en_2019-04-09-tweedekamer-5	ParlaMint-NL_2019-04-09-tweedekamer-5.u18	Report of the meeting of the Dutch Lower House, Meeting 72, Session 5 (2019-04-09)	2019-04-09	Lower house	Meeting of the 29th Tweede Kamer	Session 5	Meeting 72	Sitting 2019-04-09	-	Reference	English	Regular	notMP	Minister	CDA	Christen-Democratisch Appèl	Coalition	Centre to centre-right	FerdGrapperhaus	Grapperhaus, Ferd	M	1959	
ParlaMint-NL-en_2019-04-09-tweedekamer-5	ParlaMint-NL_2019-04-09-tweedekamer-5.u19	Report of the meeting of the Dutch Lower House, Meeting 72, Session 5 (2019-04-09)	2019-04-09	Lower house	Meeting of the 29th Tweede Kamer	Session 5	Meeting 72	Sitting 2019-04-09	-	Reference	English	Regular	notMP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	DanielKoerhuis	Koerhuis, Daniel	M	1981	
ParlaMint-NL-en_2019-04-09-tweedekamer-5	ParlaMint-NL_2019-04-09-tweedekamer-5.u20	Report of the meeting of the Dutch Lower House, Meeting 72, Session 5 (2019-04-09)	2019-04-09	Lower house	Meeting of the 29th Tweede Kamer	Session 5	Meeting 72	Sitting 2019-04-09	-	Reference	English	Regular	notMP	Minister	CDA	Christen-Democratisch Appèl	Coalition	Centre to centre-right	FerdGrapperhaus	Grapperhaus, Ferd	M	1959	
ParlaMint-NL-en_2019-04-09-tweedekamer-5	ParlaMint-NL_2019-04-09-tweedekamer-5.u21	Report of the meeting of the Dutch Lower House, Meeting 72, Session 5 (2019-04-09)	2019-04-09	Lower house	Meeting of the 29th Tweede Kamer	Session 5	Meeting 72	Sitting 2019-04-09	-	Reference	English	Regular	notMP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	HenkNijboer	Nijboer, Henk	M	1983	
ParlaMint-NL-en_2019-04-09-tweedekamer-5	ParlaMint-NL_2019-04-09-tweedekamer-5.u22	Report of the meeting of the Dutch Lower House, Meeting 72, Session 5 (2019-04-09)	2019-04-09	Lower house	Meeting of the 29th Tweede Kamer	Session 5	Meeting 72	Sitting 2019-04-09	-	Reference	English	Regular	notMP	Minister	CDA	Christen-Democratisch Appèl	Coalition	Centre to centre-right	FerdGrapperhaus	Grapperhaus, Ferd	M	1959	
ParlaMint-NL-en_2019-04-09-tweedekamer-5	ParlaMint-NL_2019-04-09-tweedekamer-5.u23	Report of the meeting of the Dutch Lower House, Meeting 72, Session 5 (2019-04-09)	2019-04-09	Lower house	Meeting of the 29th Tweede Kamer	Session 5	Meeting 72	Sitting 2019-04-09	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
