Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2019-06-27-tweedekamer-8	ParlaMint-NL_2019-06-27-tweedekamer-8.u1	Report of the meeting of the Dutch Lower House, Meeting 99, Session 8 (2019-06-27)	2019-06-27	Lower house	Meeting of the 29th Tweede Kamer	Session 8	Meeting 99	Sitting 2019-06-27	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2019-06-27-tweedekamer-8	ParlaMint-NL_2019-06-27-tweedekamer-8.u2	Report of the meeting of the Dutch Lower House, Meeting 99, Session 8 (2019-06-27)	2019-06-27	Lower house	Meeting of the 29th Tweede Kamer	Session 8	Meeting 99	Sitting 2019-06-27	-	Reference	English	Regular	notMP	notMinister	CDA	Christen-Democratisch Appèl	Coalition	Centre to centre-right	HarryvanderMolen	van der Molen, Harry	M	1980	
ParlaMint-NL-en_2019-06-27-tweedekamer-8	ParlaMint-NL_2019-06-27-tweedekamer-8.u3	Report of the meeting of the Dutch Lower House, Meeting 99, Session 8 (2019-06-27)	2019-06-27	Lower house	Meeting of the 29th Tweede Kamer	Session 8	Meeting 99	Sitting 2019-06-27	-	Reference	English	Regular	notMP	notMinister	CDA	Christen-Democratisch Appèl	Coalition	Centre to centre-right	HarryvanderMolen	van der Molen, Harry	M	1980	
ParlaMint-NL-en_2019-06-27-tweedekamer-8	ParlaMint-NL_2019-06-27-tweedekamer-8.u4	Report of the meeting of the Dutch Lower House, Meeting 99, Session 8 (2019-06-27)	2019-06-27	Lower house	Meeting of the 29th Tweede Kamer	Session 8	Meeting 99	Sitting 2019-06-27	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2019-06-27-tweedekamer-8	ParlaMint-NL_2019-06-27-tweedekamer-8.u5	Report of the meeting of the Dutch Lower House, Meeting 99, Session 8 (2019-06-27)	2019-06-27	Lower house	Meeting of the 29th Tweede Kamer	Session 8	Meeting 99	Sitting 2019-06-27	-	Reference	English	Regular	notMP	notMinister	SGP	Staatkundig Gereformeerde Partij	Opposition	Right	RoelofBisschop	Bisschop, Roelof	M	1956	
ParlaMint-NL-en_2019-06-27-tweedekamer-8	ParlaMint-NL_2019-06-27-tweedekamer-8.u6	Report of the meeting of the Dutch Lower House, Meeting 99, Session 8 (2019-06-27)	2019-06-27	Lower house	Meeting of the 29th Tweede Kamer	Session 8	Meeting 99	Sitting 2019-06-27	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2019-06-27-tweedekamer-8	ParlaMint-NL_2019-06-27-tweedekamer-8.u7	Report of the meeting of the Dutch Lower House, Meeting 99, Session 8 (2019-06-27)	2019-06-27	Lower house	Meeting of the 29th Tweede Kamer	Session 8	Meeting 99	Sitting 2019-06-27	-	Reference	English	Regular	notMP	notMinister	SGP	Staatkundig Gereformeerde Partij	Opposition	Right	RoelofBisschop	Bisschop, Roelof	M	1956	
ParlaMint-NL-en_2019-06-27-tweedekamer-8	ParlaMint-NL_2019-06-27-tweedekamer-8.u8	Report of the meeting of the Dutch Lower House, Meeting 99, Session 8 (2019-06-27)	2019-06-27	Lower house	Meeting of the 29th Tweede Kamer	Session 8	Meeting 99	Sitting 2019-06-27	-	Reference	English	Regular	notMP	notMinister	CDA	Christen-Democratisch Appèl	Coalition	Centre to centre-right	HarryvanderMolen	van der Molen, Harry	M	1980	
ParlaMint-NL-en_2019-06-27-tweedekamer-8	ParlaMint-NL_2019-06-27-tweedekamer-8.u9	Report of the meeting of the Dutch Lower House, Meeting 99, Session 8 (2019-06-27)	2019-06-27	Lower house	Meeting of the 29th Tweede Kamer	Session 8	Meeting 99	Sitting 2019-06-27	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2019-06-27-tweedekamer-8	ParlaMint-NL_2019-06-27-tweedekamer-8.u10	Report of the meeting of the Dutch Lower House, Meeting 99, Session 8 (2019-06-27)	2019-06-27	Lower house	Meeting of the 29th Tweede Kamer	Session 8	Meeting 99	Sitting 2019-06-27	-	Reference	English	Regular	notMP	notMinister	SGP	Staatkundig Gereformeerde Partij	Opposition	Right	RoelofBisschop	Bisschop, Roelof	M	1956	
ParlaMint-NL-en_2019-06-27-tweedekamer-8	ParlaMint-NL_2019-06-27-tweedekamer-8.u11	Report of the meeting of the Dutch Lower House, Meeting 99, Session 8 (2019-06-27)	2019-06-27	Lower house	Meeting of the 29th Tweede Kamer	Session 8	Meeting 99	Sitting 2019-06-27	-	Reference	English	Regular	notMP	notMinister	CDA	Christen-Democratisch Appèl	Coalition	Centre to centre-right	HarryvanderMolen	van der Molen, Harry	M	1980	
