Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2019-09-24-tweedekamer-6	ParlaMint-NL_2019-09-24-tweedekamer-6.u1	Report of the meeting of the Dutch Lower House, Meeting 4, Session 6 (2019-09-24)	2019-09-24	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 4	Sitting 2019-09-24	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2019-09-24-tweedekamer-6	ParlaMint-NL_2019-09-24-tweedekamer-6.u2	Report of the meeting of the Dutch Lower House, Meeting 4, Session 6 (2019-09-24)	2019-09-24	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 4	Sitting 2019-09-24	-	Reference	English	Regular	notMP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	RudmerHeerema	Heerema, Rudmer	M	1978	
ParlaMint-NL-en_2019-09-24-tweedekamer-6	ParlaMint-NL_2019-09-24-tweedekamer-6.u3	Report of the meeting of the Dutch Lower House, Meeting 4, Session 6 (2019-09-24)	2019-09-24	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 4	Sitting 2019-09-24	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2019-09-24-tweedekamer-6	ParlaMint-NL_2019-09-24-tweedekamer-6.u4	Report of the meeting of the Dutch Lower House, Meeting 4, Session 6 (2019-09-24)	2019-09-24	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 4	Sitting 2019-09-24	-	Reference	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	PeterKwint	Kwint, Peter	M	1984	
ParlaMint-NL-en_2019-09-24-tweedekamer-6	ParlaMint-NL_2019-09-24-tweedekamer-6.u5	Report of the meeting of the Dutch Lower House, Meeting 4, Session 6 (2019-09-24)	2019-09-24	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 4	Sitting 2019-09-24	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2019-09-24-tweedekamer-6	ParlaMint-NL_2019-09-24-tweedekamer-6.u6	Report of the meeting of the Dutch Lower House, Meeting 4, Session 6 (2019-09-24)	2019-09-24	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 4	Sitting 2019-09-24	-	Reference	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	PeterKwint	Kwint, Peter	M	1984	
ParlaMint-NL-en_2019-09-24-tweedekamer-6	ParlaMint-NL_2019-09-24-tweedekamer-6.u7	Report of the meeting of the Dutch Lower House, Meeting 4, Session 6 (2019-09-24)	2019-09-24	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 4	Sitting 2019-09-24	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2019-09-24-tweedekamer-6	ParlaMint-NL_2019-09-24-tweedekamer-6.u8	Report of the meeting of the Dutch Lower House, Meeting 4, Session 6 (2019-09-24)	2019-09-24	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 4	Sitting 2019-09-24	-	Reference	English	Regular	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KirstenvandenHul	van den Hul, Kirsten	F	1976	
ParlaMint-NL-en_2019-09-24-tweedekamer-6	ParlaMint-NL_2019-09-24-tweedekamer-6.u9	Report of the meeting of the Dutch Lower House, Meeting 4, Session 6 (2019-09-24)	2019-09-24	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 4	Sitting 2019-09-24	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2019-09-24-tweedekamer-6	ParlaMint-NL_2019-09-24-tweedekamer-6.u10	Report of the meeting of the Dutch Lower House, Meeting 4, Session 6 (2019-09-24)	2019-09-24	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 4	Sitting 2019-09-24	-	Reference	English	Regular	notMP	notMinister	SGP	Staatkundig Gereformeerde Partij	Opposition	Right	RoelofBisschop	Bisschop, Roelof	M	1956	
ParlaMint-NL-en_2019-09-24-tweedekamer-6	ParlaMint-NL_2019-09-24-tweedekamer-6.u11	Report of the meeting of the Dutch Lower House, Meeting 4, Session 6 (2019-09-24)	2019-09-24	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 4	Sitting 2019-09-24	-	Reference	English	Regular	notMP	notMinister	DENK	DENK	Opposition	Centre-left	FaridAzarkan	Azarkan, Farid	M	1971	
ParlaMint-NL-en_2019-09-24-tweedekamer-6	ParlaMint-NL_2019-09-24-tweedekamer-6.u12	Report of the meeting of the Dutch Lower House, Meeting 4, Session 6 (2019-09-24)	2019-09-24	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 4	Sitting 2019-09-24	-	Reference	English	Regular	notMP	notMinister	PvdD	Partij voor de Dieren	Opposition	Left	LammertvanRaan	van Raan, Lammert	M	1962	
ParlaMint-NL-en_2019-09-24-tweedekamer-6	ParlaMint-NL_2019-09-24-tweedekamer-6.u13	Report of the meeting of the Dutch Lower House, Meeting 4, Session 6 (2019-09-24)	2019-09-24	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 4	Sitting 2019-09-24	-	Reference	English	Regular	notMP	notMinister	GL	GroenLinks	Opposition	Centre-left to left	LisaWesterveld	Westerveld, Lisa	F	1981	
ParlaMint-NL-en_2019-09-24-tweedekamer-6	ParlaMint-NL_2019-09-24-tweedekamer-6.u14	Report of the meeting of the Dutch Lower House, Meeting 4, Session 6 (2019-09-24)	2019-09-24	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 4	Sitting 2019-09-24	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2019-09-24-tweedekamer-6	ParlaMint-NL_2019-09-24-tweedekamer-6.u15	Report of the meeting of the Dutch Lower House, Meeting 4, Session 6 (2019-09-24)	2019-09-24	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 4	Sitting 2019-09-24	-	Reference	English	Regular	MP	notMinister	CDA	Christen-Democratisch Appèl	Coalition	Centre to centre-right	MichelRog	Rog, Michel	M	1973	
ParlaMint-NL-en_2019-09-24-tweedekamer-6	ParlaMint-NL_2019-09-24-tweedekamer-6.u16	Report of the meeting of the Dutch Lower House, Meeting 4, Session 6 (2019-09-24)	2019-09-24	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 4	Sitting 2019-09-24	-	Reference	English	Regular	MP	notMinister	CU	ChristenUnie	Coalition	Centre-right	EppoBruins	Bruins, Eppo	M	1969	
ParlaMint-NL-en_2019-09-24-tweedekamer-6	ParlaMint-NL_2019-09-24-tweedekamer-6.u17	Report of the meeting of the Dutch Lower House, Meeting 4, Session 6 (2019-09-24)	2019-09-24	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 4	Sitting 2019-09-24	-	Reference	English	Regular	notMP	notMinister	PVV	Partij voor de Vrijheid	Opposition	Right to far-right	HarmBeertema	Beertema, Harm	M	1952	
ParlaMint-NL-en_2019-09-24-tweedekamer-6	ParlaMint-NL_2019-09-24-tweedekamer-6.u18	Report of the meeting of the Dutch Lower House, Meeting 4, Session 6 (2019-09-24)	2019-09-24	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 4	Sitting 2019-09-24	-	Reference	English	Regular	notMP	notMinister	D66	Democraten 66	Coalition	Centre	PaulvanMeenen	van Meenen, Paul	M	1956	
ParlaMint-NL-en_2019-09-24-tweedekamer-6	ParlaMint-NL_2019-09-24-tweedekamer-6.u19	Report of the meeting of the Dutch Lower House, Meeting 4, Session 6 (2019-09-24)	2019-09-24	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 4	Sitting 2019-09-24	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
