Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2019-12-19-tweedekamer-45	ParlaMint-NL_2019-12-19-tweedekamer-45.u1	Report of the meeting of the Dutch Lower House, Meeting 39, Session 45 (2019-12-19)	2019-12-19	Lower house	Meeting of the 29th Tweede Kamer	Session 45	Meeting 39	Sitting 2019-12-19	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2019-12-19-tweedekamer-45	ParlaMint-NL_2019-12-19-tweedekamer-45.u12	Report of the meeting of the Dutch Lower House, Meeting 39, Session 45 (2019-12-19)	2019-12-19	Lower house	Meeting of the 29th Tweede Kamer	Session 45	Meeting 39	Sitting 2019-12-19	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2019-12-19-tweedekamer-45	ParlaMint-NL_2019-12-19-tweedekamer-45.u13	Report of the meeting of the Dutch Lower House, Meeting 39, Session 45 (2019-12-19)	2019-12-19	Lower house	Meeting of the 29th Tweede Kamer	Session 45	Meeting 39	Sitting 2019-12-19	-	Reference	English	Regular	notMP	Minister	CDA	Christen-Democratisch Appèl	Coalition	Centre to centre-right	FerdGrapperhaus	Grapperhaus, Ferd	M	1959	
ParlaMint-NL-en_2019-12-19-tweedekamer-45	ParlaMint-NL_2019-12-19-tweedekamer-45.u14	Report of the meeting of the Dutch Lower House, Meeting 39, Session 45 (2019-12-19)	2019-12-19	Lower house	Meeting of the 29th Tweede Kamer	Session 45	Meeting 39	Sitting 2019-12-19	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2019-12-19-tweedekamer-45	ParlaMint-NL_2019-12-19-tweedekamer-45.u15	Report of the meeting of the Dutch Lower House, Meeting 39, Session 45 (2019-12-19)	2019-12-19	Lower house	Meeting of the 29th Tweede Kamer	Session 45	Meeting 39	Sitting 2019-12-19	-	Reference	English	Regular	notMP	Minister	CDA	Christen-Democratisch Appèl	Coalition	Centre to centre-right	FerdGrapperhaus	Grapperhaus, Ferd	M	1959	
ParlaMint-NL-en_2019-12-19-tweedekamer-45	ParlaMint-NL_2019-12-19-tweedekamer-45.u16	Report of the meeting of the Dutch Lower House, Meeting 39, Session 45 (2019-12-19)	2019-12-19	Lower house	Meeting of the 29th Tweede Kamer	Session 45	Meeting 39	Sitting 2019-12-19	-	Reference	English	Regular	MP	notMinister	CU	ChristenUnie	Coalition	Centre-right	StienekevanderGraaf	van der Graaf, Stieneke	F	1984	
ParlaMint-NL-en_2019-12-19-tweedekamer-45	ParlaMint-NL_2019-12-19-tweedekamer-45.u17	Report of the meeting of the Dutch Lower House, Meeting 39, Session 45 (2019-12-19)	2019-12-19	Lower house	Meeting of the 29th Tweede Kamer	Session 45	Meeting 39	Sitting 2019-12-19	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2019-12-19-tweedekamer-45	ParlaMint-NL_2019-12-19-tweedekamer-45.u18	Report of the meeting of the Dutch Lower House, Meeting 39, Session 45 (2019-12-19)	2019-12-19	Lower house	Meeting of the 29th Tweede Kamer	Session 45	Meeting 39	Sitting 2019-12-19	-	Reference	English	Regular	notMP	Minister	CDA	Christen-Democratisch Appèl	Coalition	Centre to centre-right	FerdGrapperhaus	Grapperhaus, Ferd	M	1959	
ParlaMint-NL-en_2019-12-19-tweedekamer-45	ParlaMint-NL_2019-12-19-tweedekamer-45.u19	Report of the meeting of the Dutch Lower House, Meeting 39, Session 45 (2019-12-19)	2019-12-19	Lower house	Meeting of the 29th Tweede Kamer	Session 45	Meeting 39	Sitting 2019-12-19	-	Reference	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	DilanYeşilgöz-Zegerius	Yeşilgöz-Zegerius, Dilan	F	1977	
ParlaMint-NL-en_2019-12-19-tweedekamer-45	ParlaMint-NL_2019-12-19-tweedekamer-45.u20	Report of the meeting of the Dutch Lower House, Meeting 39, Session 45 (2019-12-19)	2019-12-19	Lower house	Meeting of the 29th Tweede Kamer	Session 45	Meeting 39	Sitting 2019-12-19	-	Reference	English	Regular	notMP	Minister	CDA	Christen-Democratisch Appèl	Coalition	Centre to centre-right	FerdGrapperhaus	Grapperhaus, Ferd	M	1959	
ParlaMint-NL-en_2019-12-19-tweedekamer-45	ParlaMint-NL_2019-12-19-tweedekamer-45.u21	Report of the meeting of the Dutch Lower House, Meeting 39, Session 45 (2019-12-19)	2019-12-19	Lower house	Meeting of the 29th Tweede Kamer	Session 45	Meeting 39	Sitting 2019-12-19	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2019-12-19-tweedekamer-45	ParlaMint-NL_2019-12-19-tweedekamer-45.u22	Report of the meeting of the Dutch Lower House, Meeting 39, Session 45 (2019-12-19)	2019-12-19	Lower house	Meeting of the 29th Tweede Kamer	Session 45	Meeting 39	Sitting 2019-12-19	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
