Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2019-04-17-tweedekamer-12	ParlaMint-NL_2019-04-17-tweedekamer-12.u1	Report of the meeting of the Dutch Lower House, Meeting 76, Session 12 (2019-04-17)	2019-04-17	Lower house	Meeting of the 29th Tweede Kamer	Session 12	Meeting 76	Sitting 2019-04-17	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2019-04-17-tweedekamer-12	ParlaMint-NL_2019-04-17-tweedekamer-12.u2	Report of the meeting of the Dutch Lower House, Meeting 76, Session 12 (2019-04-17)	2019-04-17	Lower house	Meeting of the 29th Tweede Kamer	Session 12	Meeting 76	Sitting 2019-04-17	-	Reference	English	Regular	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	JohnKerstens	Kerstens, John	M	1965	
ParlaMint-NL-en_2019-04-17-tweedekamer-12	ParlaMint-NL_2019-04-17-tweedekamer-12.u3	Report of the meeting of the Dutch Lower House, Meeting 76, Session 12 (2019-04-17)	2019-04-17	Lower house	Meeting of the 29th Tweede Kamer	Session 12	Meeting 76	Sitting 2019-04-17	-	Reference	English	Regular	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	JohnKerstens	Kerstens, John	M	1965	
ParlaMint-NL-en_2019-04-17-tweedekamer-12	ParlaMint-NL_2019-04-17-tweedekamer-12.u4	Report of the meeting of the Dutch Lower House, Meeting 76, Session 12 (2019-04-17)	2019-04-17	Lower house	Meeting of the 29th Tweede Kamer	Session 12	Meeting 76	Sitting 2019-04-17	-	Reference	English	Regular	notMP	notMinister	CDA	Christen-Democratisch Appèl	Coalition	Centre to centre-right	Evert-JanSlootweg	Slootweg, Evert-Jan	M	1969	
ParlaMint-NL-en_2019-04-17-tweedekamer-12	ParlaMint-NL_2019-04-17-tweedekamer-12.u5	Report of the meeting of the Dutch Lower House, Meeting 76, Session 12 (2019-04-17)	2019-04-17	Lower house	Meeting of the 29th Tweede Kamer	Session 12	Meeting 76	Sitting 2019-04-17	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2019-04-17-tweedekamer-12	ParlaMint-NL_2019-04-17-tweedekamer-12.u6	Report of the meeting of the Dutch Lower House, Meeting 76, Session 12 (2019-04-17)	2019-04-17	Lower house	Meeting of the 29th Tweede Kamer	Session 12	Meeting 76	Sitting 2019-04-17	-	Reference	English	Regular	notMP	Minister	CDA	Christen-Democratisch Appèl	Coalition	Centre to centre-right	HugodeJonge	de Jonge, Hugo	M	1977	
ParlaMint-NL-en_2019-04-17-tweedekamer-12	ParlaMint-NL_2019-04-17-tweedekamer-12.u7	Report of the meeting of the Dutch Lower House, Meeting 76, Session 12 (2019-04-17)	2019-04-17	Lower house	Meeting of the 29th Tweede Kamer	Session 12	Meeting 76	Sitting 2019-04-17	-	Reference	English	Regular	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	JohnKerstens	Kerstens, John	M	1965	
ParlaMint-NL-en_2019-04-17-tweedekamer-12	ParlaMint-NL_2019-04-17-tweedekamer-12.u8	Report of the meeting of the Dutch Lower House, Meeting 76, Session 12 (2019-04-17)	2019-04-17	Lower house	Meeting of the 29th Tweede Kamer	Session 12	Meeting 76	Sitting 2019-04-17	-	Reference	English	Regular	notMP	Minister	CDA	Christen-Democratisch Appèl	Coalition	Centre to centre-right	HugodeJonge	de Jonge, Hugo	M	1977	
ParlaMint-NL-en_2019-04-17-tweedekamer-12	ParlaMint-NL_2019-04-17-tweedekamer-12.u9	Report of the meeting of the Dutch Lower House, Meeting 76, Session 12 (2019-04-17)	2019-04-17	Lower house	Meeting of the 29th Tweede Kamer	Session 12	Meeting 76	Sitting 2019-04-17	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2019-04-17-tweedekamer-12	ParlaMint-NL_2019-04-17-tweedekamer-12.u10	Report of the meeting of the Dutch Lower House, Meeting 76, Session 12 (2019-04-17)	2019-04-17	Lower house	Meeting of the 29th Tweede Kamer	Session 12	Meeting 76	Sitting 2019-04-17	-	Reference	English	Regular	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	JohnKerstens	Kerstens, John	M	1965	
ParlaMint-NL-en_2019-04-17-tweedekamer-12	ParlaMint-NL_2019-04-17-tweedekamer-12.u11	Report of the meeting of the Dutch Lower House, Meeting 76, Session 12 (2019-04-17)	2019-04-17	Lower house	Meeting of the 29th Tweede Kamer	Session 12	Meeting 76	Sitting 2019-04-17	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2019-04-17-tweedekamer-12	ParlaMint-NL_2019-04-17-tweedekamer-12.u12	Report of the meeting of the Dutch Lower House, Meeting 76, Session 12 (2019-04-17)	2019-04-17	Lower house	Meeting of the 29th Tweede Kamer	Session 12	Meeting 76	Sitting 2019-04-17	-	Reference	English	Regular	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	JohnKerstens	Kerstens, John	M	1965	
ParlaMint-NL-en_2019-04-17-tweedekamer-12	ParlaMint-NL_2019-04-17-tweedekamer-12.u13	Report of the meeting of the Dutch Lower House, Meeting 76, Session 12 (2019-04-17)	2019-04-17	Lower house	Meeting of the 29th Tweede Kamer	Session 12	Meeting 76	Sitting 2019-04-17	-	Reference	English	Regular	notMP	Minister	CDA	Christen-Democratisch Appèl	Coalition	Centre to centre-right	HugodeJonge	de Jonge, Hugo	M	1977	
ParlaMint-NL-en_2019-04-17-tweedekamer-12	ParlaMint-NL_2019-04-17-tweedekamer-12.u14	Report of the meeting of the Dutch Lower House, Meeting 76, Session 12 (2019-04-17)	2019-04-17	Lower house	Meeting of the 29th Tweede Kamer	Session 12	Meeting 76	Sitting 2019-04-17	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
