Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2019-12-11-tweedekamer-18	ParlaMint-NL_2019-12-11-tweedekamer-18.u1	Report of the meeting of the Dutch Lower House, Meeting 35, Session 18 (2019-12-11)	2019-12-11	Lower house	Meeting of the 29th Tweede Kamer	Session 18	Meeting 35	Sitting 2019-12-11	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2019-12-11-tweedekamer-18	ParlaMint-NL_2019-12-11-tweedekamer-18.u2	Report of the meeting of the Dutch Lower House, Meeting 35, Session 18 (2019-12-11)	2019-12-11	Lower house	Meeting of the 29th Tweede Kamer	Session 18	Meeting 35	Sitting 2019-12-11	-	Reference	English	Regular	MP	notMinister	GL	GroenLinks	Opposition	Centre-left to left	SuzanneKröger	Kröger, Suzanne	F	1976	
ParlaMint-NL-en_2019-12-11-tweedekamer-18	ParlaMint-NL_2019-12-11-tweedekamer-18.u3	Report of the meeting of the Dutch Lower House, Meeting 35, Session 18 (2019-12-11)	2019-12-11	Lower house	Meeting of the 29th Tweede Kamer	Session 18	Meeting 35	Sitting 2019-12-11	-	Reference	English	Regular	MP	notMinister	GL	GroenLinks	Opposition	Centre-left to left	SuzanneKröger	Kröger, Suzanne	F	1976	
ParlaMint-NL-en_2019-12-11-tweedekamer-18	ParlaMint-NL_2019-12-11-tweedekamer-18.u4	Report of the meeting of the Dutch Lower House, Meeting 35, Session 18 (2019-12-11)	2019-12-11	Lower house	Meeting of the 29th Tweede Kamer	Session 18	Meeting 35	Sitting 2019-12-11	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2019-12-11-tweedekamer-18	ParlaMint-NL_2019-12-11-tweedekamer-18.u5	Report of the meeting of the Dutch Lower House, Meeting 35, Session 18 (2019-12-11)	2019-12-11	Lower house	Meeting of the 29th Tweede Kamer	Session 18	Meeting 35	Sitting 2019-12-11	-	Reference	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	RemcoDijkstra	Dijkstra, Remco	M	1972	
ParlaMint-NL-en_2019-12-11-tweedekamer-18	ParlaMint-NL_2019-12-11-tweedekamer-18.u6	Report of the meeting of the Dutch Lower House, Meeting 35, Session 18 (2019-12-11)	2019-12-11	Lower house	Meeting of the 29th Tweede Kamer	Session 18	Meeting 35	Sitting 2019-12-11	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2019-12-11-tweedekamer-18	ParlaMint-NL_2019-12-11-tweedekamer-18.u7	Report of the meeting of the Dutch Lower House, Meeting 35, Session 18 (2019-12-11)	2019-12-11	Lower house	Meeting of the 29th Tweede Kamer	Session 18	Meeting 35	Sitting 2019-12-11	-	Reference	English	Regular	notMP	Minister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	CoravanNieuwenhuijzen-Wijbenga	van Nieuwenhuijzen-Wijbenga, Cora	F	1963	
ParlaMint-NL-en_2019-12-11-tweedekamer-18	ParlaMint-NL_2019-12-11-tweedekamer-18.u8	Report of the meeting of the Dutch Lower House, Meeting 35, Session 18 (2019-12-11)	2019-12-11	Lower house	Meeting of the 29th Tweede Kamer	Session 18	Meeting 35	Sitting 2019-12-11	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2019-12-11-tweedekamer-18	ParlaMint-NL_2019-12-11-tweedekamer-18.u9	Report of the meeting of the Dutch Lower House, Meeting 35, Session 18 (2019-12-11)	2019-12-11	Lower house	Meeting of the 29th Tweede Kamer	Session 18	Meeting 35	Sitting 2019-12-11	-	Reference	English	Regular	notMP	Minister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	CoravanNieuwenhuijzen-Wijbenga	van Nieuwenhuijzen-Wijbenga, Cora	F	1963	
ParlaMint-NL-en_2019-12-11-tweedekamer-18	ParlaMint-NL_2019-12-11-tweedekamer-18.u10	Report of the meeting of the Dutch Lower House, Meeting 35, Session 18 (2019-12-11)	2019-12-11	Lower house	Meeting of the 29th Tweede Kamer	Session 18	Meeting 35	Sitting 2019-12-11	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2019-12-11-tweedekamer-18	ParlaMint-NL_2019-12-11-tweedekamer-18.u11	Report of the meeting of the Dutch Lower House, Meeting 35, Session 18 (2019-12-11)	2019-12-11	Lower house	Meeting of the 29th Tweede Kamer	Session 18	Meeting 35	Sitting 2019-12-11	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
