Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2019-04-02-tweedekamer-24	ParlaMint-NL_2019-04-02-tweedekamer-24.u1	Report of the meeting of the Dutch Lower House, Meeting 69, Session 24 (2019-04-02)	2019-04-02	Lower house	Meeting of the 29th Tweede Kamer	Session 24	Meeting 69	Sitting 2019-04-02	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2019-04-02-tweedekamer-24	ParlaMint-NL_2019-04-02-tweedekamer-24.u2	Report of the meeting of the Dutch Lower House, Meeting 69, Session 24 (2019-04-02)	2019-04-02	Lower house	Meeting of the 29th Tweede Kamer	Session 24	Meeting 69	Sitting 2019-04-02	-	Reference	English	Regular	notMP	notMinister	PvdD	Partij voor de Dieren	Opposition	Left	FrankWassenberg	Wassenberg, Frank	M	1966	
ParlaMint-NL-en_2019-04-02-tweedekamer-24	ParlaMint-NL_2019-04-02-tweedekamer-24.u3	Report of the meeting of the Dutch Lower House, Meeting 69, Session 24 (2019-04-02)	2019-04-02	Lower house	Meeting of the 29th Tweede Kamer	Session 24	Meeting 69	Sitting 2019-04-02	-	Reference	English	Regular	notMP	notMinister	GL	GroenLinks	Opposition	Centre-left to left	TomvanderLee	van der Lee, Tom	M	1964	
ParlaMint-NL-en_2019-04-02-tweedekamer-24	ParlaMint-NL_2019-04-02-tweedekamer-24.u4	Report of the meeting of the Dutch Lower House, Meeting 69, Session 24 (2019-04-02)	2019-04-02	Lower house	Meeting of the 29th Tweede Kamer	Session 24	Meeting 69	Sitting 2019-04-02	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2019-04-02-tweedekamer-24	ParlaMint-NL_2019-04-02-tweedekamer-24.u5	Report of the meeting of the Dutch Lower House, Meeting 69, Session 24 (2019-04-02)	2019-04-02	Lower house	Meeting of the 29th Tweede Kamer	Session 24	Meeting 69	Sitting 2019-04-02	-	Reference	English	Regular	notMP	notMinister	CDA	Christen-Democratisch Appèl	Coalition	Centre to centre-right	AgnesMulder	Mulder, Agnes	F	1973	
ParlaMint-NL-en_2019-04-02-tweedekamer-24	ParlaMint-NL_2019-04-02-tweedekamer-24.u6	Report of the meeting of the Dutch Lower House, Meeting 69, Session 24 (2019-04-02)	2019-04-02	Lower house	Meeting of the 29th Tweede Kamer	Session 24	Meeting 69	Sitting 2019-04-02	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2019-04-02-tweedekamer-24	ParlaMint-NL_2019-04-02-tweedekamer-24.u7	Report of the meeting of the Dutch Lower House, Meeting 69, Session 24 (2019-04-02)	2019-04-02	Lower house	Meeting of the 29th Tweede Kamer	Session 24	Meeting 69	Sitting 2019-04-02	-	Reference	English	Regular	notMP	Minister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	EricWiebes	Wiebes, Eric	M	1963	
ParlaMint-NL-en_2019-04-02-tweedekamer-24	ParlaMint-NL_2019-04-02-tweedekamer-24.u8	Report of the meeting of the Dutch Lower House, Meeting 69, Session 24 (2019-04-02)	2019-04-02	Lower house	Meeting of the 29th Tweede Kamer	Session 24	Meeting 69	Sitting 2019-04-02	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2019-04-02-tweedekamer-24	ParlaMint-NL_2019-04-02-tweedekamer-24.u9	Report of the meeting of the Dutch Lower House, Meeting 69, Session 24 (2019-04-02)	2019-04-02	Lower house	Meeting of the 29th Tweede Kamer	Session 24	Meeting 69	Sitting 2019-04-02	-	Reference	English	Regular	notMP	notMinister	D66	Democraten 66	Coalition	Centre	StientjevanVeldhoven	van Veldhoven, Stientje	F	1973	
ParlaMint-NL-en_2019-04-02-tweedekamer-24	ParlaMint-NL_2019-04-02-tweedekamer-24.u10	Report of the meeting of the Dutch Lower House, Meeting 69, Session 24 (2019-04-02)	2019-04-02	Lower house	Meeting of the 29th Tweede Kamer	Session 24	Meeting 69	Sitting 2019-04-02	-	Reference	English	Regular	notMP	notMinister	PvdD	Partij voor de Dieren	Opposition	Left	FrankWassenberg	Wassenberg, Frank	M	1966	
ParlaMint-NL-en_2019-04-02-tweedekamer-24	ParlaMint-NL_2019-04-02-tweedekamer-24.u11	Report of the meeting of the Dutch Lower House, Meeting 69, Session 24 (2019-04-02)	2019-04-02	Lower house	Meeting of the 29th Tweede Kamer	Session 24	Meeting 69	Sitting 2019-04-02	-	Reference	English	Regular	notMP	notMinister	D66	Democraten 66	Coalition	Centre	StientjevanVeldhoven	van Veldhoven, Stientje	F	1973	
