Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2019-04-09-tweedekamer-6	ParlaMint-NL_2019-04-09-tweedekamer-6.u1	Report of the meeting of the Dutch Lower House, Meeting 72, Session 6 (2019-04-09)	2019-04-09	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 72	Sitting 2019-04-09	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2019-04-09-tweedekamer-6	ParlaMint-NL_2019-04-09-tweedekamer-6.u2	Report of the meeting of the Dutch Lower House, Meeting 72, Session 6 (2019-04-09)	2019-04-09	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 72	Sitting 2019-04-09	-	Reference	English	Regular	notMP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	ThierryAartsen	Aartsen, Thierry	M	1989	
ParlaMint-NL-en_2019-04-09-tweedekamer-6	ParlaMint-NL_2019-04-09-tweedekamer-6.u3	Report of the meeting of the Dutch Lower House, Meeting 72, Session 6 (2019-04-09)	2019-04-09	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 72	Sitting 2019-04-09	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2019-04-09-tweedekamer-6	ParlaMint-NL_2019-04-09-tweedekamer-6.u4	Report of the meeting of the Dutch Lower House, Meeting 72, Session 6 (2019-04-09)	2019-04-09	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 72	Sitting 2019-04-09	-	Reference	English	Regular	notMP	Minister	CU	ChristenUnie	Coalition	Centre-right	ArieSlob	Slob, Arie	M	1961	
ParlaMint-NL-en_2019-04-09-tweedekamer-6	ParlaMint-NL_2019-04-09-tweedekamer-6.u5	Report of the meeting of the Dutch Lower House, Meeting 72, Session 6 (2019-04-09)	2019-04-09	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 72	Sitting 2019-04-09	-	Reference	English	Regular	notMP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	ThierryAartsen	Aartsen, Thierry	M	1989	
ParlaMint-NL-en_2019-04-09-tweedekamer-6	ParlaMint-NL_2019-04-09-tweedekamer-6.u6	Report of the meeting of the Dutch Lower House, Meeting 72, Session 6 (2019-04-09)	2019-04-09	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 72	Sitting 2019-04-09	-	Reference	English	Regular	notMP	Minister	CU	ChristenUnie	Coalition	Centre-right	ArieSlob	Slob, Arie	M	1961	
ParlaMint-NL-en_2019-04-09-tweedekamer-6	ParlaMint-NL_2019-04-09-tweedekamer-6.u7	Report of the meeting of the Dutch Lower House, Meeting 72, Session 6 (2019-04-09)	2019-04-09	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 72	Sitting 2019-04-09	-	Reference	English	Regular	notMP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	ThierryAartsen	Aartsen, Thierry	M	1989	
ParlaMint-NL-en_2019-04-09-tweedekamer-6	ParlaMint-NL_2019-04-09-tweedekamer-6.u8	Report of the meeting of the Dutch Lower House, Meeting 72, Session 6 (2019-04-09)	2019-04-09	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 72	Sitting 2019-04-09	-	Reference	English	Regular	notMP	Minister	CU	ChristenUnie	Coalition	Centre-right	ArieSlob	Slob, Arie	M	1961	
ParlaMint-NL-en_2019-04-09-tweedekamer-6	ParlaMint-NL_2019-04-09-tweedekamer-6.u9	Report of the meeting of the Dutch Lower House, Meeting 72, Session 6 (2019-04-09)	2019-04-09	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 72	Sitting 2019-04-09	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2019-04-09-tweedekamer-6	ParlaMint-NL_2019-04-09-tweedekamer-6.u10	Report of the meeting of the Dutch Lower House, Meeting 72, Session 6 (2019-04-09)	2019-04-09	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 72	Sitting 2019-04-09	-	Reference	English	Regular	notMP	notMinister	D66	Democraten 66	Coalition	Centre	JoostSneller	Sneller, Joost	M	1982	
ParlaMint-NL-en_2019-04-09-tweedekamer-6	ParlaMint-NL_2019-04-09-tweedekamer-6.u11	Report of the meeting of the Dutch Lower House, Meeting 72, Session 6 (2019-04-09)	2019-04-09	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 72	Sitting 2019-04-09	-	Reference	English	Regular	notMP	Minister	CU	ChristenUnie	Coalition	Centre-right	ArieSlob	Slob, Arie	M	1961	
