Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2019-02-12-tweedekamer-30	ParlaMint-NL_2019-02-12-tweedekamer-30.u1	Report of the meeting of the Dutch Lower House, Meeting 52, Session 30 (2019-02-12)	2019-02-12	Lower house	Meeting of the 29th Tweede Kamer	Session 30	Meeting 52	Sitting 2019-02-12	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2019-02-12-tweedekamer-30	ParlaMint-NL_2019-02-12-tweedekamer-30.u2	Report of the meeting of the Dutch Lower House, Meeting 52, Session 30 (2019-02-12)	2019-02-12	Lower house	Meeting of the 29th Tweede Kamer	Session 30	Meeting 52	Sitting 2019-02-12	-	Reference	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	MichielvanNispen	van Nispen, Michiel	M	1982	
ParlaMint-NL-en_2019-02-12-tweedekamer-30	ParlaMint-NL_2019-02-12-tweedekamer-30.u3	Report of the meeting of the Dutch Lower House, Meeting 52, Session 30 (2019-02-12)	2019-02-12	Lower house	Meeting of the 29th Tweede Kamer	Session 30	Meeting 52	Sitting 2019-02-12	-	Reference	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	MichielvanNispen	van Nispen, Michiel	M	1982	
ParlaMint-NL-en_2019-02-12-tweedekamer-30	ParlaMint-NL_2019-02-12-tweedekamer-30.u4	Report of the meeting of the Dutch Lower House, Meeting 52, Session 30 (2019-02-12)	2019-02-12	Lower house	Meeting of the 29th Tweede Kamer	Session 30	Meeting 52	Sitting 2019-02-12	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2019-02-12-tweedekamer-30	ParlaMint-NL_2019-02-12-tweedekamer-30.u5	Report of the meeting of the Dutch Lower House, Meeting 52, Session 30 (2019-02-12)	2019-02-12	Lower house	Meeting of the 29th Tweede Kamer	Session 30	Meeting 52	Sitting 2019-02-12	-	Reference	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	AntoinetteLaan-Geselschap	Laan-Geselschap, Antoinette	F	1965	
ParlaMint-NL-en_2019-02-12-tweedekamer-30	ParlaMint-NL_2019-02-12-tweedekamer-30.u6	Report of the meeting of the Dutch Lower House, Meeting 52, Session 30 (2019-02-12)	2019-02-12	Lower house	Meeting of the 29th Tweede Kamer	Session 30	Meeting 52	Sitting 2019-02-12	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2019-02-12-tweedekamer-30	ParlaMint-NL_2019-02-12-tweedekamer-30.u7	Report of the meeting of the Dutch Lower House, Meeting 52, Session 30 (2019-02-12)	2019-02-12	Lower house	Meeting of the 29th Tweede Kamer	Session 30	Meeting 52	Sitting 2019-02-12	-	Reference	English	Regular	notMP	Minister	CDA	Christen-Democratisch Appèl	Coalition	Centre to centre-right	FerdGrapperhaus	Grapperhaus, Ferd	M	1959	
ParlaMint-NL-en_2019-02-12-tweedekamer-30	ParlaMint-NL_2019-02-12-tweedekamer-30.u8	Report of the meeting of the Dutch Lower House, Meeting 52, Session 30 (2019-02-12)	2019-02-12	Lower house	Meeting of the 29th Tweede Kamer	Session 30	Meeting 52	Sitting 2019-02-12	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2019-02-12-tweedekamer-30	ParlaMint-NL_2019-02-12-tweedekamer-30.u9	Report of the meeting of the Dutch Lower House, Meeting 52, Session 30 (2019-02-12)	2019-02-12	Lower house	Meeting of the 29th Tweede Kamer	Session 30	Meeting 52	Sitting 2019-02-12	-	Reference	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	AntoinetteLaan-Geselschap	Laan-Geselschap, Antoinette	F	1965	
ParlaMint-NL-en_2019-02-12-tweedekamer-30	ParlaMint-NL_2019-02-12-tweedekamer-30.u10	Report of the meeting of the Dutch Lower House, Meeting 52, Session 30 (2019-02-12)	2019-02-12	Lower house	Meeting of the 29th Tweede Kamer	Session 30	Meeting 52	Sitting 2019-02-12	-	Reference	English	Regular	notMP	Minister	CDA	Christen-Democratisch Appèl	Coalition	Centre to centre-right	FerdGrapperhaus	Grapperhaus, Ferd	M	1959	
ParlaMint-NL-en_2019-02-12-tweedekamer-30	ParlaMint-NL_2019-02-12-tweedekamer-30.u11	Report of the meeting of the Dutch Lower House, Meeting 52, Session 30 (2019-02-12)	2019-02-12	Lower house	Meeting of the 29th Tweede Kamer	Session 30	Meeting 52	Sitting 2019-02-12	-	Reference	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	AntoinetteLaan-Geselschap	Laan-Geselschap, Antoinette	F	1965	
