Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-DK-en_2019-06-20-20182-M1	ParlaMint-DK_20190620120012	Hansard of the session of the Danish Parliament (Folketinget), 20182, M1 (2019-06-20), preliminary version	2019-06-20	Unicameralism	Regeringen Lars Løkke Rasmussen III	20182	M1	-	-	Reference	English	Chairperson	MP	notMinister	V	Venstre	Coalition	Centre-right	HaarderBertel	Haarder, Bertel	M	1944	
ParlaMint-DK-en_2019-06-20-20182-M1	ParlaMint-DK_20190620120233	Hansard of the session of the Danish Parliament (Folketinget), 20182, M1 (2019-06-20), preliminary version	2019-06-20	Unicameralism	Regeringen Lars Løkke Rasmussen III	20182	M1	-	-	Reference	English	Chairperson	MP	notMinister	V	Venstre	Coalition	Centre-right	HaarderBertel	Haarder, Bertel	M	1944	
ParlaMint-DK-en_2019-06-20-20182-M1	ParlaMint-DK_20190620120248	Hansard of the session of the Danish Parliament (Folketinget), 20182, M1 (2019-06-20), preliminary version	2019-06-20	Unicameralism	Regeringen Lars Løkke Rasmussen III	20182	M1	-	-	Reference	English	Chairperson	MP	notMinister	V	Venstre	Coalition	Centre-right	HaarderBertel	Haarder, Bertel	M	1944	
ParlaMint-DK-en_2019-06-20-20182-M1	ParlaMint-DK_20190620120329	Hansard of the session of the Danish Parliament (Folketinget), 20182, M1 (2019-06-20), preliminary version	2019-06-20	Unicameralism	Regeringen Lars Løkke Rasmussen III	20182	M1	-	-	Reference	English	Chairperson	MP	notMinister	V	Venstre	Coalition	Centre-right	HaarderBertel	Haarder, Bertel	M	1944	
ParlaMint-DK-en_2019-06-20-20182-M1	ParlaMint-DK_20190620120440	Hansard of the session of the Danish Parliament (Folketinget), 20182, M1 (2019-06-20), preliminary version	2019-06-20	Unicameralism	Regeringen Lars Løkke Rasmussen III	20182	M1	-	-	Reference	English	Chairperson	MP	notMinister	V	Venstre	Coalition	Centre-right	HaarderBertel	Haarder, Bertel	M	1944	
