Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-DK-en_2019-11-05-20191-M15	ParlaMint-DK_20191105130004	Hansard of the session of the Danish Parliament (Folketinget), 20191, M15 (2019-11-05), final version	2019-11-05	Unicameralism	Regeringen Mette Frederiksen	20191	M15	-	-	Reference	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
ParlaMint-DK-en_2019-11-05-20191-M15	ParlaMint-DK_20191105130115	Hansard of the session of the Danish Parliament (Folketinget), 20191, M15 (2019-11-05), final version	2019-11-05	Unicameralism	Regeringen Mette Frederiksen	20191	M15	-	-	Reference	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
ParlaMint-DK-en_2019-11-05-20191-M15	ParlaMint-DK_20191105130217	Hansard of the session of the Danish Parliament (Folketinget), 20191, M15 (2019-11-05), final version	2019-11-05	Unicameralism	Regeringen Mette Frederiksen	20191	M15	-	-	Reference	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
ParlaMint-DK-en_2019-11-05-20191-M15	ParlaMint-DK_20191105130316	Hansard of the session of the Danish Parliament (Folketinget), 20191, M15 (2019-11-05), final version	2019-11-05	Unicameralism	Regeringen Mette Frederiksen	20191	M15	-	-	Reference	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
ParlaMint-DK-en_2019-11-05-20191-M15	ParlaMint-DK_20191105130414	Hansard of the session of the Danish Parliament (Folketinget), 20191, M15 (2019-11-05), final version	2019-11-05	Unicameralism	Regeringen Mette Frederiksen	20191	M15	-	-	Reference	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
ParlaMint-DK-en_2019-11-05-20191-M15	ParlaMint-DK_20191105130423	Hansard of the session of the Danish Parliament (Folketinget), 20191, M15 (2019-11-05), final version	2019-11-05	Unicameralism	Regeringen Mette Frederiksen	20191	M15	-	-	Reference	English	Regular	MP	notMinister	SF	Socialistisk Folkeparti	-	Centre-left to left	HøngeKarsten	Hønge, Karsten	M	1958	
ParlaMint-DK-en_2019-11-05-20191-M15	ParlaMint-DK_20191105130644	Hansard of the session of the Danish Parliament (Folketinget), 20191, M15 (2019-11-05), final version	2019-11-05	Unicameralism	Regeringen Mette Frederiksen	20191	M15	-	-	Reference	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
ParlaMint-DK-en_2019-11-05-20191-M15	ParlaMint-DK_20191105130652	Hansard of the session of the Danish Parliament (Folketinget), 20191, M15 (2019-11-05), final version	2019-11-05	Unicameralism	Regeringen Mette Frederiksen	20191	M15	-	-	Reference	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
ParlaMint-DK-en_2019-11-05-20191-M15	ParlaMint-DK_20191105130734	Hansard of the session of the Danish Parliament (Folketinget), 20191, M15 (2019-11-05), final version	2019-11-05	Unicameralism	Regeringen Mette Frederiksen	20191	M15	-	-	Reference	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
ParlaMint-DK-en_2019-11-05-20191-M15	ParlaMint-DK_20191105130749	Hansard of the session of the Danish Parliament (Folketinget), 20191, M15 (2019-11-05), final version	2019-11-05	Unicameralism	Regeringen Mette Frederiksen	20191	M15	-	-	Reference	English	Chairperson	MP	notMinister	S	Socialdemokratiet	Coalition	Centre-left	KristensenHenrikDam	Kristensen, Henrik Dam	M	1957	
