,important,importance,significant,meaningful
nature,0.3620632588863373,0.32213103771209717,0.3412611782550812,0.2625783383846283
climate,0.3861062824726105,0.3180144131183624,0.354574978351593,0.30061519145965576
environment,0.3657974898815155,0.32751792669296265,0.34227609634399414,0.2729419469833374
land,0.3509124517440796,0.32249751687049866,0.34293392300605774,0.26593276858329773
forest,0.3398851752281189,0.2855040431022644,0.35689064860343933,0.26536262035369873
forests,0.2621893882751465,0.2778625786304474,0.28036946058273315,0.19300226867198944
biodiversity,,,,
restoration,0.3304179608821869,0.36160844564437866,0.3113178610801697,0.24285036325454712
reforestation,,,,
ecology,,,,
