Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-HR-en_2014-03-07-0	ParlaMint-HR_2014-03-07-0.u64284	Minutes of the National Assembly of the Republic of Croatia, Term 7, Session 12	2014-03-07	Unicameralism	7. mandat	-	Zasedanje 12	2014-04-10	-	Reference	English	Regular	MP	notMinister	HDSSB	Hrvatski demokratski savez Slavonije i Baranje	Opposition	Centre-right	SalapićJosip	Salapić, Josip	M	1976	
ParlaMint-HR-en_2014-03-07-0	ParlaMint-HR_2014-03-07-0.u64285	Minutes of the National Assembly of the Republic of Croatia, Term 7, Session 12	2014-03-07	Unicameralism	7. mandat	-	Zasedanje 12	2014-04-10	-	Reference	English	Chairperson	MP	notMinister	SDP	Socijaldemokratska partija Hrvatske	Coalition	Centre-left	LekoJosip	Leko, Josip	M	1948	
ParlaMint-HR-en_2014-03-07-0	ParlaMint-HR_2014-03-07-0.u64286	Minutes of the National Assembly of the Republic of Croatia, Term 7, Session 12	2014-03-07	Unicameralism	7. mandat	-	Zasedanje 12	2014-04-10	-	Reference	English	Regular	MP	notMinister	HDZ	Hrvatska demokratska zajednica	Coalition	Centre-right	ŠukerIvan	Šuker, Ivan	M	1957	
ParlaMint-HR-en_2014-03-07-0	ParlaMint-HR_2014-03-07-0.u64287	Minutes of the National Assembly of the Republic of Croatia, Term 7, Session 12	2014-03-07	Unicameralism	7. mandat	-	Zasedanje 12	2014-04-10	-	Reference	English	Chairperson	MP	notMinister	SDP	Socijaldemokratska partija Hrvatske	Coalition	Centre-left	LekoJosip	Leko, Josip	M	1948	
ParlaMint-HR-en_2014-03-07-0	ParlaMint-HR_2014-03-07-0.u64288	Minutes of the National Assembly of the Republic of Croatia, Term 7, Session 12	2014-03-07	Unicameralism	7. mandat	-	Zasedanje 12	2014-04-10	-	Reference	English	Regular	MP	notMinister	Hrvatski laburisti	Hrvatski laburisti – Stranka rada	Opposition	Centre-left to left	LesarDragutin	Lesar, Dragutin	M	1956	
ParlaMint-HR-en_2014-03-07-0	ParlaMint-HR_2014-03-07-0.u64289	Minutes of the National Assembly of the Republic of Croatia, Term 7, Session 12	2014-03-07	Unicameralism	7. mandat	-	Zasedanje 12	2014-04-10	-	Reference	English	Chairperson	MP	notMinister	SDP	Socijaldemokratska partija Hrvatske	Coalition	Centre-left	LekoJosip	Leko, Josip	M	1948	
ParlaMint-HR-en_2014-03-07-0	ParlaMint-HR_2014-03-07-0.u64290	Minutes of the National Assembly of the Republic of Croatia, Term 7, Session 12	2014-03-07	Unicameralism	7. mandat	-	Zasedanje 12	2014-04-10	-	Reference	English	Regular	MP	notMinister	nezavisni	nezavisni	-	-	KosorJadranka	Kosor, Jadranka	F	1953	
ParlaMint-HR-en_2014-03-07-0	ParlaMint-HR_2014-03-07-0.u64291	Minutes of the National Assembly of the Republic of Croatia, Term 7, Session 12	2014-03-07	Unicameralism	7. mandat	-	Zasedanje 12	2014-04-10	-	Reference	English	Chairperson	MP	notMinister	SDP	Socijaldemokratska partija Hrvatske	Coalition	Centre-left	LekoJosip	Leko, Josip	M	1948	
ParlaMint-HR-en_2014-03-07-0	ParlaMint-HR_2014-03-07-0.u64292	Minutes of the National Assembly of the Republic of Croatia, Term 7, Session 12	2014-03-07	Unicameralism	7. mandat	-	Zasedanje 12	2014-04-10	-	Reference	English	Regular	MP	notMinister	HNS	Hrvatska narodna stranka	Coalition	Centre to centre-left	RadošJozo	Radoš, Jozo	M	1956	
ParlaMint-HR-en_2014-03-07-0	ParlaMint-HR_2014-03-07-0.u64293	Minutes of the National Assembly of the Republic of Croatia, Term 7, Session 12	2014-03-07	Unicameralism	7. mandat	-	Zasedanje 12	2014-04-10	-	Reference	English	Chairperson	MP	notMinister	SDP	Socijaldemokratska partija Hrvatske	Coalition	Centre-left	LekoJosip	Leko, Josip	M	1948	
