Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2021-12-08-tweedekamer-2	ParlaMint-NL_2021-12-08-tweedekamer-2.u1	Report of the meeting of the Dutch Lower House, Meeting 32, Session 2 (2021-12-08)	2021-12-08	Lower house	Meeting of the 29th Tweede Kamer	Session 2	Meeting 32	Sitting 2021-12-08	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	-	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2021-12-08-tweedekamer-2	ParlaMint-NL_2021-12-08-tweedekamer-2.u2	Report of the meeting of the Dutch Lower House, Meeting 32, Session 2 (2021-12-08)	2021-12-08	Lower house	Meeting of the 29th Tweede Kamer	Session 2	Meeting 32	Sitting 2021-12-08	-	COVID	English	Regular	notMP	notMinister	CU	ChristenUnie	-	Centre-right	PieterGrinwis	Grinwis, Pieter	M	1979	
ParlaMint-NL-en_2021-12-08-tweedekamer-2	ParlaMint-NL_2021-12-08-tweedekamer-2.u3	Report of the meeting of the Dutch Lower House, Meeting 32, Session 2 (2021-12-08)	2021-12-08	Lower house	Meeting of the 29th Tweede Kamer	Session 2	Meeting 32	Sitting 2021-12-08	-	COVID	English	Regular	notMP	notMinister	CDA	Christen-Democratisch Appèl	-	Centre to centre-right	IngevanDijk	van Dijk, Inge	F	1975	
ParlaMint-NL-en_2021-12-08-tweedekamer-2	ParlaMint-NL_2021-12-08-tweedekamer-2.u4	Report of the meeting of the Dutch Lower House, Meeting 32, Session 2 (2021-12-08)	2021-12-08	Lower house	Meeting of the 29th Tweede Kamer	Session 2	Meeting 32	Sitting 2021-12-08	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	-	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2021-12-08-tweedekamer-2	ParlaMint-NL_2021-12-08-tweedekamer-2.u5	Report of the meeting of the Dutch Lower House, Meeting 32, Session 2 (2021-12-08)	2021-12-08	Lower house	Meeting of the 29th Tweede Kamer	Session 2	Meeting 32	Sitting 2021-12-08	-	COVID	English	Regular	notMP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	-	Centre-right	QueenyRajkowski	Rajkowski, Queeny	F	1988	
ParlaMint-NL-en_2021-12-08-tweedekamer-2	ParlaMint-NL_2021-12-08-tweedekamer-2.u6	Report of the meeting of the Dutch Lower House, Meeting 32, Session 2 (2021-12-08)	2021-12-08	Lower house	Meeting of the 29th Tweede Kamer	Session 2	Meeting 32	Sitting 2021-12-08	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	-	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2021-12-08-tweedekamer-2	ParlaMint-NL_2021-12-08-tweedekamer-2.u7	Report of the meeting of the Dutch Lower House, Meeting 32, Session 2 (2021-12-08)	2021-12-08	Lower house	Meeting of the 29th Tweede Kamer	Session 2	Meeting 32	Sitting 2021-12-08	-	COVID	English	Guest	notMP	Minister	VVD	Volkspartij voor Vrijheid en Democratie	-	Centre-right	StefBlok	Blok, Stef	M	1964	
ParlaMint-NL-en_2021-12-08-tweedekamer-2	ParlaMint-NL_2021-12-08-tweedekamer-2.u8	Report of the meeting of the Dutch Lower House, Meeting 32, Session 2 (2021-12-08)	2021-12-08	Lower house	Meeting of the 29th Tweede Kamer	Session 2	Meeting 32	Sitting 2021-12-08	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	-	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2021-12-08-tweedekamer-2	ParlaMint-NL_2021-12-08-tweedekamer-2.u9	Report of the meeting of the Dutch Lower House, Meeting 32, Session 2 (2021-12-08)	2021-12-08	Lower house	Meeting of the 29th Tweede Kamer	Session 2	Meeting 32	Sitting 2021-12-08	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	-	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
