Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2021-03-16-eerstekamer-12	ParlaMint-NL_2021-03-16-eerstekamer-12.u1	Report of the meeting of the Dutch Upper House, Meeting 29, Session 12 (2021-03-16)	2021-03-16	Upper house	Meeting of the 36th Eerste Kamer	Session 12	Meeting 29	Sitting 2021-03-16	-	COVID	English	Chairperson	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	JanAnthonieBruijn	Bruijn, Jan Anthonie	M	1958	
ParlaMint-NL-en_2021-03-16-eerstekamer-12	ParlaMint-NL_2021-03-16-eerstekamer-12.u2	Report of the meeting of the Dutch Upper House, Meeting 29, Session 12 (2021-03-16)	2021-03-16	Upper house	Meeting of the 36th Eerste Kamer	Session 12	Meeting 29	Sitting 2021-03-16	-	COVID	English	Chairperson	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	JanAnthonieBruijn	Bruijn, Jan Anthonie	M	1958	
ParlaMint-NL-en_2021-03-16-eerstekamer-12	ParlaMint-NL_2021-03-16-eerstekamer-12.u3	Report of the meeting of the Dutch Upper House, Meeting 29, Session 12 (2021-03-16)	2021-03-16	Upper house	Meeting of the 36th Eerste Kamer	Session 12	Meeting 29	Sitting 2021-03-16	-	COVID	English	Guest	notMP	notMinister	GL	GroenLinks	Opposition	Centre-left to left	FarahKarimi	Karimi, Farah	F	1960	
ParlaMint-NL-en_2021-03-16-eerstekamer-12	ParlaMint-NL_2021-03-16-eerstekamer-12.u4	Report of the meeting of the Dutch Upper House, Meeting 29, Session 12 (2021-03-16)	2021-03-16	Upper house	Meeting of the 36th Eerste Kamer	Session 12	Meeting 29	Sitting 2021-03-16	-	COVID	English	Chairperson	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	JanAnthonieBruijn	Bruijn, Jan Anthonie	M	1958	
ParlaMint-NL-en_2021-03-16-eerstekamer-12	ParlaMint-NL_2021-03-16-eerstekamer-12.u5	Report of the meeting of the Dutch Upper House, Meeting 29, Session 12 (2021-03-16)	2021-03-16	Upper house	Meeting of the 36th Eerste Kamer	Session 12	Meeting 29	Sitting 2021-03-16	-	COVID	English	Guest	notMP	notMinister	vanPareren	Fractie van Pareren	Opposition	Right to far-right	ToineBeukering	Beukering, Toine	M	1958	
ParlaMint-NL-en_2021-03-16-eerstekamer-12	ParlaMint-NL_2021-03-16-eerstekamer-12.u6	Report of the meeting of the Dutch Upper House, Meeting 29, Session 12 (2021-03-16)	2021-03-16	Upper house	Meeting of the 36th Eerste Kamer	Session 12	Meeting 29	Sitting 2021-03-16	-	COVID	English	Guest	notMP	notMinister	vanPareren	Fractie van Pareren	Opposition	Right to far-right	ToineBeukering	Beukering, Toine	M	1958	
ParlaMint-NL-en_2021-03-16-eerstekamer-12	ParlaMint-NL_2021-03-16-eerstekamer-12.u7	Report of the meeting of the Dutch Upper House, Meeting 29, Session 12 (2021-03-16)	2021-03-16	Upper house	Meeting of the 36th Eerste Kamer	Session 12	Meeting 29	Sitting 2021-03-16	-	COVID	English	Chairperson	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	JanAnthonieBruijn	Bruijn, Jan Anthonie	M	1958	
ParlaMint-NL-en_2021-03-16-eerstekamer-12	ParlaMint-NL_2021-03-16-eerstekamer-12.u8	Report of the meeting of the Dutch Upper House, Meeting 29, Session 12 (2021-03-16)	2021-03-16	Upper house	Meeting of the 36th Eerste Kamer	Session 12	Meeting 29	Sitting 2021-03-16	-	COVID	English	Chairperson	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	JanAnthonieBruijn	Bruijn, Jan Anthonie	M	1958	
