Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2021-11-11-tweedekamer-6	ParlaMint-NL_2021-11-11-tweedekamer-6.u1	Report of the meeting of the Dutch Lower House, Meeting 21, Session 6 (2021-11-11)	2021-11-11	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 21	Sitting 2021-11-11	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	-	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2021-11-11-tweedekamer-6	ParlaMint-NL_2021-11-11-tweedekamer-6.u2	Report of the meeting of the Dutch Lower House, Meeting 21, Session 6 (2021-11-11)	2021-11-11	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 21	Sitting 2021-11-11	-	COVID	English	Regular	notMP	notMinister	PvdD	Partij voor de Dieren	-	Left	LeonieVestering	Vestering, Leonie	F	1984	
ParlaMint-NL-en_2021-11-11-tweedekamer-6	ParlaMint-NL_2021-11-11-tweedekamer-6.u3	Report of the meeting of the Dutch Lower House, Meeting 21, Session 6 (2021-11-11)	2021-11-11	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 21	Sitting 2021-11-11	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	-	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2021-11-11-tweedekamer-6	ParlaMint-NL_2021-11-11-tweedekamer-6.u4	Report of the meeting of the Dutch Lower House, Meeting 21, Session 6 (2021-11-11)	2021-11-11	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 21	Sitting 2021-11-11	-	COVID	English	Guest	MP	Minister	CU	ChristenUnie	-	Centre-right	CarolaSchouten	Schouten, Carola	F	1977	
ParlaMint-NL-en_2021-11-11-tweedekamer-6	ParlaMint-NL_2021-11-11-tweedekamer-6.u5	Report of the meeting of the Dutch Lower House, Meeting 21, Session 6 (2021-11-11)	2021-11-11	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 21	Sitting 2021-11-11	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	-	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2021-11-11-tweedekamer-6	ParlaMint-NL_2021-11-11-tweedekamer-6.u6	Report of the meeting of the Dutch Lower House, Meeting 21, Session 6 (2021-11-11)	2021-11-11	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 21	Sitting 2021-11-11	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	-	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
