Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2021-09-28-tweedekamer-14	ParlaMint-NL_2021-09-28-tweedekamer-14.u1	Report of the meeting of the Dutch Lower House, Meeting 4, Session 14 (2021-09-28)	2021-09-28	Lower house	Meeting of the 29th Tweede Kamer	Session 14	Meeting 4	Sitting 2021-09-28	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	-	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2021-09-28-tweedekamer-14	ParlaMint-NL_2021-09-28-tweedekamer-14.u2	Report of the meeting of the Dutch Lower House, Meeting 4, Session 14 (2021-09-28)	2021-09-28	Lower house	Meeting of the 29th Tweede Kamer	Session 14	Meeting 4	Sitting 2021-09-28	-	COVID	English	Regular	notMP	notMinister	D66	Democraten 66	-	Centre	PaulvanMeenen	van Meenen, Paul	M	1956	
ParlaMint-NL-en_2021-09-28-tweedekamer-14	ParlaMint-NL_2021-09-28-tweedekamer-14.u3	Report of the meeting of the Dutch Lower House, Meeting 4, Session 14 (2021-09-28)	2021-09-28	Lower house	Meeting of the 29th Tweede Kamer	Session 14	Meeting 4	Sitting 2021-09-28	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	-	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2021-09-28-tweedekamer-14	ParlaMint-NL_2021-09-28-tweedekamer-14.u4	Report of the meeting of the Dutch Lower House, Meeting 4, Session 14 (2021-09-28)	2021-09-28	Lower house	Meeting of the 29th Tweede Kamer	Session 14	Meeting 4	Sitting 2021-09-28	-	COVID	English	Guest	notMP	Minister	CU	ChristenUnie	-	Centre-right	ArieSlob	Slob, Arie	M	1961	
ParlaMint-NL-en_2021-09-28-tweedekamer-14	ParlaMint-NL_2021-09-28-tweedekamer-14.u5	Report of the meeting of the Dutch Lower House, Meeting 4, Session 14 (2021-09-28)	2021-09-28	Lower house	Meeting of the 29th Tweede Kamer	Session 14	Meeting 4	Sitting 2021-09-28	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	-	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2021-09-28-tweedekamer-14	ParlaMint-NL_2021-09-28-tweedekamer-14.u6	Report of the meeting of the Dutch Lower House, Meeting 4, Session 14 (2021-09-28)	2021-09-28	Lower house	Meeting of the 29th Tweede Kamer	Session 14	Meeting 4	Sitting 2021-09-28	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	-	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
