Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2021-04-14-tweedekamer-7	ParlaMint-NL_2021-04-14-tweedekamer-7.u1	Report of the meeting of the Dutch Lower House, Meeting 68, Session 7 (2021-04-14)	2021-04-14	Lower house	Meeting of the 29th Tweede Kamer	Session 7	Meeting 68	Sitting 2021-04-14	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	-	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2021-04-14-tweedekamer-7	ParlaMint-NL_2021-04-14-tweedekamer-7.u2	Report of the meeting of the Dutch Lower House, Meeting 68, Session 7 (2021-04-14)	2021-04-14	Lower house	Meeting of the 29th Tweede Kamer	Session 7	Meeting 68	Sitting 2021-04-14	-	COVID	English	Regular	notMP	notMinister	PvdD	Partij voor de Dieren	-	Left	LeonieVestering	Vestering, Leonie	F	1984	
ParlaMint-NL-en_2021-04-14-tweedekamer-7	ParlaMint-NL_2021-04-14-tweedekamer-7.u3	Report of the meeting of the Dutch Lower House, Meeting 68, Session 7 (2021-04-14)	2021-04-14	Lower house	Meeting of the 29th Tweede Kamer	Session 7	Meeting 68	Sitting 2021-04-14	-	COVID	English	Regular	notMP	notMinister	CDA	Christen-Democratisch Appèl	-	Centre to centre-right	DerkBoswijk	Boswijk, Derk	M	1989	
ParlaMint-NL-en_2021-04-14-tweedekamer-7	ParlaMint-NL_2021-04-14-tweedekamer-7.u4	Report of the meeting of the Dutch Lower House, Meeting 68, Session 7 (2021-04-14)	2021-04-14	Lower house	Meeting of the 29th Tweede Kamer	Session 7	Meeting 68	Sitting 2021-04-14	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	-	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2021-04-14-tweedekamer-7	ParlaMint-NL_2021-04-14-tweedekamer-7.u5	Report of the meeting of the Dutch Lower House, Meeting 68, Session 7 (2021-04-14)	2021-04-14	Lower house	Meeting of the 29th Tweede Kamer	Session 7	Meeting 68	Sitting 2021-04-14	-	COVID	English	Guest	MP	Minister	CU	ChristenUnie	-	Centre-right	CarolaSchouten	Schouten, Carola	F	1977	
ParlaMint-NL-en_2021-04-14-tweedekamer-7	ParlaMint-NL_2021-04-14-tweedekamer-7.u6	Report of the meeting of the Dutch Lower House, Meeting 68, Session 7 (2021-04-14)	2021-04-14	Lower house	Meeting of the 29th Tweede Kamer	Session 7	Meeting 68	Sitting 2021-04-14	-	COVID	English	Regular	notMP	notMinister	PvdD	Partij voor de Dieren	-	Left	LeonieVestering	Vestering, Leonie	F	1984	
ParlaMint-NL-en_2021-04-14-tweedekamer-7	ParlaMint-NL_2021-04-14-tweedekamer-7.u7	Report of the meeting of the Dutch Lower House, Meeting 68, Session 7 (2021-04-14)	2021-04-14	Lower house	Meeting of the 29th Tweede Kamer	Session 7	Meeting 68	Sitting 2021-04-14	-	COVID	English	Guest	MP	Minister	CU	ChristenUnie	-	Centre-right	CarolaSchouten	Schouten, Carola	F	1977	
ParlaMint-NL-en_2021-04-14-tweedekamer-7	ParlaMint-NL_2021-04-14-tweedekamer-7.u8	Report of the meeting of the Dutch Lower House, Meeting 68, Session 7 (2021-04-14)	2021-04-14	Lower house	Meeting of the 29th Tweede Kamer	Session 7	Meeting 68	Sitting 2021-04-14	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	-	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2021-04-14-tweedekamer-7	ParlaMint-NL_2021-04-14-tweedekamer-7.u9	Report of the meeting of the Dutch Lower House, Meeting 68, Session 7 (2021-04-14)	2021-04-14	Lower house	Meeting of the 29th Tweede Kamer	Session 7	Meeting 68	Sitting 2021-04-14	-	COVID	English	Regular	notMP	notMinister	PvdD	Partij voor de Dieren	-	Left	LeonieVestering	Vestering, Leonie	F	1984	
ParlaMint-NL-en_2021-04-14-tweedekamer-7	ParlaMint-NL_2021-04-14-tweedekamer-7.u10	Report of the meeting of the Dutch Lower House, Meeting 68, Session 7 (2021-04-14)	2021-04-14	Lower house	Meeting of the 29th Tweede Kamer	Session 7	Meeting 68	Sitting 2021-04-14	-	COVID	English	Guest	MP	Minister	CU	ChristenUnie	-	Centre-right	CarolaSchouten	Schouten, Carola	F	1977	
ParlaMint-NL-en_2021-04-14-tweedekamer-7	ParlaMint-NL_2021-04-14-tweedekamer-7.u11	Report of the meeting of the Dutch Lower House, Meeting 68, Session 7 (2021-04-14)	2021-04-14	Lower house	Meeting of the 29th Tweede Kamer	Session 7	Meeting 68	Sitting 2021-04-14	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	-	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
