Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2021-04-15-tweedekamer-6	ParlaMint-NL_2021-04-15-tweedekamer-6.u1	Report of the meeting of the Dutch Lower House, Meeting 69, Session 6 (2021-04-15)	2021-04-15	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 69	Sitting 2021-04-15	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	-	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2021-04-15-tweedekamer-6	ParlaMint-NL_2021-04-15-tweedekamer-6.u2	Report of the meeting of the Dutch Lower House, Meeting 69, Session 6 (2021-04-15)	2021-04-15	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 69	Sitting 2021-04-15	-	COVID	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	-	Centre-right	DilanYeşilgöz-Zegerius	Yeşilgöz-Zegerius, Dilan	F	1977	
ParlaMint-NL-en_2021-04-15-tweedekamer-6	ParlaMint-NL_2021-04-15-tweedekamer-6.u3	Report of the meeting of the Dutch Lower House, Meeting 69, Session 6 (2021-04-15)	2021-04-15	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 69	Sitting 2021-04-15	-	COVID	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	-	Centre-right	DilanYeşilgöz-Zegerius	Yeşilgöz-Zegerius, Dilan	F	1977	
ParlaMint-NL-en_2021-04-15-tweedekamer-6	ParlaMint-NL_2021-04-15-tweedekamer-6.u4	Report of the meeting of the Dutch Lower House, Meeting 69, Session 6 (2021-04-15)	2021-04-15	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 69	Sitting 2021-04-15	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	-	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2021-04-15-tweedekamer-6	ParlaMint-NL_2021-04-15-tweedekamer-6.u5	Report of the meeting of the Dutch Lower House, Meeting 69, Session 6 (2021-04-15)	2021-04-15	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 69	Sitting 2021-04-15	-	COVID	English	Regular	notMP	notMinister	CDA	Christen-Democratisch Appèl	-	Centre to centre-right	HildePalland	Palland, Hilde	F	1979	
ParlaMint-NL-en_2021-04-15-tweedekamer-6	ParlaMint-NL_2021-04-15-tweedekamer-6.u6	Report of the meeting of the Dutch Lower House, Meeting 69, Session 6 (2021-04-15)	2021-04-15	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 69	Sitting 2021-04-15	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	-	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2021-04-15-tweedekamer-6	ParlaMint-NL_2021-04-15-tweedekamer-6.u7	Report of the meeting of the Dutch Lower House, Meeting 69, Session 6 (2021-04-15)	2021-04-15	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 69	Sitting 2021-04-15	-	COVID	English	Guest	notMP	Minister	CDA	Christen-Democratisch Appèl	-	Centre to centre-right	FerdGrapperhaus	Grapperhaus, Ferd	M	1959	
ParlaMint-NL-en_2021-04-15-tweedekamer-6	ParlaMint-NL_2021-04-15-tweedekamer-6.u8	Report of the meeting of the Dutch Lower House, Meeting 69, Session 6 (2021-04-15)	2021-04-15	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 69	Sitting 2021-04-15	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	-	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2021-04-15-tweedekamer-6	ParlaMint-NL_2021-04-15-tweedekamer-6.u9	Report of the meeting of the Dutch Lower House, Meeting 69, Session 6 (2021-04-15)	2021-04-15	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 69	Sitting 2021-04-15	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	-	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
