Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2021-12-09-tweedekamer-13	ParlaMint-NL_2021-12-09-tweedekamer-13.u1	Report of the meeting of the Dutch Lower House, Meeting 33, Session 13 (2021-12-09)	2021-12-09	Lower house	Meeting of the 29th Tweede Kamer	Session 13	Meeting 33	Sitting 2021-12-09	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	-	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2021-12-09-tweedekamer-13	ParlaMint-NL_2021-12-09-tweedekamer-13.u2	Report of the meeting of the Dutch Lower House, Meeting 33, Session 13 (2021-12-09)	2021-12-09	Lower house	Meeting of the 29th Tweede Kamer	Session 13	Meeting 33	Sitting 2021-12-09	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	-	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2021-12-09-tweedekamer-13	ParlaMint-NL_2021-12-09-tweedekamer-13.u3	Report of the meeting of the Dutch Lower House, Meeting 33, Session 13 (2021-12-09)	2021-12-09	Lower house	Meeting of the 29th Tweede Kamer	Session 13	Meeting 33	Sitting 2021-12-09	-	COVID	English	Regular	notMP	notMinister	GL	GroenLinks	-	Centre-left to left	SuzanneKröger	Kröger, Suzanne	F	1976	
ParlaMint-NL-en_2021-12-09-tweedekamer-13	ParlaMint-NL_2021-12-09-tweedekamer-13.u4	Report of the meeting of the Dutch Lower House, Meeting 33, Session 13 (2021-12-09)	2021-12-09	Lower house	Meeting of the 29th Tweede Kamer	Session 13	Meeting 33	Sitting 2021-12-09	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	-	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2021-12-09-tweedekamer-13	ParlaMint-NL_2021-12-09-tweedekamer-13.u5	Report of the meeting of the Dutch Lower House, Meeting 33, Session 13 (2021-12-09)	2021-12-09	Lower house	Meeting of the 29th Tweede Kamer	Session 13	Meeting 33	Sitting 2021-12-09	-	COVID	English	Regular	notMP	notMinister	D66	Democraten 66	-	Centre	JeanetvanderLaan	van der Laan, Jeannet	F	1980	
ParlaMint-NL-en_2021-12-09-tweedekamer-13	ParlaMint-NL_2021-12-09-tweedekamer-13.u6	Report of the meeting of the Dutch Lower House, Meeting 33, Session 13 (2021-12-09)	2021-12-09	Lower house	Meeting of the 29th Tweede Kamer	Session 13	Meeting 33	Sitting 2021-12-09	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	-	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2021-12-09-tweedekamer-13	ParlaMint-NL_2021-12-09-tweedekamer-13.u7	Report of the meeting of the Dutch Lower House, Meeting 33, Session 13 (2021-12-09)	2021-12-09	Lower house	Meeting of the 29th Tweede Kamer	Session 13	Meeting 33	Sitting 2021-12-09	-	COVID	English	Regular	notMP	notMinister	CDA	Christen-Democratisch Appèl	-	Centre to centre-right	LucilleWerner	Werner, Lucille	F	1967	
ParlaMint-NL-en_2021-12-09-tweedekamer-13	ParlaMint-NL_2021-12-09-tweedekamer-13.u8	Report of the meeting of the Dutch Lower House, Meeting 33, Session 13 (2021-12-09)	2021-12-09	Lower house	Meeting of the 29th Tweede Kamer	Session 13	Meeting 33	Sitting 2021-12-09	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	-	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2021-12-09-tweedekamer-13	ParlaMint-NL_2021-12-09-tweedekamer-13.u9	Report of the meeting of the Dutch Lower House, Meeting 33, Session 13 (2021-12-09)	2021-12-09	Lower house	Meeting of the 29th Tweede Kamer	Session 13	Meeting 33	Sitting 2021-12-09	-	COVID	English	Regular	notMP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	BarbaraKathmann	Kathmann, Barbara	F	1978	
ParlaMint-NL-en_2021-12-09-tweedekamer-13	ParlaMint-NL_2021-12-09-tweedekamer-13.u10	Report of the meeting of the Dutch Lower House, Meeting 33, Session 13 (2021-12-09)	2021-12-09	Lower house	Meeting of the 29th Tweede Kamer	Session 13	Meeting 33	Sitting 2021-12-09	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	-	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2021-12-09-tweedekamer-13	ParlaMint-NL_2021-12-09-tweedekamer-13.u11	Report of the meeting of the Dutch Lower House, Meeting 33, Session 13 (2021-12-09)	2021-12-09	Lower house	Meeting of the 29th Tweede Kamer	Session 13	Meeting 33	Sitting 2021-12-09	-	COVID	English	Regular	notMP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	-	Centre-right	UlysseEllian	Ellian, Ulysse	M	1988	
