Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2021-07-08-tweedekamer-60	ParlaMint-NL_2021-07-08-tweedekamer-60.u1	Report of the meeting of the Dutch Lower House, Meeting 99, Session 60 (2021-07-08)	2021-07-08	Lower house	Meeting of the 29th Tweede Kamer	Session 60	Meeting 99	Sitting 2021-07-08	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	-	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2021-07-08-tweedekamer-60	ParlaMint-NL_2021-07-08-tweedekamer-60.u2	Report of the meeting of the Dutch Lower House, Meeting 99, Session 60 (2021-07-08)	2021-07-08	Lower house	Meeting of the 29th Tweede Kamer	Session 60	Meeting 99	Sitting 2021-07-08	-	COVID	English	Regular	notMP	notMinister	CDA	Christen-Democratisch Appèl	-	Centre to centre-right	DerkBoswijk	Boswijk, Derk	M	1989	
ParlaMint-NL-en_2021-07-08-tweedekamer-60	ParlaMint-NL_2021-07-08-tweedekamer-60.u3	Report of the meeting of the Dutch Lower House, Meeting 99, Session 60 (2021-07-08)	2021-07-08	Lower house	Meeting of the 29th Tweede Kamer	Session 60	Meeting 99	Sitting 2021-07-08	-	COVID	English	Regular	notMP	notMinister	CDA	Christen-Democratisch Appèl	-	Centre to centre-right	DerkBoswijk	Boswijk, Derk	M	1989	
ParlaMint-NL-en_2021-07-08-tweedekamer-60	ParlaMint-NL_2021-07-08-tweedekamer-60.u4	Report of the meeting of the Dutch Lower House, Meeting 99, Session 60 (2021-07-08)	2021-07-08	Lower house	Meeting of the 29th Tweede Kamer	Session 60	Meeting 99	Sitting 2021-07-08	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	-	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2021-07-08-tweedekamer-60	ParlaMint-NL_2021-07-08-tweedekamer-60.u5	Report of the meeting of the Dutch Lower House, Meeting 99, Session 60 (2021-07-08)	2021-07-08	Lower house	Meeting of the 29th Tweede Kamer	Session 60	Meeting 99	Sitting 2021-07-08	-	COVID	English	Regular	notMP	notMinister	PvdD	Partij voor de Dieren	-	Left	FrankWassenberg	Wassenberg, Frank	M	1966	
ParlaMint-NL-en_2021-07-08-tweedekamer-60	ParlaMint-NL_2021-07-08-tweedekamer-60.u6	Report of the meeting of the Dutch Lower House, Meeting 99, Session 60 (2021-07-08)	2021-07-08	Lower house	Meeting of the 29th Tweede Kamer	Session 60	Meeting 99	Sitting 2021-07-08	-	COVID	English	Regular	notMP	notMinister	PvdD	Partij voor de Dieren	-	Left	FrankWassenberg	Wassenberg, Frank	M	1966	
ParlaMint-NL-en_2021-07-08-tweedekamer-60	ParlaMint-NL_2021-07-08-tweedekamer-60.u7	Report of the meeting of the Dutch Lower House, Meeting 99, Session 60 (2021-07-08)	2021-07-08	Lower house	Meeting of the 29th Tweede Kamer	Session 60	Meeting 99	Sitting 2021-07-08	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	-	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2021-07-08-tweedekamer-60	ParlaMint-NL_2021-07-08-tweedekamer-60.u8	Report of the meeting of the Dutch Lower House, Meeting 99, Session 60 (2021-07-08)	2021-07-08	Lower house	Meeting of the 29th Tweede Kamer	Session 60	Meeting 99	Sitting 2021-07-08	-	COVID	English	Guest	MP	Minister	CU	ChristenUnie	-	Centre-right	CarolaSchouten	Schouten, Carola	F	1977	
ParlaMint-NL-en_2021-07-08-tweedekamer-60	ParlaMint-NL_2021-07-08-tweedekamer-60.u9	Report of the meeting of the Dutch Lower House, Meeting 99, Session 60 (2021-07-08)	2021-07-08	Lower house	Meeting of the 29th Tweede Kamer	Session 60	Meeting 99	Sitting 2021-07-08	-	COVID	English	Regular	notMP	notMinister	PvdD	Partij voor de Dieren	-	Left	FrankWassenberg	Wassenberg, Frank	M	1966	
ParlaMint-NL-en_2021-07-08-tweedekamer-60	ParlaMint-NL_2021-07-08-tweedekamer-60.u10	Report of the meeting of the Dutch Lower House, Meeting 99, Session 60 (2021-07-08)	2021-07-08	Lower house	Meeting of the 29th Tweede Kamer	Session 60	Meeting 99	Sitting 2021-07-08	-	COVID	English	Guest	MP	Minister	CU	ChristenUnie	-	Centre-right	CarolaSchouten	Schouten, Carola	F	1977	
ParlaMint-NL-en_2021-07-08-tweedekamer-60	ParlaMint-NL_2021-07-08-tweedekamer-60.u11	Report of the meeting of the Dutch Lower House, Meeting 99, Session 60 (2021-07-08)	2021-07-08	Lower house	Meeting of the 29th Tweede Kamer	Session 60	Meeting 99	Sitting 2021-07-08	-	COVID	English	Regular	notMP	notMinister	PvdD	Partij voor de Dieren	-	Left	FrankWassenberg	Wassenberg, Frank	M	1966	
ParlaMint-NL-en_2021-07-08-tweedekamer-60	ParlaMint-NL_2021-07-08-tweedekamer-60.u12	Report of the meeting of the Dutch Lower House, Meeting 99, Session 60 (2021-07-08)	2021-07-08	Lower house	Meeting of the 29th Tweede Kamer	Session 60	Meeting 99	Sitting 2021-07-08	-	COVID	English	Guest	MP	Minister	CU	ChristenUnie	-	Centre-right	CarolaSchouten	Schouten, Carola	F	1977	
ParlaMint-NL-en_2021-07-08-tweedekamer-60	ParlaMint-NL_2021-07-08-tweedekamer-60.u13	Report of the meeting of the Dutch Lower House, Meeting 99, Session 60 (2021-07-08)	2021-07-08	Lower house	Meeting of the 29th Tweede Kamer	Session 60	Meeting 99	Sitting 2021-07-08	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	-	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2021-07-08-tweedekamer-60	ParlaMint-NL_2021-07-08-tweedekamer-60.u14	Report of the meeting of the Dutch Lower House, Meeting 99, Session 60 (2021-07-08)	2021-07-08	Lower house	Meeting of the 29th Tweede Kamer	Session 60	Meeting 99	Sitting 2021-07-08	-	COVID	English	Guest	MP	Minister	CU	ChristenUnie	-	Centre-right	CarolaSchouten	Schouten, Carola	F	1977	
ParlaMint-NL-en_2021-07-08-tweedekamer-60	ParlaMint-NL_2021-07-08-tweedekamer-60.u15	Report of the meeting of the Dutch Lower House, Meeting 99, Session 60 (2021-07-08)	2021-07-08	Lower house	Meeting of the 29th Tweede Kamer	Session 60	Meeting 99	Sitting 2021-07-08	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	-	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2021-07-08-tweedekamer-60	ParlaMint-NL_2021-07-08-tweedekamer-60.u16	Report of the meeting of the Dutch Lower House, Meeting 99, Session 60 (2021-07-08)	2021-07-08	Lower house	Meeting of the 29th Tweede Kamer	Session 60	Meeting 99	Sitting 2021-07-08	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	-	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
