Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2021-07-08-tweedekamer-6	ParlaMint-NL_2021-07-08-tweedekamer-6.u1	Report of the meeting of the Dutch Lower House, Meeting 99, Session 6 (2021-07-08)	2021-07-08	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 99	Sitting 2021-07-08	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	-	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2021-07-08-tweedekamer-6	ParlaMint-NL_2021-07-08-tweedekamer-6.u2	Report of the meeting of the Dutch Lower House, Meeting 99, Session 6 (2021-07-08)	2021-07-08	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 99	Sitting 2021-07-08	-	COVID	English	Regular	notMP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	-	Centre-right	RudmerHeerema	Heerema, Rudmer	M	1978	
ParlaMint-NL-en_2021-07-08-tweedekamer-6	ParlaMint-NL_2021-07-08-tweedekamer-6.u3	Report of the meeting of the Dutch Lower House, Meeting 99, Session 6 (2021-07-08)	2021-07-08	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 99	Sitting 2021-07-08	-	COVID	English	Regular	notMP	notMinister	CDA	Christen-Democratisch Appèl	-	Centre to centre-right	RenéPeters	Peters, René	M	1975	
ParlaMint-NL-en_2021-07-08-tweedekamer-6	ParlaMint-NL_2021-07-08-tweedekamer-6.u4	Report of the meeting of the Dutch Lower House, Meeting 99, Session 6 (2021-07-08)	2021-07-08	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 99	Sitting 2021-07-08	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	-	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2021-07-08-tweedekamer-6	ParlaMint-NL_2021-07-08-tweedekamer-6.u5	Report of the meeting of the Dutch Lower House, Meeting 99, Session 6 (2021-07-08)	2021-07-08	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 99	Sitting 2021-07-08	-	COVID	English	Guest	notMP	Minister	D66	Democraten 66	-	Centre	IngridvanEngelshoven	van Engelshoven, Ingrid	F	1966	
ParlaMint-NL-en_2021-07-08-tweedekamer-6	ParlaMint-NL_2021-07-08-tweedekamer-6.u6	Report of the meeting of the Dutch Lower House, Meeting 99, Session 6 (2021-07-08)	2021-07-08	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 99	Sitting 2021-07-08	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	-	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2021-07-08-tweedekamer-6	ParlaMint-NL_2021-07-08-tweedekamer-6.u7	Report of the meeting of the Dutch Lower House, Meeting 99, Session 6 (2021-07-08)	2021-07-08	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 99	Sitting 2021-07-08	-	COVID	English	Regular	notMP	notMinister	CDA	Christen-Democratisch Appèl	-	Centre to centre-right	RenéPeters	Peters, René	M	1975	
ParlaMint-NL-en_2021-07-08-tweedekamer-6	ParlaMint-NL_2021-07-08-tweedekamer-6.u8	Report of the meeting of the Dutch Lower House, Meeting 99, Session 6 (2021-07-08)	2021-07-08	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 99	Sitting 2021-07-08	-	COVID	English	Guest	notMP	Minister	D66	Democraten 66	-	Centre	IngridvanEngelshoven	van Engelshoven, Ingrid	F	1966	
ParlaMint-NL-en_2021-07-08-tweedekamer-6	ParlaMint-NL_2021-07-08-tweedekamer-6.u9	Report of the meeting of the Dutch Lower House, Meeting 99, Session 6 (2021-07-08)	2021-07-08	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 99	Sitting 2021-07-08	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	-	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2021-07-08-tweedekamer-6	ParlaMint-NL_2021-07-08-tweedekamer-6.u10	Report of the meeting of the Dutch Lower House, Meeting 99, Session 6 (2021-07-08)	2021-07-08	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 99	Sitting 2021-07-08	-	COVID	English	Guest	notMP	Minister	CU	ChristenUnie	-	Centre-right	ArieSlob	Slob, Arie	M	1961	
ParlaMint-NL-en_2021-07-08-tweedekamer-6	ParlaMint-NL_2021-07-08-tweedekamer-6.u11	Report of the meeting of the Dutch Lower House, Meeting 99, Session 6 (2021-07-08)	2021-07-08	Lower house	Meeting of the 29th Tweede Kamer	Session 6	Meeting 99	Sitting 2021-07-08	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	-	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
