Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2021-12-09-tweedekamer-7	ParlaMint-NL_2021-12-09-tweedekamer-7.u1	Report of the meeting of the Dutch Lower House, Meeting 33, Session 7 (2021-12-09)	2021-12-09	Lower house	Meeting of the 29th Tweede Kamer	Session 7	Meeting 33	Sitting 2021-12-09	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	-	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2021-12-09-tweedekamer-7	ParlaMint-NL_2021-12-09-tweedekamer-7.u2	Report of the meeting of the Dutch Lower House, Meeting 33, Session 7 (2021-12-09)	2021-12-09	Lower house	Meeting of the 29th Tweede Kamer	Session 7	Meeting 33	Sitting 2021-12-09	-	COVID	English	Regular	notMP	notMinister	D66	Democraten 66	-	Centre	SjoerdSjoerdsma	Sjoerdsma, Sjoerd	M	1981	
ParlaMint-NL-en_2021-12-09-tweedekamer-7	ParlaMint-NL_2021-12-09-tweedekamer-7.u3	Report of the meeting of the Dutch Lower House, Meeting 33, Session 7 (2021-12-09)	2021-12-09	Lower house	Meeting of the 29th Tweede Kamer	Session 7	Meeting 33	Sitting 2021-12-09	-	COVID	English	Regular	notMP	notMinister	D66	Democraten 66	-	Centre	SjoerdSjoerdsma	Sjoerdsma, Sjoerd	M	1981	
ParlaMint-NL-en_2021-12-09-tweedekamer-7	ParlaMint-NL_2021-12-09-tweedekamer-7.u4	Report of the meeting of the Dutch Lower House, Meeting 33, Session 7 (2021-12-09)	2021-12-09	Lower house	Meeting of the 29th Tweede Kamer	Session 7	Meeting 33	Sitting 2021-12-09	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	-	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2021-12-09-tweedekamer-7	ParlaMint-NL_2021-12-09-tweedekamer-7.u5	Report of the meeting of the Dutch Lower House, Meeting 33, Session 7 (2021-12-09)	2021-12-09	Lower house	Meeting of the 29th Tweede Kamer	Session 7	Meeting 33	Sitting 2021-12-09	-	COVID	English	Regular	notMP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	-	Centre-right	RubenBrekelmans	Brekelmans, Ruben	M	1986	
ParlaMint-NL-en_2021-12-09-tweedekamer-7	ParlaMint-NL_2021-12-09-tweedekamer-7.u6	Report of the meeting of the Dutch Lower House, Meeting 33, Session 7 (2021-12-09)	2021-12-09	Lower house	Meeting of the 29th Tweede Kamer	Session 7	Meeting 33	Sitting 2021-12-09	-	COVID	English	Regular	notMP	notMinister	GL	GroenLinks	-	Centre-left to left	TomvanderLee	van der Lee, Tom	M	1964	
ParlaMint-NL-en_2021-12-09-tweedekamer-7	ParlaMint-NL_2021-12-09-tweedekamer-7.u7	Report of the meeting of the Dutch Lower House, Meeting 33, Session 7 (2021-12-09)	2021-12-09	Lower house	Meeting of the 29th Tweede Kamer	Session 7	Meeting 33	Sitting 2021-12-09	-	COVID	English	Regular	notMP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	-	Centre-right	RubenBrekelmans	Brekelmans, Ruben	M	1986	
ParlaMint-NL-en_2021-12-09-tweedekamer-7	ParlaMint-NL_2021-12-09-tweedekamer-7.u8	Report of the meeting of the Dutch Lower House, Meeting 33, Session 7 (2021-12-09)	2021-12-09	Lower house	Meeting of the 29th Tweede Kamer	Session 7	Meeting 33	Sitting 2021-12-09	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	-	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2021-12-09-tweedekamer-7	ParlaMint-NL_2021-12-09-tweedekamer-7.u9	Report of the meeting of the Dutch Lower House, Meeting 33, Session 7 (2021-12-09)	2021-12-09	Lower house	Meeting of the 29th Tweede Kamer	Session 7	Meeting 33	Sitting 2021-12-09	-	COVID	English	Regular	notMP	notMinister	GL	GroenLinks	-	Centre-left to left	TomvanderLee	van der Lee, Tom	M	1964	
ParlaMint-NL-en_2021-12-09-tweedekamer-7	ParlaMint-NL_2021-12-09-tweedekamer-7.u10	Report of the meeting of the Dutch Lower House, Meeting 33, Session 7 (2021-12-09)	2021-12-09	Lower house	Meeting of the 29th Tweede Kamer	Session 7	Meeting 33	Sitting 2021-12-09	-	COVID	English	Regular	notMP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	-	Centre-right	RubenBrekelmans	Brekelmans, Ruben	M	1986	
ParlaMint-NL-en_2021-12-09-tweedekamer-7	ParlaMint-NL_2021-12-09-tweedekamer-7.u11	Report of the meeting of the Dutch Lower House, Meeting 33, Session 7 (2021-12-09)	2021-12-09	Lower house	Meeting of the 29th Tweede Kamer	Session 7	Meeting 33	Sitting 2021-12-09	-	COVID	English	Regular	notMP	notMinister	SP	Socialistische Partij	-	Left	JaspervanDijk	van Dijk, Jasper	M	1971	
ParlaMint-NL-en_2021-12-09-tweedekamer-7	ParlaMint-NL_2021-12-09-tweedekamer-7.u12	Report of the meeting of the Dutch Lower House, Meeting 33, Session 7 (2021-12-09)	2021-12-09	Lower house	Meeting of the 29th Tweede Kamer	Session 7	Meeting 33	Sitting 2021-12-09	-	COVID	English	Regular	notMP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	-	Centre-right	RubenBrekelmans	Brekelmans, Ruben	M	1986	
ParlaMint-NL-en_2021-12-09-tweedekamer-7	ParlaMint-NL_2021-12-09-tweedekamer-7.u13	Report of the meeting of the Dutch Lower House, Meeting 33, Session 7 (2021-12-09)	2021-12-09	Lower house	Meeting of the 29th Tweede Kamer	Session 7	Meeting 33	Sitting 2021-12-09	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	-	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2021-12-09-tweedekamer-7	ParlaMint-NL_2021-12-09-tweedekamer-7.u14	Report of the meeting of the Dutch Lower House, Meeting 33, Session 7 (2021-12-09)	2021-12-09	Lower house	Meeting of the 29th Tweede Kamer	Session 7	Meeting 33	Sitting 2021-12-09	-	COVID	English	Regular	notMP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	-	Centre-right	RubenBrekelmans	Brekelmans, Ruben	M	1986	
ParlaMint-NL-en_2021-12-09-tweedekamer-7	ParlaMint-NL_2021-12-09-tweedekamer-7.u15	Report of the meeting of the Dutch Lower House, Meeting 33, Session 7 (2021-12-09)	2021-12-09	Lower house	Meeting of the 29th Tweede Kamer	Session 7	Meeting 33	Sitting 2021-12-09	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	-	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2021-12-09-tweedekamer-7	ParlaMint-NL_2021-12-09-tweedekamer-7.u16	Report of the meeting of the Dutch Lower House, Meeting 33, Session 7 (2021-12-09)	2021-12-09	Lower house	Meeting of the 29th Tweede Kamer	Session 7	Meeting 33	Sitting 2021-12-09	-	COVID	English	Regular	notMP	notMinister	GL	GroenLinks	-	Centre-left to left	TomvanderLee	van der Lee, Tom	M	1964	
ParlaMint-NL-en_2021-12-09-tweedekamer-7	ParlaMint-NL_2021-12-09-tweedekamer-7.u17	Report of the meeting of the Dutch Lower House, Meeting 33, Session 7 (2021-12-09)	2021-12-09	Lower house	Meeting of the 29th Tweede Kamer	Session 7	Meeting 33	Sitting 2021-12-09	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	-	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2021-12-09-tweedekamer-7	ParlaMint-NL_2021-12-09-tweedekamer-7.u18	Report of the meeting of the Dutch Lower House, Meeting 33, Session 7 (2021-12-09)	2021-12-09	Lower house	Meeting of the 29th Tweede Kamer	Session 7	Meeting 33	Sitting 2021-12-09	-	COVID	English	Guest	notMP	Minister	CDA	Christen-Democratisch Appèl	-	Centre to centre-right	BenKnapen	Knapen, Ben	M	1951	
ParlaMint-NL-en_2021-12-09-tweedekamer-7	ParlaMint-NL_2021-12-09-tweedekamer-7.u19	Report of the meeting of the Dutch Lower House, Meeting 33, Session 7 (2021-12-09)	2021-12-09	Lower house	Meeting of the 29th Tweede Kamer	Session 7	Meeting 33	Sitting 2021-12-09	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	-	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2021-12-09-tweedekamer-7	ParlaMint-NL_2021-12-09-tweedekamer-7.u20	Report of the meeting of the Dutch Lower House, Meeting 33, Session 7 (2021-12-09)	2021-12-09	Lower house	Meeting of the 29th Tweede Kamer	Session 7	Meeting 33	Sitting 2021-12-09	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	-	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
