Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2021-06-29-tweedekamer-36	ParlaMint-NL_2021-06-29-tweedekamer-36.u1	Report of the meeting of the Dutch Lower House, Meeting 94, Session 36 (2021-06-29)	2021-06-29	Lower house	Meeting of the 29th Tweede Kamer	Session 36	Meeting 94	Sitting 2021-06-29	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	-	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2021-06-29-tweedekamer-36	ParlaMint-NL_2021-06-29-tweedekamer-36.u2	Report of the meeting of the Dutch Lower House, Meeting 94, Session 36 (2021-06-29)	2021-06-29	Lower house	Meeting of the 29th Tweede Kamer	Session 36	Meeting 94	Sitting 2021-06-29	-	COVID	English	Regular	notMP	notMinister	Van Haga	Fractie Van Haga	-	Right	WybrenvanHaga	van Haga, Wybren	M	1967	
ParlaMint-NL-en_2021-06-29-tweedekamer-36	ParlaMint-NL_2021-06-29-tweedekamer-36.u3	Report of the meeting of the Dutch Lower House, Meeting 94, Session 36 (2021-06-29)	2021-06-29	Lower house	Meeting of the 29th Tweede Kamer	Session 36	Meeting 94	Sitting 2021-06-29	-	COVID	English	Regular	notMP	notMinister	Van Haga	Fractie Van Haga	-	Right	WybrenvanHaga	van Haga, Wybren	M	1967	
ParlaMint-NL-en_2021-06-29-tweedekamer-36	ParlaMint-NL_2021-06-29-tweedekamer-36.u4	Report of the meeting of the Dutch Lower House, Meeting 94, Session 36 (2021-06-29)	2021-06-29	Lower house	Meeting of the 29th Tweede Kamer	Session 36	Meeting 94	Sitting 2021-06-29	-	COVID	English	Regular	notMP	notMinister	Van Haga	Fractie Van Haga	-	Right	WybrenvanHaga	van Haga, Wybren	M	1967	
ParlaMint-NL-en_2021-06-29-tweedekamer-36	ParlaMint-NL_2021-06-29-tweedekamer-36.u5	Report of the meeting of the Dutch Lower House, Meeting 94, Session 36 (2021-06-29)	2021-06-29	Lower house	Meeting of the 29th Tweede Kamer	Session 36	Meeting 94	Sitting 2021-06-29	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	-	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2021-06-29-tweedekamer-36	ParlaMint-NL_2021-06-29-tweedekamer-36.u6	Report of the meeting of the Dutch Lower House, Meeting 94, Session 36 (2021-06-29)	2021-06-29	Lower house	Meeting of the 29th Tweede Kamer	Session 36	Meeting 94	Sitting 2021-06-29	-	COVID	English	Regular	notMP	notMinister	CDA	Christen-Democratisch Appèl	-	Centre to centre-right	MustafaAmhaouch	Amhaouch, Mustafa	M	1970	
ParlaMint-NL-en_2021-06-29-tweedekamer-36	ParlaMint-NL_2021-06-29-tweedekamer-36.u7	Report of the meeting of the Dutch Lower House, Meeting 94, Session 36 (2021-06-29)	2021-06-29	Lower house	Meeting of the 29th Tweede Kamer	Session 36	Meeting 94	Sitting 2021-06-29	-	COVID	English	Regular	notMP	notMinister	D66	Democraten 66	-	Centre	RomkedeJong	de Jong, Romke	M	1984	
ParlaMint-NL-en_2021-06-29-tweedekamer-36	ParlaMint-NL_2021-06-29-tweedekamer-36.u8	Report of the meeting of the Dutch Lower House, Meeting 94, Session 36 (2021-06-29)	2021-06-29	Lower house	Meeting of the 29th Tweede Kamer	Session 36	Meeting 94	Sitting 2021-06-29	-	COVID	English	Regular	notMP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	-	Centre-right	ThierryAartsen	Aartsen, Thierry	M	1989	
ParlaMint-NL-en_2021-06-29-tweedekamer-36	ParlaMint-NL_2021-06-29-tweedekamer-36.u9	Report of the meeting of the Dutch Lower House, Meeting 94, Session 36 (2021-06-29)	2021-06-29	Lower house	Meeting of the 29th Tweede Kamer	Session 36	Meeting 94	Sitting 2021-06-29	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	-	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2021-06-29-tweedekamer-36	ParlaMint-NL_2021-06-29-tweedekamer-36.u10	Report of the meeting of the Dutch Lower House, Meeting 94, Session 36 (2021-06-29)	2021-06-29	Lower house	Meeting of the 29th Tweede Kamer	Session 36	Meeting 94	Sitting 2021-06-29	-	COVID	English	Guest	MP	notMinister	CDA	Christen-Democratisch Appèl	-	Centre to centre-right	MonaKeijzer	Keijzer, Mona	F	1968	
ParlaMint-NL-en_2021-06-29-tweedekamer-36	ParlaMint-NL_2021-06-29-tweedekamer-36.u11	Report of the meeting of the Dutch Lower House, Meeting 94, Session 36 (2021-06-29)	2021-06-29	Lower house	Meeting of the 29th Tweede Kamer	Session 36	Meeting 94	Sitting 2021-06-29	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	-	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
