Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2021-09-28-tweedekamer-13	ParlaMint-NL_2021-09-28-tweedekamer-13.u1	Report of the meeting of the Dutch Lower House, Meeting 4, Session 13 (2021-09-28)	2021-09-28	Lower house	Meeting of the 29th Tweede Kamer	Session 13	Meeting 4	Sitting 2021-09-28	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	-	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2021-09-28-tweedekamer-13	ParlaMint-NL_2021-09-28-tweedekamer-13.u2	Report of the meeting of the Dutch Lower House, Meeting 4, Session 13 (2021-09-28)	2021-09-28	Lower house	Meeting of the 29th Tweede Kamer	Session 13	Meeting 4	Sitting 2021-09-28	-	COVID	English	Regular	notMP	notMinister	GL	GroenLinks	-	Centre-left to left	LisaWesterveld	Westerveld, Lisa	F	1981	
ParlaMint-NL-en_2021-09-28-tweedekamer-13	ParlaMint-NL_2021-09-28-tweedekamer-13.u3	Report of the meeting of the Dutch Lower House, Meeting 4, Session 13 (2021-09-28)	2021-09-28	Lower house	Meeting of the 29th Tweede Kamer	Session 13	Meeting 4	Sitting 2021-09-28	-	COVID	English	Regular	notMP	notMinister	CDA	Christen-Democratisch Appèl	-	Centre to centre-right	RenéPeters	Peters, René	M	1975	
ParlaMint-NL-en_2021-09-28-tweedekamer-13	ParlaMint-NL_2021-09-28-tweedekamer-13.u4	Report of the meeting of the Dutch Lower House, Meeting 4, Session 13 (2021-09-28)	2021-09-28	Lower house	Meeting of the 29th Tweede Kamer	Session 13	Meeting 4	Sitting 2021-09-28	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	-	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2021-09-28-tweedekamer-13	ParlaMint-NL_2021-09-28-tweedekamer-13.u5	Report of the meeting of the Dutch Lower House, Meeting 4, Session 13 (2021-09-28)	2021-09-28	Lower house	Meeting of the 29th Tweede Kamer	Session 13	Meeting 4	Sitting 2021-09-28	-	COVID	English	Guest	notMP	Minister	CU	ChristenUnie	-	Centre-right	ArieSlob	Slob, Arie	M	1961	
ParlaMint-NL-en_2021-09-28-tweedekamer-13	ParlaMint-NL_2021-09-28-tweedekamer-13.u6	Report of the meeting of the Dutch Lower House, Meeting 4, Session 13 (2021-09-28)	2021-09-28	Lower house	Meeting of the 29th Tweede Kamer	Session 13	Meeting 4	Sitting 2021-09-28	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	-	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2021-09-28-tweedekamer-13	ParlaMint-NL_2021-09-28-tweedekamer-13.u7	Report of the meeting of the Dutch Lower House, Meeting 4, Session 13 (2021-09-28)	2021-09-28	Lower house	Meeting of the 29th Tweede Kamer	Session 13	Meeting 4	Sitting 2021-09-28	-	COVID	English	Regular	notMP	notMinister	GL	GroenLinks	-	Centre-left to left	LisaWesterveld	Westerveld, Lisa	F	1981	
ParlaMint-NL-en_2021-09-28-tweedekamer-13	ParlaMint-NL_2021-09-28-tweedekamer-13.u8	Report of the meeting of the Dutch Lower House, Meeting 4, Session 13 (2021-09-28)	2021-09-28	Lower house	Meeting of the 29th Tweede Kamer	Session 13	Meeting 4	Sitting 2021-09-28	-	COVID	English	Guest	notMP	Minister	CU	ChristenUnie	-	Centre-right	ArieSlob	Slob, Arie	M	1961	
ParlaMint-NL-en_2021-09-28-tweedekamer-13	ParlaMint-NL_2021-09-28-tweedekamer-13.u9	Report of the meeting of the Dutch Lower House, Meeting 4, Session 13 (2021-09-28)	2021-09-28	Lower house	Meeting of the 29th Tweede Kamer	Session 13	Meeting 4	Sitting 2021-09-28	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	-	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2021-09-28-tweedekamer-13	ParlaMint-NL_2021-09-28-tweedekamer-13.u10	Report of the meeting of the Dutch Lower House, Meeting 4, Session 13 (2021-09-28)	2021-09-28	Lower house	Meeting of the 29th Tweede Kamer	Session 13	Meeting 4	Sitting 2021-09-28	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	-	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
