Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2021-04-15-tweedekamer-10	ParlaMint-NL_2021-04-15-tweedekamer-10.u1	Report of the meeting of the Dutch Lower House, Meeting 69, Session 10 (2021-04-15)	2021-04-15	Lower house	Meeting of the 29th Tweede Kamer	Session 10	Meeting 69	Sitting 2021-04-15	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	-	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2021-04-15-tweedekamer-10	ParlaMint-NL_2021-04-15-tweedekamer-10.u2	Report of the meeting of the Dutch Lower House, Meeting 69, Session 10 (2021-04-15)	2021-04-15	Lower house	Meeting of the 29th Tweede Kamer	Session 10	Meeting 69	Sitting 2021-04-15	-	COVID	English	Guest	notMP	notMinister	PVV	Partij voor de Vrijheid	-	Right to far-right	AlexanderKops	Kops, Alexander	M	1984	
ParlaMint-NL-en_2021-04-15-tweedekamer-10	ParlaMint-NL_2021-04-15-tweedekamer-10.u3	Report of the meeting of the Dutch Lower House, Meeting 69, Session 10 (2021-04-15)	2021-04-15	Lower house	Meeting of the 29th Tweede Kamer	Session 10	Meeting 69	Sitting 2021-04-15	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	-	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
ParlaMint-NL-en_2021-04-15-tweedekamer-10	ParlaMint-NL_2021-04-15-tweedekamer-10.u4	Report of the meeting of the Dutch Lower House, Meeting 69, Session 10 (2021-04-15)	2021-04-15	Lower house	Meeting of the 29th Tweede Kamer	Session 10	Meeting 69	Sitting 2021-04-15	-	COVID	English	Chairperson	MP	notMinister	D66	Democraten 66	-	Centre	VeraBergkamp	Bergkamp, Vera	F	1971	
