Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-GB-en_2016-06-20-commons	ParlaMint-GB_2016-06-20-commons.u1	Minutes of the House of Commons, Daily Session 2016-06-20	2016-06-20	Lower house	56	-	2016-06-20	2016-06-20	-	Reference	English	Chairperson	MP	notMinister	CON	Conservative	-	Centre-right	JohnBercow	Bercow, John Simon	M	-	
ParlaMint-GB-en_2016-06-20-commons	ParlaMint-GB_2016-06-20-commons.u2	Minutes of the House of Commons, Daily Session 2016-06-20	2016-06-20	Lower house	56	-	2016-06-20	2016-06-20	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	JeremyCorbyn	Corbyn, Jeremy Bernard	M	-	
ParlaMint-GB-en_2016-06-20-commons	ParlaMint-GB_2016-06-20-commons.u3	Minutes of the House of Commons, Daily Session 2016-06-20	2016-06-20	Lower house	56	-	2016-06-20	2016-06-20	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	DavidCameron	Cameron, David William Donald	M	-	
ParlaMint-GB-en_2016-06-20-commons	ParlaMint-GB_2016-06-20-commons.u4	Minutes of the House of Commons, Daily Session 2016-06-20	2016-06-20	Lower house	56	-	2016-06-20	2016-06-20	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	RachelReeves	Reeves, Rachel Jane	F	-	
ParlaMint-GB-en_2016-06-20-commons	ParlaMint-GB_2016-06-20-commons.u5	Minutes of the House of Commons, Daily Session 2016-06-20	2016-06-20	Lower house	56	-	2016-06-20	2016-06-20	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	AndrewMitchell	Mitchell, Andrew John Bower	M	-	
ParlaMint-GB-en_2016-06-20-commons	ParlaMint-GB_2016-06-20-commons.u6	Minutes of the House of Commons, Daily Session 2016-06-20	2016-06-20	Lower house	56	-	2016-06-20	2016-06-20	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	HarrietHarman	Harman, Harriet Ruth	F	-	
ParlaMint-GB-en_2016-06-20-commons	ParlaMint-GB_2016-06-20-commons.u7	Minutes of the House of Commons, Daily Session 2016-06-20	2016-06-20	Lower house	56	-	2016-06-20	2016-06-20	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	StuartAndrew	Andrew, Stuart James	M	-	
ParlaMint-GB-en_2016-06-20-commons	ParlaMint-GB_2016-06-20-commons.u8	Minutes of the House of Commons, Daily Session 2016-06-20	2016-06-20	Lower house	56	-	2016-06-20	2016-06-20	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	StephenKinnock	Kinnock, Stephen Nathan	M	-	
ParlaMint-GB-en_2016-06-20-commons	ParlaMint-GB_2016-06-20-commons.u9	Minutes of the House of Commons, Daily Session 2016-06-20	2016-06-20	Lower house	56	-	2016-06-20	2016-06-20	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	CherylGillan	Gillan, Cheryl Elise Kendall	F	-	
ParlaMint-GB-en_2016-06-20-commons	ParlaMint-GB_2016-06-20-commons.u10	Minutes of the House of Commons, Daily Session 2016-06-20	2016-06-20	Lower house	56	-	2016-06-20	2016-06-20	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	HollyWalkerLynch	Walker-Lynch, Holly Jamie	F	-	
ParlaMint-GB-en_2016-06-20-commons	ParlaMint-GB_2016-06-20-commons.u11	Minutes of the House of Commons, Daily Session 2016-06-20	2016-06-20	Lower house	56	-	2016-06-20	2016-06-20	-	Reference	English	Regular	MP	notMinister	SNP	Scottish National Party	-	Centre-left	EilidhWhiteford	Whiteford, Eilidh	F	-	
ParlaMint-GB-en_2016-06-20-commons	ParlaMint-GB_2016-06-20-commons.u12	Minutes of the House of Commons, Daily Session 2016-06-20	2016-06-20	Lower house	56	-	2016-06-20	2016-06-20	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	StephenDoughty	Doughty, Stephen John	M	-	
ParlaMint-GB-en_2016-06-20-commons	ParlaMint-GB_2016-06-20-commons.u13	Minutes of the House of Commons, Daily Session 2016-06-20	2016-06-20	Lower house	56	-	2016-06-20	2016-06-20	-	Reference	English	Regular	MP	notMinister	LD	Liberal Democrat	-	Centre to centre-left	TimothyFarron	Farron, Timothy James	M	-	
ParlaMint-GB-en_2016-06-20-commons	ParlaMint-GB_2016-06-20-commons.u14	Minutes of the House of Commons, Daily Session 2016-06-20	2016-06-20	Lower house	56	-	2016-06-20	2016-06-20	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	AlisonMcGovern	McGovern, Alison	F	-	
ParlaMint-GB-en_2016-06-20-commons	ParlaMint-GB_2016-06-20-commons.u15	Minutes of the House of Commons, Daily Session 2016-06-20	2016-06-20	Lower house	56	-	2016-06-20	2016-06-20	-	Reference	English	Regular	MP	notMinister	DUP	Democratic Unionist Party	-	Right	NigelDodds	Dodds, Nigel	M	-	
ParlaMint-GB-en_2016-06-20-commons	ParlaMint-GB_2016-06-20-commons.u16	Minutes of the House of Commons, Daily Session 2016-06-20	2016-06-20	Lower house	56	-	2016-06-20	2016-06-20	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	MaryCreagh	Creagh, Mary Helen	F	-	
ParlaMint-GB-en_2016-06-20-commons	ParlaMint-GB_2016-06-20-commons.u17	Minutes of the House of Commons, Daily Session 2016-06-20	2016-06-20	Lower house	56	-	2016-06-20	2016-06-20	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	BarrySheerman	Sheerman, Barry John	M	-	
ParlaMint-GB-en_2016-06-20-commons	ParlaMint-GB_2016-06-20-commons.u18	Minutes of the House of Commons, Daily Session 2016-06-20	2016-06-20	Lower house	56	-	2016-06-20	2016-06-20	-	Reference	English	Regular	MP	notMinister	GP	Green Party	-	Left	CarolineLucas	Lucas, Caroline	F	-	
ParlaMint-GB-en_2016-06-20-commons	ParlaMint-GB_2016-06-20-commons.u19	Minutes of the House of Commons, Daily Session 2016-06-20	2016-06-20	Lower house	56	-	2016-06-20	2016-06-20	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	JonathanReynolds	Reynolds, Jonathan Neil	M	-	
ParlaMint-GB-en_2016-06-20-commons	ParlaMint-GB_2016-06-20-commons.u20	Minutes of the House of Commons, Daily Session 2016-06-20	2016-06-20	Lower house	56	-	2016-06-20	2016-06-20	-	Reference	English	Chairperson	MP	notMinister	CON	Conservative	-	Centre-right	JohnBercow	Bercow, John Simon	M	-	
