Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-GB-en_2016-05-18-lords	ParlaMint-GB_2016-05-18-lords.u1	Minutes of the House of Lords, Daily Session 2016-05-18	2016-05-18	Upper house	56	-	2016-05-18	2016-05-18	-	Reference	English	Regular	MP	notMinister	NA	Non-affiliated	-	-	FrancesDSouza	D'Souza, Frances	F	-	
ParlaMint-GB-en_2016-05-18-lords	ParlaMint-GB_2016-05-18-lords.u2	Minutes of the House of Lords, Daily Session 2016-05-18	2016-05-18	Upper house	56	-	2016-05-18	2016-05-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	ThomasKing	King, Thomas Jeremy	M	-	
ParlaMint-GB-en_2016-05-18-lords	ParlaMint-GB_2016-05-18-lords.u3	Minutes of the House of Lords, Daily Session 2016-05-18	2016-05-18	Upper house	56	-	2016-05-18	2016-05-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	ThomasKing	King, Thomas Jeremy	M	-	
ParlaMint-GB-en_2016-05-18-lords	ParlaMint-GB_2016-05-18-lords.u4	Minutes of the House of Lords, Daily Session 2016-05-18	2016-05-18	Upper house	56	-	2016-05-18	2016-05-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	NigelLawson	Lawson, Nigel	M	-	
ParlaMint-GB-en_2016-05-18-lords	ParlaMint-GB_2016-05-18-lords.u5	Minutes of the House of Lords, Daily Session 2016-05-18	2016-05-18	Upper house	56	-	2016-05-18	2016-05-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	ThomasKing	King, Thomas Jeremy	M	-	
ParlaMint-GB-en_2016-05-18-lords	ParlaMint-GB_2016-05-18-lords.u6	Minutes of the House of Lords, Daily Session 2016-05-18	2016-05-18	Upper house	56	-	2016-05-18	2016-05-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	AnnabelGoldie	Goldie, Annabel	F	-	
ParlaMint-GB-en_2016-05-18-lords	ParlaMint-GB_2016-05-18-lords.u7	Minutes of the House of Lords, Daily Session 2016-05-18	2016-05-18	Upper house	56	-	2016-05-18	2016-05-18	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	AngelaSmith2	Smith, Angela	F	-	
ParlaMint-GB-en_2016-05-18-lords	ParlaMint-GB_2016-05-18-lords.u8	Minutes of the House of Lords, Daily Session 2016-05-18	2016-05-18	Upper house	56	-	2016-05-18	2016-05-18	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	AngelaSmith2	Smith, Angela	F	-	
ParlaMint-GB-en_2016-05-18-lords	ParlaMint-GB_2016-05-18-lords.u9	Minutes of the House of Lords, Daily Session 2016-05-18	2016-05-18	Upper house	56	-	2016-05-18	2016-05-18	-	Reference	English	Regular	MP	notMinister	LD	Liberal Democrat	-	Centre to centre-left	JamesWallace	Wallace, James	M	-	
ParlaMint-GB-en_2016-05-18-lords	ParlaMint-GB_2016-05-18-lords.u10	Minutes of the House of Lords, Daily Session 2016-05-18	2016-05-18	Upper house	56	-	2016-05-18	2016-05-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	TinaStowell	Stowell, Tina	F	-	
ParlaMint-GB-en_2016-05-18-lords	ParlaMint-GB_2016-05-18-lords.u11	Minutes of the House of Lords, Daily Session 2016-05-18	2016-05-18	Upper house	56	-	2016-05-18	2016-05-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	TinaStowell	Stowell, Tina	F	-	
ParlaMint-GB-en_2016-05-18-lords	ParlaMint-GB_2016-05-18-lords.u12	Minutes of the House of Lords, Daily Session 2016-05-18	2016-05-18	Upper house	56	-	2016-05-18	2016-05-18	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	TinaStowell	Stowell, Tina	F	-	
