Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u1	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u84	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	DUP	Democratic Unionist Party	-	Right	RichardShannon	Shannon, Richard James	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u85	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	JustineGreening	Greening, Justine	F	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u86	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	AttaUrRehmanChishti	Chishti, Atta-Ur-Rehman	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u87	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	CarolineDinenage	Dinenage, Caroline Julia	F	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u88	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	AttaUrRehmanChishti	Chishti, Atta-Ur-Rehman	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u89	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	CarolineDinenage	Dinenage, Caroline Julia	F	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u90	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	DawnButler	Butler, Dawn Petula	F	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u91	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	CarolineDinenage	Dinenage, Caroline Julia	F	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u92	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	PeterAldous	Aldous, Peter James Guy	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u93	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	JustineGreening	Greening, Justine	F	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u94	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	PeterAldous	Aldous, Peter James Guy	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u95	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	JustineGreening	Greening, Justine	F	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u96	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	ChristinaRees	Rees, Christina Elizabeth	F	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u97	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	JustineGreening	Greening, Justine	F	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u98	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	SNP	Scottish National Party	-	Centre-left	ChristopherLaw	Law, Christopher Murray Alexander	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u99	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	CarolineNokes	Nokes, Caroline Fiona Ellen	F	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u100	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	SNP	Scottish National Party	-	Centre-left	ChristopherLaw	Law, Christopher Murray Alexander	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u101	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	CarolineNokes	Nokes, Caroline Fiona Ellen	F	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u102	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	DeborahAbrahams	Abrahams, Deborah Angela Elspeth Marie	F	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u103	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	CarolineNokes	Nokes, Caroline Fiona Ellen	F	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u104	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	PhilipDavies	Davies, Philip Andrew	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u105	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	JustineGreening	Greening, Justine	F	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u106	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	PhilipDavies	Davies, Philip Andrew	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u107	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	JustineGreening	Greening, Justine	F	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u108	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	LucianaGoldsmithBerger	Goldsmith (Berger), Luciana Clare	F	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u109	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	JustineGreening	Greening, Justine	F	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u110	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	JohannaChurchill	Churchill, Johanna Peta	F	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u111	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	CarolineDinenage	Dinenage, Caroline Julia	F	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u112	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	BarrySheerman	Sheerman, Barry John	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u113	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	JustineGreening	Greening, Justine	F	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u114	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	StephenMetcalfe	Metcalfe, Stephen James	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u115	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	JustineGreening	Greening, Justine	F	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u116	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	KatherineGreen	Green, Katherine Anne	F	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u117	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	CarolineDinenage	Dinenage, Caroline Julia	F	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u118	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	AlexanderChalk	Chalk, Alexander John Gervase	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u119	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	CarolineDinenage	Dinenage, Caroline Julia	F	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u120	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	SNP	Scottish National Party	-	Centre-left	HannahBardell	Bardell, Hannah Mary	F	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u121	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	JustineGreening	Greening, Justine	F	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u122	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	JamesBerry	Berry, James Michael Ellwood	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u123	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	CarolineDinenage	Dinenage, Caroline Julia	F	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u124	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	SueHayman	Hayman, Sue	F	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u125	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	JustineGreening	Greening, Justine	F	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u126	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	HelenGoodman	Goodman, Helen Catherine	F	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u127	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	DavidLidington	Lidington, David Roy	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u128	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	HelenGoodman	Goodman, Helen Catherine	F	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u129	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	DavidLidington	Lidington, David Roy	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u130	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	PhilipHollobone	Hollobone, Philip Thomas	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u131	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	DavidLidington	Lidington, David Roy	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u132	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	SNP	Scottish National Party	-	Centre-left	IanBlackford	Blackford, Ian	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u133	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	DavidLidington	Lidington, David Roy	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u134	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	SNP	Scottish National Party	-	Centre-left	IanBlackford	Blackford, Ian	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u135	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	DavidLidington	Lidington, David Roy	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u136	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	MichaelFabricant	Fabricant, Michael Louis David	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u137	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	DavidLidington	Lidington, David Roy	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u138	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Chairperson	MP	notMinister	CON	Conservative	-	Centre-right	JohnBercow	Bercow, John Simon	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u139	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	SNP	Scottish National Party	-	Centre-left	PeterWishart	Wishart, Peter	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u140	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	DavidLidington	Lidington, David Roy	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u141	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	HenryBellingham	Bellingham, Henry	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u142	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	DavidLidington	Lidington, David Roy	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u143	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	HenryBellingham	Bellingham, Henry	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u144	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	DavidLidington	Lidington, David Roy	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u145	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	BarrySheerman	Sheerman, Barry John	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u146	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	DavidLidington	Lidington, David Roy	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u147	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	SNP	Scottish National Party	-	Centre-left	PatrickGrady	Grady, Patrick John	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u148	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	DavidLidington	Lidington, David Roy	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u149	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	SNP	Scottish National Party	-	Centre-left	PatrickGrady	Grady, Patrick John	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u150	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	DavidLidington	Lidington, David Roy	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u151	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	PeterBone	Bone, Peter William	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u152	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	DavidLidington	Lidington, David Roy	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u153	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	SNP	Scottish National Party	-	Centre-left	StevenPaterson	Paterson, Steven Alexander	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u154	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	DavidLidington	Lidington, David Roy	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u155	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	PhilipDavies	Davies, Philip Andrew	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u156	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	DavidLidington	Lidington, David Roy	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u157	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Chairperson	MP	notMinister	CON	Conservative	-	Centre-right	JohnBercow	Bercow, John Simon	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u158	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	ValerieVaz	Vaz, Valerie Carol Marian	F	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u159	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	DavidLidington	Lidington, David Roy	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u160	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	ValerieVaz	Vaz, Valerie Carol Marian	F	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u161	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	DavidLidington	Lidington, David Roy	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u162	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	MiriamDavies	Davies, Miriam Jane Alice	F	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u163	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	DavidLidington	Lidington, David Roy	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u164	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	SNP	Scottish National Party	-	Centre-left	PeterWishart	Wishart, Peter	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u165	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	DavidLidington	Lidington, David Roy	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u166	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	GregoryKnight	Knight, Gregory	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u167	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	DavidLidington	Lidington, David Roy	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u168	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	JulieCooper	Cooper, Julie Elizabeth	F	-	
