Session,Date,Coalition,Opposition
ParlaMint-NL-en_2014-04-16-tweedekamer-2-meta.tsv,2014-04-16,2,2
ParlaMint-NL-en_2014-04-16-tweedekamer-3-meta.tsv,2014-04-16,4,3
ParlaMint-NL-en_2014-04-16-tweedekamer-5-meta.tsv,2014-04-16,3,5
ParlaMint-NL-en_2014-04-16-tweedekamer-6-meta.tsv,2014-04-16,4,7
ParlaMint-NL-en_2014-04-16-tweedekamer-7-meta.tsv,2014-04-16,4,6
ParlaMint-NL-en_2014-12-09-tweedekamer-2-meta.tsv,2014-12-09,2,3
ParlaMint-NL-en_2014-12-09-tweedekamer-3-meta.tsv,2014-12-09,3,2
ParlaMint-NL-en_2014-12-09-tweedekamer-32-meta.tsv,2014-12-09,3,3
ParlaMint-NL-en_2014-12-09-tweedekamer-33-meta.tsv,2014-12-09,3,1
ParlaMint-NL-en_2014-12-09-tweedekamer-34-meta.tsv,2014-12-09,2,1
ParlaMint-NL-en_2014-12-09-tweedekamer-35-meta.tsv,2014-12-09,4,5
ParlaMint-NL-en_2014-12-09-tweedekamer-4-meta.tsv,2014-12-09,3,1
ParlaMint-NL-en_2014-12-09-tweedekamer-5-meta.tsv,2014-12-09,3,1
ParlaMint-NL-en_2014-12-09-tweedekamer-6-meta.tsv,2014-12-09,3,3
ParlaMint-NL-en_2014-12-09-tweedekamer-8-meta.tsv,2014-12-09,16,30
ParlaMint-NL-en_2014-12-09-tweedekamer-9-meta.tsv,2014-12-09,3,0
ParlaMint-NL-en_2014-12-10-tweedekamer-3-meta.tsv,2014-12-10,3,3
ParlaMint-NL-en_2014-12-10-tweedekamer-5-meta.tsv,2014-12-10,3,6
ParlaMint-NL-en_2014-12-10-tweedekamer-6-meta.tsv,2014-12-10,4,4
ParlaMint-NL-en_2014-12-10-tweedekamer-7-meta.tsv,2014-12-10,2,2
ParlaMint-NL-en_2014-12-11-tweedekamer-10-meta.tsv,2014-12-11,4,5
ParlaMint-NL-en_2014-12-11-tweedekamer-3-meta.tsv,2014-12-11,5,6
ParlaMint-NL-en_2014-12-11-tweedekamer-5-meta.tsv,2014-12-11,4,2
ParlaMint-NL-en_2014-12-11-tweedekamer-6-meta.tsv,2014-12-11,2,6
ParlaMint-NL-en_2014-12-11-tweedekamer-9-meta.tsv,2014-12-11,4,3
ParlaMint-NL-en_2014-12-15-eerstekamer-3-meta.tsv,2014-12-15,4,6
ParlaMint-NL-en_2014-12-15-eerstekamer-4-meta.tsv,2014-12-15,3,6
ParlaMint-NL-en_2014-12-15-eerstekamer-5-meta.tsv,2014-12-15,2,6
ParlaMint-NL-en_2014-12-16-eerstekamer-10-meta.tsv,2014-12-16,4,4
ParlaMint-NL-en_2014-12-16-eerstekamer-11-meta.tsv,2014-12-16,4,6
ParlaMint-NL-en_2014-12-16-eerstekamer-12-meta.tsv,2014-12-16,3,6
ParlaMint-NL-en_2014-12-16-eerstekamer-2-meta.tsv,2014-12-16,3,4
ParlaMint-NL-en_2014-12-16-eerstekamer-3-meta.tsv,2014-12-16,4,5
ParlaMint-NL-en_2014-12-16-eerstekamer-7-meta.tsv,2014-12-16,4,1
ParlaMint-NL-en_2014-12-16-tweedekamer-19-meta.tsv,2014-12-16,3,3
ParlaMint-NL-en_2014-12-16-tweedekamer-2-meta.tsv,2014-12-16,3,0
ParlaMint-NL-en_2014-12-16-tweedekamer-20-meta.tsv,2014-12-16,3,7
ParlaMint-NL-en_2014-12-16-tweedekamer-21-meta.tsv,2014-12-16,3,3
ParlaMint-NL-en_2014-12-16-tweedekamer-3-meta.tsv,2014-12-16,3,6
ParlaMint-NL-en_2014-12-16-tweedekamer-4-meta.tsv,2014-12-16,4,1
ParlaMint-NL-en_2014-12-16-tweedekamer-5-meta.tsv,2014-12-16,3,4
ParlaMint-NL-en_2014-12-16-tweedekamer-7-meta.tsv,2014-12-16,11,22
ParlaMint-NL-en_2014-12-16-tweedekamer-8-meta.tsv,2014-12-16,3,3
ParlaMint-NL-en_2014-12-17-tweedekamer-10-meta.tsv,2014-12-17,4,6
ParlaMint-NL-en_2014-12-17-tweedekamer-11-meta.tsv,2014-12-17,3,10
ParlaMint-NL-en_2014-12-17-tweedekamer-14-meta.tsv,2014-12-17,3,4
ParlaMint-NL-en_2014-12-17-tweedekamer-15-meta.tsv,2014-12-17,2,1
ParlaMint-NL-en_2014-12-17-tweedekamer-16-meta.tsv,2014-12-17,2,1
ParlaMint-NL-en_2014-12-17-tweedekamer-17-meta.tsv,2014-12-17,3,7
ParlaMint-NL-en_2014-12-17-tweedekamer-18-meta.tsv,2014-12-17,4,1
ParlaMint-NL-en_2014-12-17-tweedekamer-19-meta.tsv,2014-12-17,4,3
ParlaMint-NL-en_2014-12-17-tweedekamer-3-meta.tsv,2014-12-17,3,1
