Session,Date,Left,Centre,Right
ParlaMint-NL-en_2015-03-03-eerstekamer-6-meta.tsv,2015-03-03,5,2,4
ParlaMint-NL-en_2015-03-03-tweedekamer-19-meta.tsv,2015-03-03,2,1,3
ParlaMint-NL-en_2015-03-03-tweedekamer-2-meta.tsv,2015-03-03,3,1,2
ParlaMint-NL-en_2015-03-03-tweedekamer-20-meta.tsv,2015-03-03,5,2,7
ParlaMint-NL-en_2015-03-03-tweedekamer-3-meta.tsv,2015-03-03,0,0,3
ParlaMint-NL-en_2015-03-03-tweedekamer-4-meta.tsv,2015-03-03,2,1,3
ParlaMint-NL-en_2015-03-03-tweedekamer-5-meta.tsv,2015-03-03,1,1,2
ParlaMint-NL-en_2015-03-03-tweedekamer-6-meta.tsv,2015-03-03,1,0,3
ParlaMint-NL-en_2015-03-03-tweedekamer-7-meta.tsv,2015-03-03,0,0,3
ParlaMint-NL-en_2015-03-03-tweedekamer-9-meta.tsv,2015-03-03,19,9,26
ParlaMint-NL-en_2015-03-04-tweedekamer-10-meta.tsv,2015-03-04,2,1,3
ParlaMint-NL-en_2015-03-04-tweedekamer-3-meta.tsv,2015-03-04,2,1,6
ParlaMint-NL-en_2015-03-04-tweedekamer-5-meta.tsv,2015-03-04,13,4,19
ParlaMint-NL-en_2015-03-04-tweedekamer-6-meta.tsv,2015-03-04,3,1,3
ParlaMint-NL-en_2015-03-04-tweedekamer-7-meta.tsv,2015-03-04,2,0,2
ParlaMint-NL-en_2015-03-04-tweedekamer-8-meta.tsv,2015-03-04,2,1,5
ParlaMint-NL-en_2015-03-04-tweedekamer-9-meta.tsv,2015-03-04,3,1,4
ParlaMint-NL-en_2015-03-05-tweedekamer-10-meta.tsv,2015-03-05,3,1,8
ParlaMint-NL-en_2015-03-05-tweedekamer-11-meta.tsv,2015-03-05,4,1,6
ParlaMint-NL-en_2015-03-05-tweedekamer-3-meta.tsv,2015-03-05,3,1,5
ParlaMint-NL-en_2015-03-05-tweedekamer-5-meta.tsv,2015-03-05,16,2,20
ParlaMint-NL-en_2015-03-05-tweedekamer-6-meta.tsv,2015-03-05,2,0,4
ParlaMint-NL-en_2015-03-10-eerstekamer-3-meta.tsv,2015-03-10,3,1,5
ParlaMint-NL-en_2015-03-10-eerstekamer-7-meta.tsv,2015-03-10,3,1,2
ParlaMint-NL-en_2015-03-10-eerstekamer-8-meta.tsv,2015-03-10,3,1,4
ParlaMint-NL-en_2015-03-10-eerstekamer-9-meta.tsv,2015-03-10,4,1,2
ParlaMint-NL-en_2015-03-10-tweedekamer-2-meta.tsv,2015-03-10,3,1,5
ParlaMint-NL-en_2015-03-10-tweedekamer-23-meta.tsv,2015-03-10,5,2,8
ParlaMint-NL-en_2015-03-10-tweedekamer-3-meta.tsv,2015-03-10,1,1,2
ParlaMint-NL-en_2015-03-10-tweedekamer-4-meta.tsv,2015-03-10,3,0,3
ParlaMint-NL-en_2015-03-10-tweedekamer-6-meta.tsv,2015-03-10,22,8,34
ParlaMint-NL-en_2015-03-11-tweedekamer-10-meta.tsv,2015-03-11,5,1,8
ParlaMint-NL-en_2015-03-11-tweedekamer-3-meta.tsv,2015-03-11,2,0,4
ParlaMint-NL-en_2015-03-11-tweedekamer-4-meta.tsv,2015-03-11,3,0,4
ParlaMint-NL-en_2015-03-11-tweedekamer-5-meta.tsv,2015-03-11,2,0,5
ParlaMint-NL-en_2015-03-11-tweedekamer-6-meta.tsv,2015-03-11,3,1,4
ParlaMint-NL-en_2015-03-11-tweedekamer-8-meta.tsv,2015-03-11,9,1,6
ParlaMint-NL-en_2015-03-11-tweedekamer-9-meta.tsv,2015-03-11,5,1,5
ParlaMint-NL-en_2015-03-12-tweedekamer-10-meta.tsv,2015-03-12,0,1,3
ParlaMint-NL-en_2015-03-12-tweedekamer-4-meta.tsv,2015-03-12,3,2,6
ParlaMint-NL-en_2015-03-12-tweedekamer-6-meta.tsv,2015-03-12,15,5,21
ParlaMint-NL-en_2015-03-12-tweedekamer-9-meta.tsv,2015-03-12,1,1,3
ParlaMint-NL-en_2015-03-17-eerstekamer-10-meta.tsv,2015-03-17,4,1,3
ParlaMint-NL-en_2015-03-17-tweedekamer-2-meta.tsv,2015-03-17,1,1,2
ParlaMint-NL-en_2015-03-17-tweedekamer-21-meta.tsv,2015-03-17,2,0,3
ParlaMint-NL-en_2015-03-17-tweedekamer-22-meta.tsv,2015-03-17,4,0,4
ParlaMint-NL-en_2015-03-17-tweedekamer-23-meta.tsv,2015-03-17,3,0,2
ParlaMint-NL-en_2015-03-17-tweedekamer-3-meta.tsv,2015-03-17,2,0,5
ParlaMint-NL-en_2015-03-17-tweedekamer-4-meta.tsv,2015-03-17,2,2,4
ParlaMint-NL-en_2015-03-17-tweedekamer-5-meta.tsv,2015-03-17,0,0,3
ParlaMint-NL-en_2015-03-17-tweedekamer-7-meta.tsv,2015-03-17,16,6,20
ParlaMint-NL-en_2015-03-19-tweedekamer-3-meta.tsv,2015-03-19,3,1,4
ParlaMint-NL-en_2015-03-19-tweedekamer-4-meta.tsv,2015-03-19,1,0,4
ParlaMint-NL-en_2015-03-19-tweedekamer-5-meta.tsv,2015-03-19,3,0,4
ParlaMint-NL-en_2015-03-19-tweedekamer-7-meta.tsv,2015-03-19,2,0,5
ParlaMint-NL-en_2015-03-19-tweedekamer-8-meta.tsv,2015-03-19,4,1,5
ParlaMint-NL-en_2015-03-19-tweedekamer-9-meta.tsv,2015-03-19,2,1,7
ParlaMint-NL-en_2015-03-24-eerstekamer-3-meta.tsv,2015-03-24,3,1,3
ParlaMint-NL-en_2015-03-24-eerstekamer-6-meta.tsv,2015-03-24,3,1,3
ParlaMint-NL-en_2015-03-24-eerstekamer-7-meta.tsv,2015-03-24,4,1,2
ParlaMint-NL-en_2015-03-24-eerstekamer-8-meta.tsv,2015-03-24,4,1,4
ParlaMint-NL-en_2015-03-24-tweedekamer-18-meta.tsv,2015-03-24,3,1,8
ParlaMint-NL-en_2015-03-24-tweedekamer-19-meta.tsv,2015-03-24,2,1,6
ParlaMint-NL-en_2015-03-24-tweedekamer-2-meta.tsv,2015-03-24,3,0,2
ParlaMint-NL-en_2015-03-24-tweedekamer-3-meta.tsv,2015-03-24,1,1,6
ParlaMint-NL-en_2015-03-24-tweedekamer-4-meta.tsv,2015-03-24,5,1,4
ParlaMint-NL-en_2015-03-24-tweedekamer-5-meta.tsv,2015-03-24,0,0,3
ParlaMint-NL-en_2015-03-24-tweedekamer-6-meta.tsv,2015-03-24,0,0,1
ParlaMint-NL-en_2015-03-24-tweedekamer-8-meta.tsv,2015-03-24,28,10,37
ParlaMint-NL-en_2015-03-25-tweedekamer-10-meta.tsv,2015-03-25,4,1,6
ParlaMint-NL-en_2015-03-25-tweedekamer-3-meta.tsv,2015-03-25,1,0,2
ParlaMint-NL-en_2015-03-25-tweedekamer-4-meta.tsv,2015-03-25,1,0,2
ParlaMint-NL-en_2015-03-25-tweedekamer-6-meta.tsv,2015-03-25,1,0,1
ParlaMint-NL-en_2015-03-25-tweedekamer-7-meta.tsv,2015-03-25,2,2,6
ParlaMint-NL-en_2015-03-25-tweedekamer-8-meta.tsv,2015-03-25,0,0,1
ParlaMint-NL-en_2015-03-25-tweedekamer-9-meta.tsv,2015-03-25,1,0,5
ParlaMint-NL-en_2015-03-26-tweedekamer-10-meta.tsv,2015-03-26,4,2,6
ParlaMint-NL-en_2015-03-26-tweedekamer-11-meta.tsv,2015-03-26,4,1,4
ParlaMint-NL-en_2015-03-26-tweedekamer-26-meta.tsv,2015-03-26,4,1,8
ParlaMint-NL-en_2015-03-26-tweedekamer-5-meta.tsv,2015-03-26,2,0,3
ParlaMint-NL-en_2015-03-26-tweedekamer-6-meta.tsv,2015-03-26,3,2,6
ParlaMint-NL-en_2015-03-26-tweedekamer-8-meta.tsv,2015-03-26,0,0,2
ParlaMint-NL-en_2015-03-26-tweedekamer-9-meta.tsv,2015-03-26,6,1,10
ParlaMint-NL-en_2015-03-31-eerstekamer-7-meta.tsv,2015-03-31,2,0,2
ParlaMint-NL-en_2015-03-31-tweedekamer-14-meta.tsv,2015-03-31,22,7,32
ParlaMint-NL-en_2015-03-31-tweedekamer-15-meta.tsv,2015-03-31,2,0,3
ParlaMint-NL-en_2015-03-31-tweedekamer-16-meta.tsv,2015-03-31,3,1,4
ParlaMint-NL-en_2015-03-31-tweedekamer-2-meta.tsv,2015-03-31,4,0,5
ParlaMint-NL-en_2015-03-31-tweedekamer-3-meta.tsv,2015-03-31,4,0,1
ParlaMint-NL-en_2015-03-31-tweedekamer-4-meta.tsv,2015-03-31,1,0,2
ParlaMint-NL-en_2015-03-31-tweedekamer-5-meta.tsv,2015-03-31,2,1,4
