Session,Date,Silent Generation,Baby Boomers,Generation X,Millennials,Generation Z
ParlaMint-NL-en_2014-04-16-tweedekamer-2-meta.tsv,2014-04-16,0,2,2,0,0
ParlaMint-NL-en_2014-04-16-tweedekamer-3-meta.tsv,2014-04-16,0,1,7,0,0
ParlaMint-NL-en_2014-04-16-tweedekamer-5-meta.tsv,2014-04-16,0,1,8,0,0
ParlaMint-NL-en_2014-04-16-tweedekamer-6-meta.tsv,2014-04-16,0,3,9,0,0
ParlaMint-NL-en_2014-04-16-tweedekamer-7-meta.tsv,2014-04-16,0,2,9,0,0
ParlaMint-NL-en_2014-12-09-tweedekamer-2-meta.tsv,2014-12-09,1,1,3,0,0
ParlaMint-NL-en_2014-12-09-tweedekamer-3-meta.tsv,2014-12-09,1,1,3,0,0
ParlaMint-NL-en_2014-12-09-tweedekamer-32-meta.tsv,2014-12-09,0,0,6,1,0
ParlaMint-NL-en_2014-12-09-tweedekamer-33-meta.tsv,2014-12-09,0,1,3,0,0
ParlaMint-NL-en_2014-12-09-tweedekamer-34-meta.tsv,2014-12-09,0,1,3,0,0
ParlaMint-NL-en_2014-12-09-tweedekamer-35-meta.tsv,2014-12-09,0,3,7,0,0
ParlaMint-NL-en_2014-12-09-tweedekamer-4-meta.tsv,2014-12-09,0,1,3,0,0
ParlaMint-NL-en_2014-12-09-tweedekamer-5-meta.tsv,2014-12-09,0,2,3,0,0
ParlaMint-NL-en_2014-12-09-tweedekamer-6-meta.tsv,2014-12-09,0,3,4,0,0
ParlaMint-NL-en_2014-12-09-tweedekamer-8-meta.tsv,2014-12-09,0,9,37,5,0
ParlaMint-NL-en_2014-12-09-tweedekamer-9-meta.tsv,2014-12-09,0,1,3,0,0
ParlaMint-NL-en_2014-12-10-tweedekamer-3-meta.tsv,2014-12-10,0,0,7,0,0
ParlaMint-NL-en_2014-12-10-tweedekamer-5-meta.tsv,2014-12-10,0,1,6,3,0
ParlaMint-NL-en_2014-12-10-tweedekamer-6-meta.tsv,2014-12-10,0,3,6,0,0
ParlaMint-NL-en_2014-12-10-tweedekamer-7-meta.tsv,2014-12-10,0,1,4,1,0
ParlaMint-NL-en_2014-12-11-tweedekamer-10-meta.tsv,2014-12-11,0,2,8,0,0
ParlaMint-NL-en_2014-12-11-tweedekamer-3-meta.tsv,2014-12-11,0,2,10,0,0
ParlaMint-NL-en_2014-12-11-tweedekamer-5-meta.tsv,2014-12-11,0,1,6,0,0
ParlaMint-NL-en_2014-12-11-tweedekamer-6-meta.tsv,2014-12-11,0,3,5,0,0
ParlaMint-NL-en_2014-12-11-tweedekamer-9-meta.tsv,2014-12-11,0,1,7,0,0
ParlaMint-NL-en_2014-12-15-eerstekamer-3-meta.tsv,2014-12-15,1,8,1,1,0
ParlaMint-NL-en_2014-12-15-eerstekamer-4-meta.tsv,2014-12-15,1,8,1,0,0
ParlaMint-NL-en_2014-12-15-eerstekamer-5-meta.tsv,2014-12-15,1,5,3,1,0
ParlaMint-NL-en_2014-12-16-eerstekamer-10-meta.tsv,2014-12-16,0,8,0,1,0
ParlaMint-NL-en_2014-12-16-eerstekamer-11-meta.tsv,2014-12-16,1,9,1,0,0
ParlaMint-NL-en_2014-12-16-eerstekamer-12-meta.tsv,2014-12-16,1,6,3,1,0
ParlaMint-NL-en_2014-12-16-eerstekamer-2-meta.tsv,2014-12-16,0,7,0,1,0
ParlaMint-NL-en_2014-12-16-eerstekamer-3-meta.tsv,2014-12-16,0,8,1,1,0
