Session,Date,Coalition,Opposition
ParlaMint-IT-en_2013-03-15-LEG17-Senato-sed-1-meta.tsv,2013-03-15,0,0
ParlaMint-IT-en_2013-03-16-LEG17-Senato-sed-2-meta.tsv,2013-03-16,0,0
ParlaMint-IT-en_2013-03-21-LEG17-Senato-sed-3-meta.tsv,2013-03-21,0,0
ParlaMint-IT-en_2013-03-25-LEG17-Senato-sed-4-meta.tsv,2013-03-25,0,0
ParlaMint-IT-en_2013-03-26-LEG17-Senato-sed-5-meta.tsv,2013-03-26,0,0
ParlaMint-IT-en_2013-03-27-LEG17-Senato-sed-6-meta.tsv,2013-03-27,0,0
ParlaMint-IT-en_2013-04-02-LEG17-Senato-sed-7-meta.tsv,2013-04-02,0,0
ParlaMint-IT-en_2013-04-03-LEG17-Senato-sed-8-meta.tsv,2013-04-03,0,0
ParlaMint-IT-en_2013-04-03-LEG17-Senato-sed-9-meta.tsv,2013-04-03,0,0
ParlaMint-IT-en_2013-04-09-LEG17-Senato-sed-10-meta.tsv,2013-04-09,0,0
ParlaMint-IT-en_2013-04-10-LEG17-Senato-sed-11-meta.tsv,2013-04-10,0,0
ParlaMint-IT-en_2013-04-10-LEG17-Senato-sed-12-meta.tsv,2013-04-10,0,0
ParlaMint-IT-en_2013-04-16-LEG17-Senato-sed-13-meta.tsv,2013-04-16,0,0
ParlaMint-IT-en_2013-04-17-LEG17-Senato-sed-14-meta.tsv,2013-04-17,0,0
ParlaMint-IT-en_2013-04-24-LEG17-Senato-sed-15-meta.tsv,2013-04-24,0,0
ParlaMint-IT-en_2013-04-29-LEG17-Senato-sed-16-meta.tsv,2013-04-29,1,2
ParlaMint-IT-en_2013-04-30-LEG17-Senato-sed-17-meta.tsv,2013-04-30,27,12
ParlaMint-IT-en_2013-05-06-LEG17-Senato-sed-18-meta.tsv,2013-05-06,16,16
ParlaMint-IT-en_2013-05-07-LEG17-Senato-sed-19-meta.tsv,2013-05-07,18,7
ParlaMint-IT-en_2013-05-08-LEG17-Senato-sed-20-meta.tsv,2013-05-08,9,7
ParlaMint-IT-en_2013-05-14-LEG17-Senato-sed-21-meta.tsv,2013-05-14,16,6
ParlaMint-IT-en_2013-05-15-LEG17-Senato-sed-22-meta.tsv,2013-05-15,18,4
ParlaMint-IT-en_2013-05-16-LEG17-Senato-sed-23-meta.tsv,2013-05-16,7,5
ParlaMint-IT-en_2013-05-21-LEG17-Senato-sed-24-meta.tsv,2013-05-21,12,9
ParlaMint-IT-en_2013-05-21-LEG17-Senato-sed-25-meta.tsv,2013-05-21,17,7
ParlaMint-IT-en_2013-05-22-LEG17-Senato-sed-26-meta.tsv,2013-05-22,10,5
ParlaMint-IT-en_2013-05-22-LEG17-Senato-sed-27-meta.tsv,2013-05-22,5,6
ParlaMint-IT-en_2013-05-23-LEG17-Senato-sed-28-meta.tsv,2013-05-23,3,2
ParlaMint-IT-en_2013-05-28-LEG17-Senato-sed-29-meta.tsv,2013-05-28,9,3
ParlaMint-IT-en_2013-05-29-LEG17-Senato-sed-30-meta.tsv,2013-05-29,35,10
ParlaMint-IT-en_2013-05-30-LEG17-Senato-sed-31-meta.tsv,2013-05-30,7,3
ParlaMint-IT-en_2013-06-03-LEG17-Senato-sed-32-meta.tsv,2013-06-03,17,6
ParlaMint-IT-en_2013-06-04-LEG17-Senato-sed-33-meta.tsv,2013-06-04,20,6
ParlaMint-IT-en_2013-06-05-LEG17-Senato-sed-34-meta.tsv,2013-06-05,3,2
ParlaMint-IT-en_2013-06-05-LEG17-Senato-sed-35-meta.tsv,2013-06-05,20,6
ParlaMint-IT-en_2013-06-06-LEG17-Senato-sed-36-meta.tsv,2013-06-06,21,12
ParlaMint-IT-en_2013-06-06-LEG17-Senato-sed-37-meta.tsv,2013-06-06,9,1
ParlaMint-IT-en_2013-06-11-LEG17-Senato-sed-38-meta.tsv,2013-06-11,21,13
ParlaMint-IT-en_2013-06-12-LEG17-Senato-sed-39-meta.tsv,2013-06-12,33,12
ParlaMint-IT-en_2013-06-12-LEG17-Senato-sed-40-meta.tsv,2013-06-12,12,5
ParlaMint-IT-en_2013-06-13-LEG17-Senato-sed-41-meta.tsv,2013-06-13,9,5
ParlaMint-IT-en_2013-06-13-LEG17-Senato-sed-42-meta.tsv,2013-06-13,8,6
ParlaMint-IT-en_2013-06-18-LEG17-Senato-sed-43-meta.tsv,2013-06-18,22,9
ParlaMint-IT-en_2013-06-19-LEG17-Senato-sed-44-meta.tsv,2013-06-19,28,13
ParlaMint-IT-en_2013-06-19-LEG17-Senato-sed-45-meta.tsv,2013-06-19,17,11
ParlaMint-IT-en_2013-06-20-LEG17-Senato-sed-46-meta.tsv,2013-06-20,17,12
ParlaMint-IT-en_2013-06-20-LEG17-Senato-sed-47-meta.tsv,2013-06-20,6,2
ParlaMint-IT-en_2013-06-24-LEG17-Senato-sed-48-meta.tsv,2013-06-24,1,0
ParlaMint-IT-en_2013-06-25-LEG17-Senato-sed-49-meta.tsv,2013-06-25,11,3
ParlaMint-IT-en_2013-06-25-LEG17-Senato-sed-50-meta.tsv,2013-06-25,14,10
ParlaMint-IT-en_2013-06-26-LEG17-Senato-sed-51-meta.tsv,2013-06-26,16,13
ParlaMint-IT-en_2013-06-27-LEG17-Senato-sed-52-meta.tsv,2013-06-27,10,6
ParlaMint-IT-en_2013-06-27-LEG17-Senato-sed-53-meta.tsv,2013-06-27,7,3
ParlaMint-IT-en_2013-07-02-LEG17-Senato-sed-54-meta.tsv,2013-07-02,16,8
ParlaMint-IT-en_2013-07-02-LEG17-Senato-sed-55-meta.tsv,2013-07-02,24,12
ParlaMint-IT-en_2013-07-03-LEG17-Senato-sed-56-meta.tsv,2013-07-03,32,21
ParlaMint-IT-en_2013-07-03-LEG17-Senato-sed-57-meta.tsv,2013-07-03,21,10
ParlaMint-IT-en_2013-07-04-LEG17-Senato-sed-58-meta.tsv,2013-07-04,38,22
ParlaMint-IT-en_2013-07-04-LEG17-Senato-sed-59-meta.tsv,2013-07-04,5,2
ParlaMint-IT-en_2013-07-08-LEG17-Senato-sed-60-meta.tsv,2013-07-08,20,10
ParlaMint-IT-en_2013-07-09-LEG17-Senato-sed-61-meta.tsv,2013-07-09,12,8
ParlaMint-IT-en_2013-07-09-LEG17-Senato-sed-62-meta.tsv,2013-07-09,15,5
ParlaMint-IT-en_2013-07-10-LEG17-Senato-sed-63-meta.tsv,2013-07-10,4,4
ParlaMint-IT-en_2013-07-11-LEG17-Senato-sed-64-meta.tsv,2013-07-11,28,33
ParlaMint-IT-en_2013-07-11-LEG17-Senato-sed-65-meta.tsv,2013-07-11,10,3
ParlaMint-IT-en_2013-07-15-LEG17-Senato-sed-66-meta.tsv,2013-07-15,20,8
ParlaMint-IT-en_2013-07-16-LEG17-Senato-sed-67-meta.tsv,2013-07-16,13,11
ParlaMint-IT-en_2013-07-16-LEG17-Senato-sed-68-meta.tsv,2013-07-16,11,6
ParlaMint-IT-en_2013-07-17-LEG17-Senato-sed-69-meta.tsv,2013-07-17,35,21
ParlaMint-IT-en_2013-07-17-LEG17-Senato-sed-70-meta.tsv,2013-07-17,26,10
ParlaMint-IT-en_2013-07-18-LEG17-Senato-sed-71-meta.tsv,2013-07-18,16,12
ParlaMint-IT-en_2013-07-18-LEG17-Senato-sed-72-meta.tsv,2013-07-18,14,7
ParlaMint-IT-en_2013-07-19-LEG17-Senato-sed-73-meta.tsv,2013-07-19,15,6
ParlaMint-IT-en_2013-07-23-LEG17-Senato-sed-74-meta.tsv,2013-07-23,14,15
ParlaMint-IT-en_2013-07-23-LEG17-Senato-sed-75-meta.tsv,2013-07-23,24,14
ParlaMint-IT-en_2013-07-24-LEG17-Senato-sed-76-meta.tsv,2013-07-24,32,16
ParlaMint-IT-en_2013-07-24-LEG17-Senato-sed-77-meta.tsv,2013-07-24,15,9
ParlaMint-IT-en_2013-07-25-LEG17-Senato-sed-78-meta.tsv,2013-07-25,8,4
ParlaMint-IT-en_2013-07-25-LEG17-Senato-sed-79-meta.tsv,2013-07-25,7,4
ParlaMint-IT-en_2013-07-26-LEG17-Senato-sed-80-meta.tsv,2013-07-26,7,0
ParlaMint-IT-en_2013-07-29-LEG17-Senato-sed-81-meta.tsv,2013-07-29,20,22
ParlaMint-IT-en_2013-07-30-LEG17-Senato-sed-82-meta.tsv,2013-07-30,19,28
ParlaMint-IT-en_2013-07-30-LEG17-Senato-sed-83-meta.tsv,2013-07-30,36,12
ParlaMint-IT-en_2013-07-31-LEG17-Senato-sed-84-meta.tsv,2013-07-31,14,24
ParlaMint-IT-en_2013-07-31-LEG17-Senato-sed-85-meta.tsv,2013-07-31,21,23
ParlaMint-IT-en_2013-08-01-LEG17-Senato-sed-86-meta.tsv,2013-08-01,16,17
ParlaMint-IT-en_2013-08-01-LEG17-Senato-sed-87-meta.tsv,2013-08-01,11,8
ParlaMint-IT-en_2013-08-05-LEG17-Senato-sed-88-meta.tsv,2013-08-05,4,2
ParlaMint-IT-en_2013-08-06-LEG17-Senato-sed-89-meta.tsv,2013-08-06,14,12
ParlaMint-IT-en_2013-08-06-LEG17-Senato-sed-90-meta.tsv,2013-08-06,31,23
ParlaMint-IT-en_2013-08-07-LEG17-Senato-sed-91-meta.tsv,2013-08-07,26,17
ParlaMint-IT-en_2013-08-07-LEG17-Senato-sed-92-meta.tsv,2013-08-07,22,20
ParlaMint-IT-en_2013-08-08-LEG17-Senato-sed-93-meta.tsv,2013-08-08,17,9
ParlaMint-IT-en_2013-09-04-LEG17-Senato-sed-94-meta.tsv,2013-09-04,9,3
ParlaMint-IT-en_2013-09-04-LEG17-Senato-sed-95-meta.tsv,2013-09-04,17,6
ParlaMint-IT-en_2013-09-05-LEG17-Senato-sed-96-meta.tsv,2013-09-05,9,7
ParlaMint-IT-en_2013-09-05-LEG17-Senato-sed-97-meta.tsv,2013-09-05,5,2
ParlaMint-IT-en_2013-09-10-LEG17-Senato-sed-98-meta.tsv,2013-09-10,13,7
ParlaMint-IT-en_2013-09-11-LEG17-Senato-sed-100-meta.tsv,2013-09-11,12,11
ParlaMint-IT-en_2013-09-11-LEG17-Senato-sed-99-meta.tsv,2013-09-11,13,9
ParlaMint-IT-en_2013-09-12-LEG17-Senato-sed-101-meta.tsv,2013-09-12,14,14
ParlaMint-IT-en_2013-09-12-LEG17-Senato-sed-102-meta.tsv,2013-09-12,4,2
ParlaMint-IT-en_2013-09-17-LEG17-Senato-sed-103-meta.tsv,2013-09-17,9,3
ParlaMint-IT-en_2013-09-18-LEG17-Senato-sed-104-meta.tsv,2013-09-18,8,7
ParlaMint-IT-en_2013-09-18-LEG17-Senato-sed-105-meta.tsv,2013-09-18,12,8
ParlaMint-IT-en_2013-09-19-LEG17-Senato-sed-106-meta.tsv,2013-09-19,23,20
ParlaMint-IT-en_2013-09-19-LEG17-Senato-sed-107-meta.tsv,2013-09-19,7,3
ParlaMint-IT-en_2013-09-24-LEG17-Senato-sed-108-meta.tsv,2013-09-24,2,1
ParlaMint-IT-en_2013-09-24-LEG17-Senato-sed-109-meta.tsv,2013-09-24,30,14
ParlaMint-IT-en_2013-09-25-LEG17-Senato-sed-110-meta.tsv,2013-09-25,16,6
ParlaMint-IT-en_2013-09-25-LEG17-Senato-sed-111-meta.tsv,2013-09-25,5,5
ParlaMint-IT-en_2013-09-26-LEG17-Senato-sed-112-meta.tsv,2013-09-26,12,6
ParlaMint-IT-en_2013-09-26-LEG17-Senato-sed-113-meta.tsv,2013-09-26,6,1
ParlaMint-IT-en_2013-10-01-LEG17-Senato-sed-114-meta.tsv,2013-10-01,2,2
ParlaMint-IT-en_2013-10-02-LEG17-Senato-sed-115-meta.tsv,2013-10-02,12,9
ParlaMint-IT-en_2013-10-02-LEG17-Senato-sed-116-meta.tsv,2013-10-02,8,8
ParlaMint-IT-en_2013-10-03-LEG17-Senato-sed-117-meta.tsv,2013-10-03,14,10
ParlaMint-IT-en_2013-10-03-LEG17-Senato-sed-118-meta.tsv,2013-10-03,7,3
ParlaMint-IT-en_2013-10-08-LEG17-Senato-sed-119-meta.tsv,2013-10-08,12,9
ParlaMint-IT-en_2013-10-09-LEG17-Senato-sed-120-meta.tsv,2013-10-09,21,20
