Session,Date,Silent Generation,Baby Boomers,Generation X,Millennials,Generation Z
ParlaMint-PL-en_2015-11-12-sejm-01-1-meta.tsv,2015-11-12,7,210,145,46,0
ParlaMint-PL-en_2015-11-12-senat-01-1-meta.tsv,2015-11-12,2,4,2,1,0
ParlaMint-PL-en_2015-11-13-sejm-01-2-meta.tsv,2015-11-13,0,8,4,2,0
ParlaMint-PL-en_2015-11-13-senat-01-2-meta.tsv,2015-11-13,4,13,4,0,0
ParlaMint-PL-en_2015-11-16-sejm-01-3-meta.tsv,2015-11-16,0,9,6,1,0
ParlaMint-PL-en_2015-11-18-sejm-01-4-meta.tsv,2015-11-18,1,52,39,22,0
ParlaMint-PL-en_2015-11-18-senat-02-1-meta.tsv,2015-11-18,2,16,5,0,0
ParlaMint-PL-en_2015-11-19-sejm-01-5-meta.tsv,2015-11-19,0,12,10,3,0
ParlaMint-PL-en_2015-11-19-senat-02-2-meta.tsv,2015-11-19,4,18,10,0,0
ParlaMint-PL-en_2015-11-20-senat-02-3-meta.tsv,2015-11-20,1,4,2,0,0
ParlaMint-PL-en_2015-11-25-sejm-02-1-meta.tsv,2015-11-25,3,33,34,16,0
ParlaMint-PL-en_2015-11-26-sejm-02-2-meta.tsv,2015-11-26,2,18,16,6,0
ParlaMint-PL-en_2015-11-26-senat-03-1-meta.tsv,2015-11-26,1,21,9,0,0
ParlaMint-PL-en_2015-12-02-sejm-03-1-meta.tsv,2015-12-02,1,46,34,10,0
ParlaMint-PL-en_2015-12-09-sejm-04-1-meta.tsv,2015-12-09,0,42,35,9,0
ParlaMint-PL-en_2015-12-10-sejm-04-2-meta.tsv,2015-12-10,1,35,20,10,0
ParlaMint-PL-en_2015-12-10-senat-04-1-meta.tsv,2015-12-10,2,14,3,1,0
ParlaMint-PL-en_2015-12-15-sejm-05-1-meta.tsv,2015-12-15,0,53,25,7,0
ParlaMint-PL-en_2015-12-16-sejm-05-2-meta.tsv,2015-12-16,1,63,44,12,0
ParlaMint-PL-en_2015-12-17-sejm-05-3-meta.tsv,2015-12-17,2,40,53,16,0
ParlaMint-PL-en_2015-12-17-senat-05-1-meta.tsv,2015-12-17,2,23,6,0,0
ParlaMint-PL-en_2015-12-18-senat-05-2-meta.tsv,2015-12-18,3,17,8,0,0
ParlaMint-PL-en_2015-12-21-sejm-06-1-meta.tsv,2015-12-21,0,38,26,10,0
ParlaMint-PL-en_2015-12-22-sejm-06-2-meta.tsv,2015-12-22,2,57,50,16,0
ParlaMint-PL-en_2015-12-22-senat-06-1-meta.tsv,2015-12-22,2,15,9,0,0
ParlaMint-PL-en_2015-12-23-senat-06-2-meta.tsv,2015-12-23,4,31,14,0,0
ParlaMint-PL-en_2015-12-29-sejm-07-1-meta.tsv,2015-12-29,2,84,72,27,0
ParlaMint-PL-en_2015-12-30-sejm-07-2-meta.tsv,2015-12-30,1,42,36,14,0
ParlaMint-PL-en_2015-12-30-senat-07-1-meta.tsv,2015-12-30,4,33,9,0,0
ParlaMint-PL-en_2015-12-31-senat-07-2-meta.tsv,2015-12-31,3,25,11,0,0
ParlaMint-PL-en_2016-01-13-sejm-08-1-meta.tsv,2016-01-13,2,35,41,11,0
ParlaMint-PL-en_2016-01-13-senat-08-1-meta.tsv,2016-01-13,2,16,3,1,0
ParlaMint-PL-en_2016-01-14-sejm-08-2-meta.tsv,2016-01-14,0,52,47,13,0
ParlaMint-PL-en_2016-01-15-sejm-08-3-meta.tsv,2016-01-15,0,21,19,9,0
ParlaMint-PL-en_2016-01-27-sejm-09-1-meta.tsv,2016-01-27,0,47,39,12,0
ParlaMint-PL-en_2016-01-28-sejm-09-2-meta.tsv,2016-01-28,1,50,36,14,0
ParlaMint-PL-en_2016-01-28-sejm-10-1-meta.tsv,2016-01-28,1,20,26,13,0
ParlaMint-PL-en_2016-01-28-senat-09-1-meta.tsv,2016-01-28,5,20,4,0,0
ParlaMint-PL-en_2016-01-29-sejm-10-2-meta.tsv,2016-01-29,2,86,66,23,0
ParlaMint-PL-en_2016-01-29-senat-09-2-meta.tsv,2016-01-29,4,33,12,1,0
ParlaMint-PL-en_2016-01-30-senat-09-3-meta.tsv,2016-01-30,4,27,6,1,0
ParlaMint-PL-en_2016-02-09-sejm-11-1-meta.tsv,2016-02-09,1,69,60,21,0
ParlaMint-PL-en_2016-02-10-sejm-11-2-meta.tsv,2016-02-10,0,52,46,15,0
ParlaMint-PL-en_2016-02-11-sejm-11-3-meta.tsv,2016-02-11,0,33,31,15,0
