Session,Date,Left,Centre,Right
ParlaMint-PL-en_2015-11-12-sejm-01-1-meta.tsv,2015-11-12,0,2,218
ParlaMint-PL-en_2015-11-12-senat-01-1-meta.tsv,2015-11-12,0,0,6
ParlaMint-PL-en_2015-11-13-sejm-01-2-meta.tsv,2015-11-13,0,0,8
ParlaMint-PL-en_2015-11-13-senat-01-2-meta.tsv,2015-11-13,0,0,15
ParlaMint-PL-en_2015-11-16-sejm-01-3-meta.tsv,2015-11-16,0,0,8
ParlaMint-PL-en_2015-11-18-sejm-01-4-meta.tsv,2015-11-18,0,2,42
ParlaMint-PL-en_2015-11-18-senat-02-1-meta.tsv,2015-11-18,0,0,10
ParlaMint-PL-en_2015-11-19-sejm-01-5-meta.tsv,2015-11-19,0,1,8
ParlaMint-PL-en_2015-11-19-senat-02-2-meta.tsv,2015-11-19,0,0,11
ParlaMint-PL-en_2015-11-20-senat-02-3-meta.tsv,2015-11-20,0,0,3
ParlaMint-PL-en_2015-11-25-sejm-02-1-meta.tsv,2015-11-25,0,2,35
ParlaMint-PL-en_2015-11-26-sejm-02-2-meta.tsv,2015-11-26,0,0,21
ParlaMint-PL-en_2015-11-26-senat-03-1-meta.tsv,2015-11-26,0,0,14
ParlaMint-PL-en_2015-12-02-sejm-03-1-meta.tsv,2015-12-02,0,2,42
ParlaMint-PL-en_2015-12-09-sejm-04-1-meta.tsv,2015-12-09,0,2,38
ParlaMint-PL-en_2015-12-10-sejm-04-2-meta.tsv,2015-12-10,0,1,42
ParlaMint-PL-en_2015-12-10-senat-04-1-meta.tsv,2015-12-10,0,0,9
ParlaMint-PL-en_2015-12-15-sejm-05-1-meta.tsv,2015-12-15,0,0,41
ParlaMint-PL-en_2015-12-16-sejm-05-2-meta.tsv,2015-12-16,0,1,56
ParlaMint-PL-en_2015-12-17-sejm-05-3-meta.tsv,2015-12-17,0,2,37
ParlaMint-PL-en_2015-12-17-senat-05-1-meta.tsv,2015-12-17,0,0,18
ParlaMint-PL-en_2015-12-18-senat-05-2-meta.tsv,2015-12-18,0,0,17
ParlaMint-PL-en_2015-12-21-sejm-06-1-meta.tsv,2015-12-21,0,1,45
ParlaMint-PL-en_2015-12-22-sejm-06-2-meta.tsv,2015-12-22,0,2,54
ParlaMint-PL-en_2015-12-22-senat-06-1-meta.tsv,2015-12-22,0,0,14
ParlaMint-PL-en_2015-12-23-senat-06-2-meta.tsv,2015-12-23,0,0,27
ParlaMint-PL-en_2015-12-29-sejm-07-1-meta.tsv,2015-12-29,0,2,77
ParlaMint-PL-en_2015-12-30-sejm-07-2-meta.tsv,2015-12-30,0,1,36
ParlaMint-PL-en_2015-12-30-senat-07-1-meta.tsv,2015-12-30,0,0,23
