Session,Date,Male,Female
ParlaMint-PL-en_2016-01-28-sejm-09-2-meta.tsv,2016-01-28,85,35
ParlaMint-PL-en_2016-01-28-sejm-10-1-meta.tsv,2016-01-28,46,20
ParlaMint-PL-en_2016-01-28-senat-09-1-meta.tsv,2016-01-28,29,5
ParlaMint-PL-en_2016-01-29-sejm-10-2-meta.tsv,2016-01-29,134,58
ParlaMint-PL-en_2016-01-29-senat-09-2-meta.tsv,2016-01-29,53,6
ParlaMint-PL-en_2016-01-30-senat-09-3-meta.tsv,2016-01-30,35,5
ParlaMint-PL-en_2016-02-09-sejm-11-1-meta.tsv,2016-02-09,114,59
ParlaMint-PL-en_2016-02-10-sejm-11-2-meta.tsv,2016-02-10,86,51
ParlaMint-PL-en_2016-02-11-sejm-11-3-meta.tsv,2016-02-11,51,38
ParlaMint-PL-en_2016-02-12-senat-10-1-meta.tsv,2016-02-12,48,6
ParlaMint-PL-en_2016-02-17-senat-11-1-meta.tsv,2016-02-17,29,4
ParlaMint-PL-en_2016-02-18-senat-11-2-meta.tsv,2016-02-18,35,8
ParlaMint-PL-en_2016-02-19-senat-11-3-meta.tsv,2016-02-19,15,2
ParlaMint-PL-en_2016-02-24-sejm-12-1-meta.tsv,2016-02-24,58,28
ParlaMint-PL-en_2016-02-25-sejm-12-2-meta.tsv,2016-02-25,88,31
ParlaMint-PL-en_2016-02-26-sejm-12-3-meta.tsv,2016-02-26,18,3
ParlaMint-PL-en_2016-03-09-sejm-13-1-meta.tsv,2016-03-09,67,21
ParlaMint-PL-en_2016-03-09-senat-12-1-meta.tsv,2016-03-09,32,4
ParlaMint-PL-en_2016-03-10-sejm-13-2-meta.tsv,2016-03-10,80,38
ParlaMint-PL-en_2016-03-10-senat-12-2-meta.tsv,2016-03-10,21,2
ParlaMint-PL-en_2016-03-11-sejm-13-3-meta.tsv,2016-03-11,39,18
ParlaMint-PL-en_2016-03-16-sejm-14-1-meta.tsv,2016-03-16,58,26
ParlaMint-PL-en_2016-03-16-senat-13-1-meta.tsv,2016-03-16,29,6
ParlaMint-PL-en_2016-03-17-sejm-14-2-meta.tsv,2016-03-17,98,39
ParlaMint-PL-en_2016-03-17-senat-13-2-meta.tsv,2016-03-17,26,5
ParlaMint-PL-en_2016-03-18-sejm-14-3-meta.tsv,2016-03-18,46,16
ParlaMint-PL-en_2016-03-18-senat-13-3-meta.tsv,2016-03-18,26,4
ParlaMint-PL-en_2016-03-30-sejm-15-1-meta.tsv,2016-03-30,87,24
ParlaMint-PL-en_2016-03-31-sejm-15-2-meta.tsv,2016-03-31,96,45
ParlaMint-PL-en_2016-04-01-sejm-15-3-meta.tsv,2016-04-01,54,18
ParlaMint-PL-en_2016-04-06-senat-14-1-meta.tsv,2016-04-06,32,1
ParlaMint-PL-en_2016-04-07-senat-14-2-meta.tsv,2016-04-07,23,4
ParlaMint-PL-en_2016-04-12-sejm-16-1-meta.tsv,2016-04-12,58,27
ParlaMint-PL-en_2016-04-13-sejm-16-2-meta.tsv,2016-04-13,95,46
ParlaMint-PL-en_2016-04-13-senat-15-1-meta.tsv,2016-04-13,51,5
ParlaMint-PL-en_2016-04-14-sejm-16-3-meta.tsv,2016-04-14,28,5
ParlaMint-PL-en_2016-04-20-senat-15-2-meta.tsv,2016-04-20,35,5
ParlaMint-PL-en_2016-04-27-sejm-17-1-meta.tsv,2016-04-27,43,13
ParlaMint-PL-en_2016-04-28-sejm-17-2-meta.tsv,2016-04-28,109,54
ParlaMint-PL-en_2016-04-28-senat-16-1-meta.tsv,2016-04-28,35,2
ParlaMint-PL-en_2016-04-29-sejm-17-3-meta.tsv,2016-04-29,48,14
ParlaMint-PL-en_2016-04-29-senat-16-2-meta.tsv,2016-04-29,39,3
ParlaMint-PL-en_2016-05-11-sejm-18-1-meta.tsv,2016-05-11,84,25
ParlaMint-PL-en_2016-05-11-senat-17-1-meta.tsv,2016-05-11,42,5
ParlaMint-PL-en_2016-05-12-sejm-18-2-meta.tsv,2016-05-12,105,50
ParlaMint-PL-en_2016-05-12-senat-17-2-meta.tsv,2016-05-12,16,0
ParlaMint-PL-en_2016-05-13-sejm-18-3-meta.tsv,2016-05-13,47,17
ParlaMint-PL-en_2016-05-18-sejm-19-1-meta.tsv,2016-05-18,68,40
ParlaMint-PL-en_2016-05-18-senat-18-1-meta.tsv,2016-05-18,24,3
ParlaMint-PL-en_2016-05-19-sejm-19-2-meta.tsv,2016-05-19,96,54
ParlaMint-PL-en_2016-05-19-senat-18-2-meta.tsv,2016-05-19,23,0
ParlaMint-PL-en_2016-05-20-sejm-19-3-meta.tsv,2016-05-20,73,31
ParlaMint-PL-en_2016-06-08-sejm-20-1-meta.tsv,2016-06-08,110,45
ParlaMint-PL-en_2016-06-08-senat-19-1-meta.tsv,2016-06-08,41,3
ParlaMint-PL-en_2016-06-09-sejm-20-2-meta.tsv,2016-06-09,120,57
ParlaMint-PL-en_2016-06-09-senat-19-2-meta.tsv,2016-06-09,39,5
ParlaMint-PL-en_2016-06-10-sejm-20-3-meta.tsv,2016-06-10,72,24
ParlaMint-PL-en_2016-06-15-senat-20-1-meta.tsv,2016-06-15,40,6
ParlaMint-PL-en_2016-06-16-senat-20-2-meta.tsv,2016-06-16,48,5
ParlaMint-PL-en_2016-06-21-sejm-21-1-meta.tsv,2016-06-21,68,46
ParlaMint-PL-en_2016-06-22-sejm-21-2-meta.tsv,2016-06-22,96,57
ParlaMint-PL-en_2016-06-23-sejm-21-3-meta.tsv,2016-06-23,25,12
ParlaMint-PL-en_2016-06-23-senat-21-1-meta.tsv,2016-06-23,28,6
ParlaMint-PL-en_2016-06-24-senat-21-2-meta.tsv,2016-06-24,27,3
ParlaMint-PL-en_2016-06-29-senat-21-3-meta.tsv,2016-06-29,35,4
ParlaMint-PL-en_2016-07-05-sejm-22-1-meta.tsv,2016-07-05,99,44
ParlaMint-PL-en_2016-07-06-sejm-22-2-meta.tsv,2016-07-06,133,53
ParlaMint-PL-en_2016-07-06-senat-22-1-meta.tsv,2016-07-06,42,4
ParlaMint-PL-en_2016-07-07-sejm-22-3-meta.tsv,2016-07-07,73,29
ParlaMint-PL-en_2016-07-07-senat-22-2-meta.tsv,2016-07-07,45,5
ParlaMint-PL-en_2016-07-19-sejm-23-1-meta.tsv,2016-07-19,88,32
ParlaMint-PL-en_2016-07-20-sejm-23-2-meta.tsv,2016-07-20,78,39
ParlaMint-PL-en_2016-07-20-senat-23-1-meta.tsv,2016-07-20,42,5
ParlaMint-PL-en_2016-07-21-sejm-23-3-meta.tsv,2016-07-21,114,59
ParlaMint-PL-en_2016-07-21-senat-23-2-meta.tsv,2016-07-21,52,4
ParlaMint-PL-en_2016-07-22-sejm-23-4-meta.tsv,2016-07-22,75,25
ParlaMint-PL-en_2016-07-22-senat-23-3-meta.tsv,2016-07-22,45,7
ParlaMint-PL-en_2016-08-03-senat-24-1-meta.tsv,2016-08-03,52,6
ParlaMint-PL-en_2016-08-04-senat-24-2-meta.tsv,2016-08-04,25,4
ParlaMint-PL-en_2016-09-05-sejm-24-1-meta.tsv,2016-09-05,98,36
ParlaMint-PL-en_2016-09-09-senat-25-1-meta.tsv,2016-09-09,22,0
ParlaMint-PL-en_2016-09-13-sejm-25-1-meta.tsv,2016-09-13,86,42
ParlaMint-PL-en_2016-09-14-sejm-25-2-meta.tsv,2016-09-14,68,26
ParlaMint-PL-en_2016-09-21-sejm-26-1-meta.tsv,2016-09-21,70,36
ParlaMint-PL-en_2016-09-21-senat-26-1-meta.tsv,2016-09-21,30,3
ParlaMint-PL-en_2016-09-22-sejm-26-2-meta.tsv,2016-09-22,103,75
ParlaMint-PL-en_2016-09-22-senat-26-2-meta.tsv,2016-09-22,34,5
ParlaMint-PL-en_2016-09-23-sejm-26-3-meta.tsv,2016-09-23,43,23
ParlaMint-PL-en_2016-10-04-sejm-27-1-meta.tsv,2016-10-04,95,34
ParlaMint-PL-en_2016-10-05-sejm-27-2-meta.tsv,2016-10-05,118,53
ParlaMint-PL-en_2016-10-05-senat-27-1-meta.tsv,2016-10-05,16,3
ParlaMint-PL-en_2016-10-06-sejm-27-3-meta.tsv,2016-10-06,79,24
ParlaMint-PL-en_2016-10-06-senat-27-2-meta.tsv,2016-10-06,25,1
ParlaMint-PL-en_2016-10-18-senat-27-3-meta.tsv,2016-10-18,25,3
ParlaMint-PL-en_2016-10-19-sejm-28-1-meta.tsv,2016-10-19,92,41
ParlaMint-PL-en_2016-10-19-senat-28-1-meta.tsv,2016-10-19,48,4
ParlaMint-PL-en_2016-10-20-sejm-28-2-meta.tsv,2016-10-20,115,49
ParlaMint-PL-en_2016-10-20-senat-28-2-meta.tsv,2016-10-20,12,0
ParlaMint-PL-en_2016-10-21-sejm-28-3-meta.tsv,2016-10-21,69,22
ParlaMint-PL-en_2016-10-21-senat-28-3-meta.tsv,2016-10-21,20,2
ParlaMint-PL-en_2016-11-03-sejm-29-1-meta.tsv,2016-11-03,101,51
ParlaMint-PL-en_2016-11-03-senat-29-1-meta.tsv,2016-11-03,35,5
ParlaMint-PL-en_2016-11-04-sejm-29-2-meta.tsv,2016-11-04,115,42
ParlaMint-PL-en_2016-11-04-senat-29-2-meta.tsv,2016-11-04,37,9
ParlaMint-PL-en_2016-11-15-sejm-30-1-meta.tsv,2016-11-15,97,32
ParlaMint-PL-en_2016-11-15-senat-30-1-meta.tsv,2016-11-15,32,2
ParlaMint-PL-en_2016-11-16-sejm-30-2-meta.tsv,2016-11-16,105,49
ParlaMint-PL-en_2016-11-16-senat-30-2-meta.tsv,2016-11-16,51,3
ParlaMint-PL-en_2016-11-17-senat-30-3-meta.tsv,2016-11-17,8,0
ParlaMint-PL-en_2016-11-28-senat-31-1-meta.tsv,2016-11-28,26,2
ParlaMint-PL-en_2016-11-29-sejm-31-1-meta.tsv,2016-11-29,97,55
ParlaMint-PL-en_2016-11-29-senat-31-2-meta.tsv,2016-11-29,30,6
ParlaMint-PL-en_2016-11-30-sejm-31-2-meta.tsv,2016-11-30,93,48
ParlaMint-PL-en_2016-11-30-senat-31-3-meta.tsv,2016-11-30,43,7
ParlaMint-PL-en_2016-12-01-sejm-31-3-meta.tsv,2016-12-01,118,41
ParlaMint-PL-en_2016-12-01-senat-31-4-meta.tsv,2016-12-01,48,7
ParlaMint-PL-en_2016-12-02-sejm-31-4-meta.tsv,2016-12-02,82,27
ParlaMint-PL-en_2016-12-02-senat-31-5-meta.tsv,2016-12-02,14,0
ParlaMint-PL-en_2016-12-07-senat-31-6-meta.tsv,2016-12-07,38,6
ParlaMint-PL-en_2016-12-13-sejm-32-1-meta.tsv,2016-12-13,82,56
ParlaMint-PL-en_2016-12-13-senat-32-1-meta.tsv,2016-12-13,28,4
ParlaMint-PL-en_2016-12-14-sejm-32-2-meta.tsv,2016-12-14,122,49
ParlaMint-PL-en_2016-12-14-senat-32-2-meta.tsv,2016-12-14,24,3
ParlaMint-PL-en_2016-12-15-sejm-32-3-meta.tsv,2016-12-15,100,43
ParlaMint-PL-en_2016-12-15-senat-32-3-meta.tsv,2016-12-15,37,6
ParlaMint-PL-en_2016-12-16-sejm-33-1-meta.tsv,2016-12-16,65,22
ParlaMint-PL-en_2016-12-16-senat-32-4-meta.tsv,2016-12-16,30,3
ParlaMint-PL-en_2016-12-20-senat-32-5-meta.tsv,2016-12-20,43,6
ParlaMint-PL-en_2016-12-21-senat-32-6-meta.tsv,2016-12-21,10,0
ParlaMint-PL-en_2017-01-11-sejm-34-1-meta.tsv,2017-01-11,1,0
ParlaMint-PL-en_2017-01-11-senat-33-1-meta.tsv,2017-01-11,39,7
ParlaMint-PL-en_2017-01-12-sejm-34-2-meta.tsv,2017-01-12,1,0
ParlaMint-PL-en_2017-01-25-sejm-34-3-meta.tsv,2017-01-25,70,32
ParlaMint-PL-en_2017-01-26-sejm-34-4-meta.tsv,2017-01-26,92,45
ParlaMint-PL-en_2017-02-01-senat-34-1-meta.tsv,2017-02-01,33,5
ParlaMint-PL-en_2017-02-08-sejm-35-1-meta.tsv,2017-02-08,77,32
ParlaMint-PL-en_2017-02-09-sejm-35-2-meta.tsv,2017-02-09,117,41
ParlaMint-PL-en_2017-02-10-sejm-35-3-meta.tsv,2017-02-10,56,15
ParlaMint-PL-en_2017-02-21-senat-35-1-meta.tsv,2017-02-21,28,2
ParlaMint-PL-en_2017-02-22-sejm-36-1-meta.tsv,2017-02-22,75,35
ParlaMint-PL-en_2017-02-22-senat-35-2-meta.tsv,2017-02-22,23,2
ParlaMint-PL-en_2017-02-23-sejm-36-2-meta.tsv,2017-02-23,103,31
ParlaMint-PL-en_2017-02-24-sejm-36-3-meta.tsv,2017-02-24,58,20
ParlaMint-PL-en_2017-02-24-senat-35-3-meta.tsv,2017-02-24,12,0
ParlaMint-PL-en_2017-03-02-senat-36-1-meta.tsv,2017-03-02,29,4
ParlaMint-PL-en_2017-03-03-senat-36-2-meta.tsv,2017-03-03,34,3
ParlaMint-PL-en_2017-03-08-sejm-37-1-meta.tsv,2017-03-08,71,25
ParlaMint-PL-en_2017-03-09-sejm-37-2-meta.tsv,2017-03-09,135,42
ParlaMint-PL-en_2017-03-10-sejm-37-3-meta.tsv,2017-03-10,31,15
ParlaMint-PL-en_2017-03-15-senat-37-1-meta.tsv,2017-03-15,36,4
ParlaMint-PL-en_2017-03-16-senat-37-2-meta.tsv,2017-03-16,33,4
ParlaMint-PL-en_2017-03-22-sejm-38-1-meta.tsv,2017-03-22,84,36
ParlaMint-PL-en_2017-03-23-sejm-38-2-meta.tsv,2017-03-23,117,46
ParlaMint-PL-en_2017-03-29-senat-38-1-meta.tsv,2017-03-29,32,3
ParlaMint-PL-en_2017-03-30-senat-38-2-meta.tsv,2017-03-30,28,0
ParlaMint-PL-en_2017-04-05-sejm-39-1-meta.tsv,2017-04-05,84,23
ParlaMint-PL-en_2017-04-06-sejm-39-2-meta.tsv,2017-04-06,107,38
ParlaMint-PL-en_2017-04-07-sejm-39-3-meta.tsv,2017-04-07,59,24
ParlaMint-PL-en_2017-04-20-sejm-40-1-meta.tsv,2017-04-20,98,31
ParlaMint-PL-en_2017-04-20-senat-39-1-meta.tsv,2017-04-20,33,10
ParlaMint-PL-en_2017-04-21-sejm-40-2-meta.tsv,2017-04-21,69,36
ParlaMint-PL-en_2017-04-21-senat-39-2-meta.tsv,2017-04-21,34,5
ParlaMint-PL-en_2017-04-26-senat-40-1-meta.tsv,2017-04-26,50,4
ParlaMint-PL-en_2017-04-27-senat-40-2-meta.tsv,2017-04-27,33,5
ParlaMint-PL-en_2017-05-10-sejm-41-1-meta.tsv,2017-05-10,79,26
ParlaMint-PL-en_2017-05-11-sejm-41-2-meta.tsv,2017-05-11,63,41
ParlaMint-PL-en_2017-05-16-senat-41-1-meta.tsv,2017-05-16,29,2
ParlaMint-PL-en_2017-05-17-senat-41-2-meta.tsv,2017-05-17,20,5
ParlaMint-PL-en_2017-05-24-sejm-42-1-meta.tsv,2017-05-24,85,26
ParlaMint-PL-en_2017-05-25-sejm-42-2-meta.tsv,2017-05-25,107,47
ParlaMint-PL-en_2017-05-31-senat-42-1-meta.tsv,2017-05-31,36,5
ParlaMint-PL-en_2017-06-01-senat-42-2-meta.tsv,2017-06-01,20,5
ParlaMint-PL-en_2017-06-07-sejm-43-1-meta.tsv,2017-06-07,73,34
ParlaMint-PL-en_2017-06-08-sejm-43-2-meta.tsv,2017-06-08,120,60
ParlaMint-PL-en_2017-06-09-sejm-43-3-meta.tsv,2017-06-09,28,15
ParlaMint-PL-en_2017-06-20-sejm-44-1-meta.tsv,2017-06-20,105,58
ParlaMint-PL-en_2017-06-21-sejm-44-2-meta.tsv,2017-06-21,80,36
ParlaMint-PL-en_2017-06-21-senat-43-1-meta.tsv,2017-06-21,27,4
ParlaMint-PL-en_2017-06-22-sejm-44-3-meta.tsv,2017-06-22,47,19
ParlaMint-PL-en_2017-06-22-senat-43-2-meta.tsv,2017-06-22,35,3
ParlaMint-PL-en_2017-06-28-senat-44-1-meta.tsv,2017-06-28,35,4
ParlaMint-PL-en_2017-06-29-senat-44-2-meta.tsv,2017-06-29,8,1
ParlaMint-PL-en_2017-07-05-sejm-45-1-meta.tsv,2017-07-05,91,43
ParlaMint-PL-en_2017-07-07-sejm-45-2-meta.tsv,2017-07-07,68,42
ParlaMint-PL-en_2017-07-12-sejm-45-3-meta.tsv,2017-07-12,106,49
ParlaMint-PL-en_2017-07-12-senat-45-1-meta.tsv,2017-07-12,41,5
ParlaMint-PL-en_2017-07-13-senat-45-2-meta.tsv,2017-07-13,39,4
ParlaMint-PL-en_2017-07-14-senat-45-3-meta.tsv,2017-07-14,47,5
ParlaMint-PL-en_2017-07-18-sejm-46-1-meta.tsv,2017-07-18,123,70
ParlaMint-PL-en_2017-07-18-senat-45-4-meta.tsv,2017-07-18,34,4
ParlaMint-PL-en_2017-07-19-sejm-46-2-meta.tsv,2017-07-19,89,41
ParlaMint-PL-en_2017-07-19-senat-45-5-meta.tsv,2017-07-19,31,6
ParlaMint-PL-en_2017-07-20-sejm-46-3-meta.tsv,2017-07-20,70,38
ParlaMint-PL-en_2017-07-21-senat-45-6-meta.tsv,2017-07-21,46,3
ParlaMint-PL-en_2017-07-26-senat-46-1-meta.tsv,2017-07-26,46,4
ParlaMint-PL-en_2017-07-27-senat-46-2-meta.tsv,2017-07-27,19,2
ParlaMint-PL-en_2017-09-12-sejm-47-1-meta.tsv,2017-09-12,82,32
ParlaMint-PL-en_2017-09-13-sejm-47-2-meta.tsv,2017-09-13,64,38
ParlaMint-PL-en_2017-09-14-sejm-47-3-meta.tsv,2017-09-14,70,51
ParlaMint-PL-en_2017-09-15-sejm-47-4-meta.tsv,2017-09-15,66,30
ParlaMint-PL-en_2017-09-21-senat-47-1-meta.tsv,2017-09-21,36,5
ParlaMint-PL-en_2017-09-22-senat-47-2-meta.tsv,2017-09-22,32,8
ParlaMint-PL-en_2017-09-26-senat-47-3-meta.tsv,2017-09-26,25,3
ParlaMint-PL-en_2017-09-27-sejm-48-1-meta.tsv,2017-09-27,71,36
ParlaMint-PL-en_2017-09-27-senat-47-4-meta.tsv,2017-09-27,49,5
ParlaMint-PL-en_2017-09-28-sejm-48-2-meta.tsv,2017-09-28,100,43
ParlaMint-PL-en_2017-09-28-senat-47-5-meta.tsv,2017-09-28,27,2
ParlaMint-PL-en_2017-09-29-sejm-48-3-meta.tsv,2017-09-29,41,15
ParlaMint-PL-en_2017-10-10-sejm-49-1-meta.tsv,2017-10-10,66,33
ParlaMint-PL-en_2017-10-11-sejm-49-2-meta.tsv,2017-10-11,67,23
ParlaMint-PL-en_2017-10-12-sejm-49-3-meta.tsv,2017-10-12,103,51
ParlaMint-PL-en_2017-10-13-sejm-49-4-meta.tsv,2017-10-13,18,17
ParlaMint-PL-en_2017-10-18-senat-48-1-meta.tsv,2017-10-18,31,8
ParlaMint-PL-en_2017-10-19-senat-48-2-meta.tsv,2017-10-19,38,4
ParlaMint-PL-en_2017-10-25-sejm-50-1-meta.tsv,2017-10-25,89,38
ParlaMint-PL-en_2017-10-26-sejm-50-2-meta.tsv,2017-10-26,103,53
ParlaMint-PL-en_2017-10-27-sejm-50-3-meta.tsv,2017-10-27,51,27
ParlaMint-PL-en_2017-11-08-sejm-51-1-meta.tsv,2017-11-08,81,34
ParlaMint-PL-en_2017-11-09-sejm-51-2-meta.tsv,2017-11-09,100,47
ParlaMint-PL-en_2017-11-09-senat-49-1-meta.tsv,2017-11-09,41,7
ParlaMint-PL-en_2017-11-10-senat-49-2-meta.tsv,2017-11-10,23,5
ParlaMint-PL-en_2017-11-14-senat-50-1-meta.tsv,2017-11-14,39,8
ParlaMint-PL-en_2017-11-15-senat-50-2-meta.tsv,2017-11-15,21,4
ParlaMint-PL-en_2017-11-22-sejm-52-1-meta.tsv,2017-11-22,119,50
ParlaMint-PL-en_2017-11-23-sejm-52-2-meta.tsv,2017-11-23,154,54
ParlaMint-PL-en_2017-11-24-sejm-52-3-meta.tsv,2017-11-24,75,25
ParlaMint-PL-en_2017-12-05-senat-51-1-meta.tsv,2017-12-05,43,4
ParlaMint-PL-en_2017-12-06-sejm-53-1-meta.tsv,2017-12-06,100,41
ParlaMint-PL-en_2017-12-06-senat-51-2-meta.tsv,2017-12-06,28,4
ParlaMint-PL-en_2017-12-07-sejm-53-2-meta.tsv,2017-12-07,80,41
ParlaMint-PL-en_2017-12-07-senat-51-3-meta.tsv,2017-12-07,21,5
ParlaMint-PL-en_2017-12-08-sejm-53-3-meta.tsv,2017-12-08,73,24
ParlaMint-PL-en_2017-12-12-sejm-54-1-meta.tsv,2017-12-12,104,44
ParlaMint-PL-en_2017-12-12-senat-52-1-meta.tsv,2017-12-12,29,3
ParlaMint-PL-en_2017-12-13-sejm-54-2-meta.tsv,2017-12-13,106,40
ParlaMint-PL-en_2017-12-13-senat-52-2-meta.tsv,2017-12-13,37,5
ParlaMint-PL-en_2017-12-14-sejm-54-3-meta.tsv,2017-12-14,101,33
ParlaMint-PL-en_2017-12-14-senat-52-3-meta.tsv,2017-12-14,39,6
ParlaMint-PL-en_2017-12-15-sejm-54-4-meta.tsv,2017-12-15,13,5
ParlaMint-PL-en_2017-12-15-senat-52-4-meta.tsv,2017-12-15,37,5
ParlaMint-PL-en_2017-12-19-senat-53-1-meta.tsv,2017-12-19,40,4
ParlaMint-PL-en_2017-12-20-senat-53-2-meta.tsv,2017-12-20,35,6
ParlaMint-PL-en_2017-12-21-senat-53-3-meta.tsv,2017-12-21,36,3
ParlaMint-PL-en_2018-01-09-sejm-55-1-meta.tsv,2018-01-09,74,29
ParlaMint-PL-en_2018-01-10-sejm-55-2-meta.tsv,2018-01-10,107,45
ParlaMint-PL-en_2018-01-11-sejm-56-1-meta.tsv,2018-01-11,53,19
ParlaMint-PL-en_2018-01-17-senat-54-1-meta.tsv,2018-01-17,37,8
ParlaMint-PL-en_2018-01-18-senat-54-2-meta.tsv,2018-01-18,21,3
ParlaMint-PL-en_2018-01-19-senat-54-3-meta.tsv,2018-01-19,8,2
ParlaMint-PL-en_2018-01-25-sejm-57-1-meta.tsv,2018-01-25,92,37
ParlaMint-PL-en_2018-01-26-sejm-57-2-meta.tsv,2018-01-26,82,34
ParlaMint-PL-en_2018-01-31-senat-55-1-meta.tsv,2018-01-31,46,6
ParlaMint-PL-en_2018-02-06-sejm-58-1-meta.tsv,2018-02-06,49,29
ParlaMint-PL-en_2018-02-07-sejm-58-2-meta.tsv,2018-02-07,74,43
ParlaMint-PL-en_2018-02-08-sejm-58-3-meta.tsv,2018-02-08,32,18
ParlaMint-PL-en_2018-02-14-senat-56-1-meta.tsv,2018-02-14,32,3
ParlaMint-PL-en_2018-02-15-senat-56-2-meta.tsv,2018-02-15,22,4
ParlaMint-PL-en_2018-02-27-sejm-59-1-meta.tsv,2018-02-27,65,27
ParlaMint-PL-en_2018-02-28-sejm-59-2-meta.tsv,2018-02-28,77,36
ParlaMint-PL-en_2018-03-01-sejm-59-3-meta.tsv,2018-03-01,16,1
ParlaMint-PL-en_2018-03-06-sejm-59-4-meta.tsv,2018-03-06,74,22
ParlaMint-PL-en_2018-03-06-senat-57-1-meta.tsv,2018-03-06,32,7
ParlaMint-PL-en_2018-03-07-senat-57-2-meta.tsv,2018-03-07,41,1
ParlaMint-PL-en_2018-03-08-senat-57-3-meta.tsv,2018-03-08,28,2
ParlaMint-PL-en_2018-03-14-senat-58-1-meta.tsv,2018-03-14,41,4
ParlaMint-PL-en_2018-03-15-senat-58-2-meta.tsv,2018-03-15,42,4
ParlaMint-PL-en_2018-03-20-sejm-60-1-meta.tsv,2018-03-20,48,23
ParlaMint-PL-en_2018-03-21-sejm-60-2-meta.tsv,2018-03-21,76,31
ParlaMint-PL-en_2018-03-22-sejm-60-3-meta.tsv,2018-03-22,100,48
ParlaMint-PL-en_2018-04-11-sejm-61-1-meta.tsv,2018-04-11,73,32
ParlaMint-PL-en_2018-04-11-senat-59-1-meta.tsv,2018-04-11,28,2
ParlaMint-PL-en_2018-04-12-sejm-61-2-meta.tsv,2018-04-12,97,37
ParlaMint-PL-en_2018-04-13-sejm-61-3-meta.tsv,2018-04-13,44,17
ParlaMint-PL-en_2018-04-13-senat-59-2-meta.tsv,2018-04-13,19,3
ParlaMint-PL-en_2018-04-16-senat-59-3-meta.tsv,2018-04-16,28,4
ParlaMint-PL-en_2018-05-08-sejm-62-1-meta.tsv,2018-05-08,88,52
ParlaMint-PL-en_2018-05-09-sejm-62-2-meta.tsv,2018-05-09,92,44
ParlaMint-PL-en_2018-05-09-senat-60-1-meta.tsv,2018-05-09,37,2
