Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-IT-en_2014-04-22-LEG17-Senato-sed-234	ParlaMint-IT_2014-04-22-LEG17-Senato-sed-234.ana.u1	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 234, Day (2014-04-22)	2014-04-22	Upper house	17 Legislatura	-	-	234 Seduta	-	Reference	English	Chairperson	MP	notMinister	-	-	-	-	LanzillottaLinda	Lanzillotta, Linda	F	1948	
ParlaMint-IT-en_2014-04-22-LEG17-Senato-sed-234	ParlaMint-IT_2014-04-22-LEG17-Senato-sed-234.ana.u14	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 234, Day (2014-04-22)	2014-04-22	Upper house	17 Legislatura	-	-	234 Seduta	-	Reference	English	Regular	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	DeMonteIsabella	De Monte, Isabella	F	1971	
ParlaMint-IT-en_2014-04-22-LEG17-Senato-sed-234	ParlaMint-IT_2014-04-22-LEG17-Senato-sed-234.ana.u15	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 234, Day (2014-04-22)	2014-04-22	Upper house	17 Legislatura	-	-	234 Seduta	-	Reference	English	Chairperson	MP	notMinister	-	-	-	-	LanzillottaLinda	Lanzillotta, Linda	F	1948	
ParlaMint-IT-en_2014-04-22-LEG17-Senato-sed-234	ParlaMint-IT_2014-04-22-LEG17-Senato-sed-234.ana.u16	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 234, Day (2014-04-22)	2014-04-22	Upper house	17 Legislatura	-	-	234 Seduta	-	Reference	English	Regular	MP	notMinister	M5S.1	Movimento 5 Stelle	Opposition	Big tent	CrimiVitoClaudio	Crimi, Vito Claudio	M	1972	
ParlaMint-IT-en_2014-04-22-LEG17-Senato-sed-234	ParlaMint-IT_2014-04-22-LEG17-Senato-sed-234.ana.u17	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 234, Day (2014-04-22)	2014-04-22	Upper house	17 Legislatura	-	-	234 Seduta	-	Reference	English	Chairperson	MP	notMinister	-	-	-	-	LanzillottaLinda	Lanzillotta, Linda	F	1948	
ParlaMint-IT-en_2014-04-22-LEG17-Senato-sed-234	ParlaMint-IT_2014-04-22-LEG17-Senato-sed-234.ana.u18	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 234, Day (2014-04-22)	2014-04-22	Upper house	17 Legislatura	-	-	234 Seduta	-	Reference	English	Regular	MP	notMinister	M5S.1	Movimento 5 Stelle	Opposition	Big tent	CrimiVitoClaudio	Crimi, Vito Claudio	M	1972	
ParlaMint-IT-en_2014-04-22-LEG17-Senato-sed-234	ParlaMint-IT_2014-04-22-LEG17-Senato-sed-234.ana.u19	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 234, Day (2014-04-22)	2014-04-22	Upper house	17 Legislatura	-	-	234 Seduta	-	Reference	English	Chairperson	MP	notMinister	-	-	-	-	LanzillottaLinda	Lanzillotta, Linda	F	1948	
ParlaMint-IT-en_2014-04-22-LEG17-Senato-sed-234	ParlaMint-IT_2014-04-22-LEG17-Senato-sed-234.ana.u20	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 234, Day (2014-04-22)	2014-04-22	Upper house	17 Legislatura	-	-	234 Seduta	-	Reference	English	Regular	MP	notMinister	M5S.1	Movimento 5 Stelle	Opposition	Big tent	CrimiVitoClaudio	Crimi, Vito Claudio	M	1972	
ParlaMint-IT-en_2014-04-22-LEG17-Senato-sed-234	ParlaMint-IT_2014-04-22-LEG17-Senato-sed-234.ana.u21	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 234, Day (2014-04-22)	2014-04-22	Upper house	17 Legislatura	-	-	234 Seduta	-	Reference	English	Chairperson	MP	notMinister	-	-	-	-	LanzillottaLinda	Lanzillotta, Linda	F	1948	
ParlaMint-IT-en_2014-04-22-LEG17-Senato-sed-234	ParlaMint-IT_2014-04-22-LEG17-Senato-sed-234.ana.u22	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 234, Day (2014-04-22)	2014-04-22	Upper house	17 Legislatura	-	-	234 Seduta	-	Reference	English	Chairperson	MP	notMinister	-	-	-	-	LanzillottaLinda	Lanzillotta, Linda	F	1948	
ParlaMint-IT-en_2014-04-22-LEG17-Senato-sed-234	ParlaMint-IT_2014-04-22-LEG17-Senato-sed-234.ana.u23	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 234, Day (2014-04-22)	2014-04-22	Upper house	17 Legislatura	-	-	234 Seduta	-	Reference	English	Chairperson	MP	notMinister	-	-	-	-	LanzillottaLinda	Lanzillotta, Linda	F	1948	
