Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-RS-en_2008-02-18-0	ParlaMint-RS_2008-02-18-0.u15408	Term 7, Meeting v1	2008-02-18	Unicameralism	7. mandat	-	Zasedanje v1	2008-02-18	-	Reference	English	Chairperson	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	DulićOliver	Dulić, Oliver	M	1975	
ParlaMint-RS-en_2008-02-18-0	ParlaMint-RS_2008-02-18-0.u15409	Term 7, Meeting v1	2008-02-18	Unicameralism	7. mandat	-	Zasedanje v1	2008-02-18	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	KoštunicaVojislav	Koštunica, Vojislav	M	1944	
ParlaMint-RS-en_2008-02-18-0	ParlaMint-RS_2008-02-18-0.u15410	Term 7, Meeting v1	2008-02-18	Unicameralism	7. mandat	-	Zasedanje v1	2008-02-18	-	Reference	English	Chairperson	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	DulićOliver	Dulić, Oliver	M	1975	
ParlaMint-RS-en_2008-02-18-0	ParlaMint-RS_2008-02-18-0.u15411	Term 7, Meeting v1	2008-02-18	Unicameralism	7. mandat	-	Zasedanje v1	2008-02-18	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	NikolićTomislav	Nikolić, Tomislav	M	1952	
ParlaMint-RS-en_2008-02-18-0	ParlaMint-RS_2008-02-18-0.u15412	Term 7, Meeting v1	2008-02-18	Unicameralism	7. mandat	-	Zasedanje v1	2008-02-18	-	Reference	English	Chairperson	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	DulićOliver	Dulić, Oliver	M	1975	
ParlaMint-RS-en_2008-02-18-0	ParlaMint-RS_2008-02-18-0.u15413	Term 7, Meeting v1	2008-02-18	Unicameralism	7. mandat	-	Zasedanje v1	2008-02-18	-	Reference	English	Regular	MP	notMinister	SPS	Socijalistička partija Srbije	Opposition	Centre-left	DačićIvica	Dačić, Ivica	M	1966	
ParlaMint-RS-en_2008-02-18-0	ParlaMint-RS_2008-02-18-0.u15414	Term 7, Meeting v1	2008-02-18	Unicameralism	7. mandat	-	Zasedanje v1	2008-02-18	-	Reference	English	Chairperson	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	DulićOliver	Dulić, Oliver	M	1975	
ParlaMint-RS-en_2008-02-18-0	ParlaMint-RS_2008-02-18-0.u15415	Term 7, Meeting v1	2008-02-18	Unicameralism	7. mandat	-	Zasedanje v1	2008-02-18	-	Reference	English	Regular	MP	notMinister	LDP	Liberalno-demokratska partija	Coalition	Centre	JovanovićČedomir	Jovanović, Čedomir	M	1971	
ParlaMint-RS-en_2008-02-18-0	ParlaMint-RS_2008-02-18-0.u15416	Term 7, Meeting v1	2008-02-18	Unicameralism	7. mandat	-	Zasedanje v1	2008-02-18	-	Reference	English	Chairperson	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	DulićOliver	Dulić, Oliver	M	1975	
ParlaMint-RS-en_2008-02-18-0	ParlaMint-RS_2008-02-18-0.u15417	Term 7, Meeting v1	2008-02-18	Unicameralism	7. mandat	-	Zasedanje v1	2008-02-18	-	Reference	English	Regular	MP	notMinister	LSV	Liga socijaldemokrata Vojvodine	Coalition	Centre-left	ČanakNenad	Čanak, Nenad	M	1959	
ParlaMint-RS-en_2008-02-18-0	ParlaMint-RS_2008-02-18-0.u15418	Term 7, Meeting v1	2008-02-18	Unicameralism	7. mandat	-	Zasedanje v1	2008-02-18	-	Reference	English	Chairperson	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	DulićOliver	Dulić, Oliver	M	1975	
ParlaMint-RS-en_2008-02-18-0	ParlaMint-RS_2008-02-18-0.u15419	Term 7, Meeting v1	2008-02-18	Unicameralism	7. mandat	-	Zasedanje v1	2008-02-18	-	Reference	English	Regular	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	KolundžijaNada	Kolundžija, Nada	F	1952	
ParlaMint-RS-en_2008-02-18-0	ParlaMint-RS_2008-02-18-0.u15420	Term 7, Meeting v1	2008-02-18	Unicameralism	7. mandat	-	Zasedanje v1	2008-02-18	-	Reference	English	Chairperson	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	DulićOliver	Dulić, Oliver	M	1975	
ParlaMint-RS-en_2008-02-18-0	ParlaMint-RS_2008-02-18-0.u15421	Term 7, Meeting v1	2008-02-18	Unicameralism	7. mandat	-	Zasedanje v1	2008-02-18	-	Reference	English	Regular	MP	notMinister	G17	G17 Plus	Opposition	Centre-right	GrubješićSuzana	Grubješić, Suzana	F	1963	
ParlaMint-RS-en_2008-02-18-0	ParlaMint-RS_2008-02-18-0.u15422	Term 7, Meeting v1	2008-02-18	Unicameralism	7. mandat	-	Zasedanje v1	2008-02-18	-	Reference	English	Chairperson	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	DulićOliver	Dulić, Oliver	M	1975	
