Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-ES-en_2017-11-21-CD171121	ParlaMint-ES_2017-11-21-CD171121.u1	Plenary session 87 (2017-11-21)	2017-11-21	Lower house	Legislatura XII	Sesión plenaria núm. 87	-	2017-11-21	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2017-11-21-CD171121	ParlaMint-ES_2017-11-21-CD171121.u2	Plenary session 87 (2017-11-21)	2017-11-21	Lower house	Legislatura XII	Sesión plenaria núm. 87	-	2017-11-21	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2017-11-21-CD171121	ParlaMint-ES_2017-11-21-CD171121.u3	Plenary session 87 (2017-11-21)	2017-11-21	Lower house	Legislatura XII	Sesión plenaria núm. 87	-	2017-11-21	-	Reference	English	Regular	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	AlbertRiveraDíaz	Rivera Díaz, Albert	M	1979	
ParlaMint-ES-en_2017-11-21-CD171121	ParlaMint-ES_2017-11-21-CD171121.u4	Plenary session 87 (2017-11-21)	2017-11-21	Lower house	Legislatura XII	Sesión plenaria núm. 87	-	2017-11-21	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2017-11-21-CD171121	ParlaMint-ES_2017-11-21-CD171121.u5	Plenary session 87 (2017-11-21)	2017-11-21	Lower house	Legislatura XII	Sesión plenaria núm. 87	-	2017-11-21	-	Reference	English	Regular	MP	notMinister	PSOE	Partido Socialista Obrero Español	Opposition	Centre-left	MaríaLuzMartínezSeijo	Martínez Seijo, María Luz	F	1968	
ParlaMint-ES-en_2017-11-21-CD171121	ParlaMint-ES_2017-11-21-CD171121.u6	Plenary session 87 (2017-11-21)	2017-11-21	Lower house	Legislatura XII	Sesión plenaria núm. 87	-	2017-11-21	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2017-11-21-CD171121	ParlaMint-ES_2017-11-21-CD171121.u7	Plenary session 87 (2017-11-21)	2017-11-21	Lower house	Legislatura XII	Sesión plenaria núm. 87	-	2017-11-21	-	Reference	English	Regular	MP	notMinister	PSOE	Partido Socialista Obrero Español	Opposition	Centre-left	MaríaLuzMartínezSeijo	Martínez Seijo, María Luz	F	1968	
ParlaMint-ES-en_2017-11-21-CD171121	ParlaMint-ES_2017-11-21-CD171121.u8	Plenary session 87 (2017-11-21)	2017-11-21	Lower house	Legislatura XII	Sesión plenaria núm. 87	-	2017-11-21	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2017-11-21-CD171121	ParlaMint-ES_2017-11-21-CD171121.u9	Plenary session 87 (2017-11-21)	2017-11-21	Lower house	Legislatura XII	Sesión plenaria núm. 87	-	2017-11-21	-	Reference	English	Regular	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	AlbertRiveraDíaz	Rivera Díaz, Albert	M	1979	
ParlaMint-ES-en_2017-11-21-CD171121	ParlaMint-ES_2017-11-21-CD171121.u10	Plenary session 87 (2017-11-21)	2017-11-21	Lower house	Legislatura XII	Sesión plenaria núm. 87	-	2017-11-21	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2017-11-21-CD171121	ParlaMint-ES_2017-11-21-CD171121.u11	Plenary session 87 (2017-11-21)	2017-11-21	Lower house	Legislatura XII	Sesión plenaria núm. 87	-	2017-11-21	-	Reference	English	Regular	MP	notMinister	PSOE	Partido Socialista Obrero Español	Opposition	Centre-left	MaríaLuzMartínezSeijo	Martínez Seijo, María Luz	F	1968	
ParlaMint-ES-en_2017-11-21-CD171121	ParlaMint-ES_2017-11-21-CD171121.u12	Plenary session 87 (2017-11-21)	2017-11-21	Lower house	Legislatura XII	Sesión plenaria núm. 87	-	2017-11-21	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2017-11-21-CD171121	ParlaMint-ES_2017-11-21-CD171121.u13	Plenary session 87 (2017-11-21)	2017-11-21	Lower house	Legislatura XII	Sesión plenaria núm. 87	-	2017-11-21	-	Reference	English	Regular	MP	notMinister	PP-Foro	Partido Popular - Foro Asturias	Coalition	Centre-right to right	IsidroManuelMartínezOblanca	Martínez Oblanca, Isidro Manuel	M	1956	
ParlaMint-ES-en_2017-11-21-CD171121	ParlaMint-ES_2017-11-21-CD171121.u14	Plenary session 87 (2017-11-21)	2017-11-21	Lower house	Legislatura XII	Sesión plenaria núm. 87	-	2017-11-21	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2017-11-21-CD171121	ParlaMint-ES_2017-11-21-CD171121.u15	Plenary session 87 (2017-11-21)	2017-11-21	Lower house	Legislatura XII	Sesión plenaria núm. 87	-	2017-11-21	-	Reference	English	Regular	MP	notMinister	UPN-PP	Unión Pueblo Navarro - Partido Popular	Coalition	Centre-right to right	CarlosCasimiroSalvadorArmendáriz	Salvador Armendáriz, Carlos Casimiro	M	1966	
ParlaMint-ES-en_2017-11-21-CD171121	ParlaMint-ES_2017-11-21-CD171121.u16	Plenary session 87 (2017-11-21)	2017-11-21	Lower house	Legislatura XII	Sesión plenaria núm. 87	-	2017-11-21	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2017-11-21-CD171121	ParlaMint-ES_2017-11-21-CD171121.u17	Plenary session 87 (2017-11-21)	2017-11-21	Lower house	Legislatura XII	Sesión plenaria núm. 87	-	2017-11-21	-	Reference	English	Regular	MP	notMinister	EH Bildu	Euskal Herria Bildu	Opposition	Centre-left to left	OskarMatuteGarcíaDeJalón	Matute García De Jalón, Oskar	M	1972	
ParlaMint-ES-en_2017-11-21-CD171121	ParlaMint-ES_2017-11-21-CD171121.u18	Plenary session 87 (2017-11-21)	2017-11-21	Lower house	Legislatura XII	Sesión plenaria núm. 87	-	2017-11-21	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2017-11-21-CD171121	ParlaMint-ES_2017-11-21-CD171121.u19	Plenary session 87 (2017-11-21)	2017-11-21	Lower house	Legislatura XII	Sesión plenaria núm. 87	-	2017-11-21	-	Reference	English	Regular	MP	notMinister	C-P-EUPV	Compromís - Podemos - Esquerra Unida del País Valencià	Opposition	-	MartaSorlíFresquet	Sorlí Fresquet, Marta	F	1986	
ParlaMint-ES-en_2017-11-21-CD171121	ParlaMint-ES_2017-11-21-CD171121.u20	Plenary session 87 (2017-11-21)	2017-11-21	Lower house	Legislatura XII	Sesión plenaria núm. 87	-	2017-11-21	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2017-11-21-CD171121	ParlaMint-ES_2017-11-21-CD171121.u21	Plenary session 87 (2017-11-21)	2017-11-21	Lower house	Legislatura XII	Sesión plenaria núm. 87	-	2017-11-21	-	Reference	English	Regular	MP	notMinister	JxCat-Junts	Junts per Catalunya	Opposition	Centre-right	SergiMiqueliValentí	Miquel i Valentí, Sergi	M	1989	
