Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-ES-en_2017-06-27-CD170627	ParlaMint-ES_2017-06-27-CD170627.u1	Plenary session 63 (2017-06-27)	2017-06-27	Lower house	Legislatura XII	Sesión plenaria núm. 63	-	2017-06-27	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2017-06-27-CD170627	ParlaMint-ES_2017-06-27-CD170627.u2	Plenary session 63 (2017-06-27)	2017-06-27	Lower house	Legislatura XII	Sesión plenaria núm. 63	-	2017-06-27	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2017-06-27-CD170627	ParlaMint-ES_2017-06-27-CD170627.u3	Plenary session 63 (2017-06-27)	2017-06-27	Lower house	Legislatura XII	Sesión plenaria núm. 63	-	2017-06-27	-	Reference	English	Regular	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	MartaGonzálezVázquez	González Vázquez, Marta	F	1965	
ParlaMint-ES-en_2017-06-27-CD170627	ParlaMint-ES_2017-06-27-CD170627.u4	Plenary session 63 (2017-06-27)	2017-06-27	Lower house	Legislatura XII	Sesión plenaria núm. 63	-	2017-06-27	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2017-06-27-CD170627	ParlaMint-ES_2017-06-27-CD170627.u5	Plenary session 63 (2017-06-27)	2017-06-27	Lower house	Legislatura XII	Sesión plenaria núm. 63	-	2017-06-27	-	Reference	English	Regular	MP	notMinister	PP-Foro	Partido Popular - Foro Asturias	Coalition	Centre-right to right	IsidroManuelMartínezOblanca	Martínez Oblanca, Isidro Manuel	M	1956	
ParlaMint-ES-en_2017-06-27-CD170627	ParlaMint-ES_2017-06-27-CD170627.u6	Plenary session 63 (2017-06-27)	2017-06-27	Lower house	Legislatura XII	Sesión plenaria núm. 63	-	2017-06-27	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2017-06-27-CD170627	ParlaMint-ES_2017-06-27-CD170627.u7	Plenary session 63 (2017-06-27)	2017-06-27	Lower house	Legislatura XII	Sesión plenaria núm. 63	-	2017-06-27	-	Reference	English	Regular	MP	notMinister	Més Compromís	Més Compromís	Opposition	Left	JoanBaldovíRoda	Baldoví Roda, Joan	M	1958	
ParlaMint-ES-en_2017-06-27-CD170627	ParlaMint-ES_2017-06-27-CD170627.u8	Plenary session 63 (2017-06-27)	2017-06-27	Lower house	Legislatura XII	Sesión plenaria núm. 63	-	2017-06-27	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2017-06-27-CD170627	ParlaMint-ES_2017-06-27-CD170627.u9	Plenary session 63 (2017-06-27)	2017-06-27	Lower house	Legislatura XII	Sesión plenaria núm. 63	-	2017-06-27	-	Reference	English	Regular	MP	notMinister	JxCat-Junts	Junts per Catalunya	Opposition	Centre-right	MíriamNoguerasiCamero	Nogueras i Camero, Míriam	F	1980	
ParlaMint-ES-en_2017-06-27-CD170627	ParlaMint-ES_2017-06-27-CD170627.u10	Plenary session 63 (2017-06-27)	2017-06-27	Lower house	Legislatura XII	Sesión plenaria núm. 63	-	2017-06-27	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2017-06-27-CD170627	ParlaMint-ES_2017-06-27-CD170627.u11	Plenary session 63 (2017-06-27)	2017-06-27	Lower house	Legislatura XII	Sesión plenaria núm. 63	-	2017-06-27	-	Reference	English	Regular	MP	notMinister	EAJ-PNV	Euzko Alderdi Jeltzalea-Partido Nacionalista Vasco	Opposition	Centre	JosebaAndoniAgirretxeaUrresti	Agirretxea Urresti, Joseba Andoni	M	1966	
ParlaMint-ES-en_2017-06-27-CD170627	ParlaMint-ES_2017-06-27-CD170627.u12	Plenary session 63 (2017-06-27)	2017-06-27	Lower house	Legislatura XII	Sesión plenaria núm. 63	-	2017-06-27	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2017-06-27-CD170627	ParlaMint-ES_2017-06-27-CD170627.u13	Plenary session 63 (2017-06-27)	2017-06-27	Lower house	Legislatura XII	Sesión plenaria núm. 63	-	2017-06-27	-	Reference	English	Regular	MP	notMinister	ERC-CATSÍ	Esquerra Republicana de Catalunya - Catalunya Sí	Opposition	Centre-left to left	JoanOlòrizSerra	Olòriz Serra, Joan	M	1954	
ParlaMint-ES-en_2017-06-27-CD170627	ParlaMint-ES_2017-06-27-CD170627.u14	Plenary session 63 (2017-06-27)	2017-06-27	Lower house	Legislatura XII	Sesión plenaria núm. 63	-	2017-06-27	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2017-06-27-CD170627	ParlaMint-ES_2017-06-27-CD170627.u15	Plenary session 63 (2017-06-27)	2017-06-27	Lower house	Legislatura XII	Sesión plenaria núm. 63	-	2017-06-27	-	Reference	English	Regular	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	MiguelÁngelGarauletRodríguez	Garaulet Rodríguez, Miguel Ángel	M	1968	
ParlaMint-ES-en_2017-06-27-CD170627	ParlaMint-ES_2017-06-27-CD170627.u16	Plenary session 63 (2017-06-27)	2017-06-27	Lower house	Legislatura XII	Sesión plenaria núm. 63	-	2017-06-27	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2017-06-27-CD170627	ParlaMint-ES_2017-06-27-CD170627.u17	Plenary session 63 (2017-06-27)	2017-06-27	Lower house	Legislatura XII	Sesión plenaria núm. 63	-	2017-06-27	-	Reference	English	Regular	MP	notMinister	UP	Unidas Podemos	Opposition	Left	IoneBelarraUrteaga	Belarra Urteaga, Ione	F	1987	
ParlaMint-ES-en_2017-06-27-CD170627	ParlaMint-ES_2017-06-27-CD170627.u18	Plenary session 63 (2017-06-27)	2017-06-27	Lower house	Legislatura XII	Sesión plenaria núm. 63	-	2017-06-27	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
