Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-ES-en_2017-11-28-CD171128	ParlaMint-ES_2017-11-28-CD171128.u1	Plenary session 90 (2017-11-28)	2017-11-28	Lower house	Legislatura XII	Sesión plenaria núm. 90	-	2017-11-28	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2017-11-28-CD171128	ParlaMint-ES_2017-11-28-CD171128.u2	Plenary session 90 (2017-11-28)	2017-11-28	Lower house	Legislatura XII	Sesión plenaria núm. 90	-	2017-11-28	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2017-11-28-CD171128	ParlaMint-ES_2017-11-28-CD171128.u3	Plenary session 90 (2017-11-28)	2017-11-28	Lower house	Legislatura XII	Sesión plenaria núm. 90	-	2017-11-28	-	Reference	English	Regular	MP	notMinister	UP	Unidas Podemos	Opposition	Left	AlbertoRodríguezRodríguez	Rodríguez Rodríguez, Alberto	M	1981	
ParlaMint-ES-en_2017-11-28-CD171128	ParlaMint-ES_2017-11-28-CD171128.u4	Plenary session 90 (2017-11-28)	2017-11-28	Lower house	Legislatura XII	Sesión plenaria núm. 90	-	2017-11-28	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2017-11-28-CD171128	ParlaMint-ES_2017-11-28-CD171128.u5	Plenary session 90 (2017-11-28)	2017-11-28	Lower house	Legislatura XII	Sesión plenaria núm. 90	-	2017-11-28	-	Reference	English	Regular	MP	notMinister	UP	Unidas Podemos	Opposition	Left	SegundoGonzálezGarcía	González García, Segundo	M	1988	
ParlaMint-ES-en_2017-11-28-CD171128	ParlaMint-ES_2017-11-28-CD171128.u6	Plenary session 90 (2017-11-28)	2017-11-28	Lower house	Legislatura XII	Sesión plenaria núm. 90	-	2017-11-28	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2017-11-28-CD171128	ParlaMint-ES_2017-11-28-CD171128.u7	Plenary session 90 (2017-11-28)	2017-11-28	Lower house	Legislatura XII	Sesión plenaria núm. 90	-	2017-11-28	-	Reference	English	Regular	MP	notMinister	PP-Foro	Partido Popular - Foro Asturias	Coalition	Centre-right to right	IsidroManuelMartínezOblanca	Martínez Oblanca, Isidro Manuel	M	1956	
ParlaMint-ES-en_2017-11-28-CD171128	ParlaMint-ES_2017-11-28-CD171128.u8	Plenary session 90 (2017-11-28)	2017-11-28	Lower house	Legislatura XII	Sesión plenaria núm. 90	-	2017-11-28	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2017-11-28-CD171128	ParlaMint-ES_2017-11-28-CD171128.u9	Plenary session 90 (2017-11-28)	2017-11-28	Lower house	Legislatura XII	Sesión plenaria núm. 90	-	2017-11-28	-	Reference	English	Regular	MP	notMinister	JxCat-Junts	Junts per Catalunya	Opposition	Centre-right	SergiMiqueliValentí	Miquel i Valentí, Sergi	M	1989	
ParlaMint-ES-en_2017-11-28-CD171128	ParlaMint-ES_2017-11-28-CD171128.u10	Plenary session 90 (2017-11-28)	2017-11-28	Lower house	Legislatura XII	Sesión plenaria núm. 90	-	2017-11-28	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2017-11-28-CD171128	ParlaMint-ES_2017-11-28-CD171128.u11	Plenary session 90 (2017-11-28)	2017-11-28	Lower house	Legislatura XII	Sesión plenaria núm. 90	-	2017-11-28	-	Reference	English	Regular	MP	notMinister	EAJ-PNV	Euzko Alderdi Jeltzalea-Partido Nacionalista Vasco	Opposition	Centre	JosebaAndoniAgirretxeaUrresti	Agirretxea Urresti, Joseba Andoni	M	1966	
ParlaMint-ES-en_2017-11-28-CD171128	ParlaMint-ES_2017-11-28-CD171128.u12	Plenary session 90 (2017-11-28)	2017-11-28	Lower house	Legislatura XII	Sesión plenaria núm. 90	-	2017-11-28	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2017-11-28-CD171128	ParlaMint-ES_2017-11-28-CD171128.u13	Plenary session 90 (2017-11-28)	2017-11-28	Lower house	Legislatura XII	Sesión plenaria núm. 90	-	2017-11-28	-	Reference	English	Regular	MP	notMinister	ERC-CATSÍ	Esquerra Republicana de Catalunya - Catalunya Sí	Opposition	Centre-left to left	JoanOlòrizSerra	Olòriz Serra, Joan	M	1954	
ParlaMint-ES-en_2017-11-28-CD171128	ParlaMint-ES_2017-11-28-CD171128.u14	Plenary session 90 (2017-11-28)	2017-11-28	Lower house	Legislatura XII	Sesión plenaria núm. 90	-	2017-11-28	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2017-11-28-CD171128	ParlaMint-ES_2017-11-28-CD171128.u15	Plenary session 90 (2017-11-28)	2017-11-28	Lower house	Legislatura XII	Sesión plenaria núm. 90	-	2017-11-28	-	Reference	English	Regular	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	MartaMartínLlaguno	Martín Llaguno, Marta	F	1972	
ParlaMint-ES-en_2017-11-28-CD171128	ParlaMint-ES_2017-11-28-CD171128.u16	Plenary session 90 (2017-11-28)	2017-11-28	Lower house	Legislatura XII	Sesión plenaria núm. 90	-	2017-11-28	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2017-11-28-CD171128	ParlaMint-ES_2017-11-28-CD171128.u17	Plenary session 90 (2017-11-28)	2017-11-28	Lower house	Legislatura XII	Sesión plenaria núm. 90	-	2017-11-28	-	Reference	English	Regular	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	MartaMartínLlaguno	Martín Llaguno, Marta	F	1972	
ParlaMint-ES-en_2017-11-28-CD171128	ParlaMint-ES_2017-11-28-CD171128.u18	Plenary session 90 (2017-11-28)	2017-11-28	Lower house	Legislatura XII	Sesión plenaria núm. 90	-	2017-11-28	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
