Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u1	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u70	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	JoséIgnacioPrendesPrendes	Prendes Prendes, José Ignacio	M	1965	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u71	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Regular	MP	notMinister	ERC-S	Esquerra Republicana de Catalunya - Sobiranistes	Opposition	Centre-left to left	FrancescXavierEritjaCiuró	Eritja Ciuró, Francesc Xavier	M	1970	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u72	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	JoséIgnacioPrendesPrendes	Prendes Prendes, José Ignacio	M	1965	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u73	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	JoséIgnacioPrendesPrendes	Prendes Prendes, José Ignacio	M	1965	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u74	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Regular	MP	notMinister	UP	Unidas Podemos	Opposition	Left	EduardoJavierMauraZorita	Maura Zorita, Eduardo Javier	M	1981	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u75	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u76	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Regular	MP	notMinister	PSOE	Partido Socialista Obrero Español	Opposition	Centre-left	JoséAndrésTorresMora	Torres Mora, José Andrés	M	1960	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u77	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	JoséIgnacioPrendesPrendes	Prendes Prendes, José Ignacio	M	1965	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u78	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Regular	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	MaríaJoséGarcíaPelayoJurado	García-Pelayo Jurado, María José	F	1968	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u79	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	JoséIgnacioPrendesPrendes	Prendes Prendes, José Ignacio	M	1965	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u80	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	JoséIgnacioPrendesPrendes	Prendes Prendes, José Ignacio	M	1965	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u81	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Regular	MP	Minister	PP	Partido Popular	Coalition	Centre-right to right	CristóbalRicardoMontoroRomero	Montoro Romero, Cristóbal Ricardo	M	1950	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u82	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	JoséIgnacioPrendesPrendes	Prendes Prendes, José Ignacio	M	1965	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u83	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Regular	MP	Minister	PP	Partido Popular	Coalition	Centre-right to right	CristóbalRicardoMontoroRomero	Montoro Romero, Cristóbal Ricardo	M	1950	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u84	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	JoséIgnacioPrendesPrendes	Prendes Prendes, José Ignacio	M	1965	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u85	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Regular	MP	notMinister	JxCat-Junts	Junts per Catalunya	Opposition	Centre-right	FerranBelAccensi	Bel Accensi, Ferran	M	1965	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u86	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	JoséIgnacioPrendesPrendes	Prendes Prendes, José Ignacio	M	1965	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u87	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Regular	MP	notMinister	EAJ-PNV	Euzko Alderdi Jeltzalea-Partido Nacionalista Vasco	Opposition	Centre	ÍñigoBarandiaranBenito	Barandiaran Benito, Íñigo	M	1959	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u88	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	JoséIgnacioPrendesPrendes	Prendes Prendes, José Ignacio	M	1965	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u89	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Regular	MP	notMinister	EAJ-PNV	Euzko Alderdi Jeltzalea-Partido Nacionalista Vasco	Opposition	Centre	ÍñigoBarandiaranBenito	Barandiaran Benito, Íñigo	M	1959	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u90	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	JoséIgnacioPrendesPrendes	Prendes Prendes, José Ignacio	M	1965	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u91	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Regular	MP	notMinister	ERC-CATSÍ	Esquerra Republicana de Catalunya - Catalunya Sí	Opposition	Centre-left to left	TeresaJordàiRoura	Jordà i Roura, Teresa	F	1972	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u92	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	JoséIgnacioPrendesPrendes	Prendes Prendes, José Ignacio	M	1965	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u93	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Regular	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	FranciscoDelaTorreDíaz	De la Torre Díaz, Francisco	M	1972	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u94	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	JoséIgnacioPrendesPrendes	Prendes Prendes, José Ignacio	M	1965	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u95	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Regular	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	FranciscoDelaTorreDíaz	De la Torre Díaz, Francisco	M	1972	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u96	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	JoséIgnacioPrendesPrendes	Prendes Prendes, José Ignacio	M	1965	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u97	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Regular	MP	notMinister	UP	Unidas Podemos	Opposition	Left	MaríaAuxiliadoraHonoratoChulián	Honorato Chulián, María Auxiliadora	F	1974	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u98	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	JoséIgnacioPrendesPrendes	Prendes Prendes, José Ignacio	M	1965	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u99	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Regular	MP	notMinister	PSOE	Partido Socialista Obrero Español	Opposition	Centre-left	MaríaJesúsSerranoJiménez	Serrano Jiménez, María Jesús	F	1970	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u100	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	JoséIgnacioPrendesPrendes	Prendes Prendes, José Ignacio	M	1965	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u101	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Regular	MP	notMinister	PSOE	Partido Socialista Obrero Español	Opposition	Centre-left	MaríaJesúsSerranoJiménez	Serrano Jiménez, María Jesús	F	1970	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u102	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	JoséIgnacioPrendesPrendes	Prendes Prendes, José Ignacio	M	1965	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u103	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Regular	MP	notMinister	PSOE	Partido Socialista Obrero Español	Opposition	Centre-left	MaríaJesúsSerranoJiménez	Serrano Jiménez, María Jesús	F	1970	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u104	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	JoséIgnacioPrendesPrendes	Prendes Prendes, José Ignacio	M	1965	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u105	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Regular	MP	notMinister	PSOE	Partido Socialista Obrero Español	Opposition	Centre-left	MaríaJesúsSerranoJiménez	Serrano Jiménez, María Jesús	F	1970	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u106	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	JoséIgnacioPrendesPrendes	Prendes Prendes, José Ignacio	M	1965	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u107	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Regular	MP	notMinister	PP-Foro	Partido Popular - Foro Asturias	Coalition	Centre-right to right	SusanaLópezAres	López Ares, Susana	F	1967	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u108	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	JoséIgnacioPrendesPrendes	Prendes Prendes, José Ignacio	M	1965	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u109	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	JoséIgnacioPrendesPrendes	Prendes Prendes, José Ignacio	M	1965	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u110	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Regular	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	LuisDeGuindosJurado	Guindos Jurado, Luis De	M	1960	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u111	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	JoséIgnacioPrendesPrendes	Prendes Prendes, José Ignacio	M	1965	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u112	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Regular	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	LuisDeGuindosJurado	Guindos Jurado, Luis De	M	1960	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u113	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	JoséIgnacioPrendesPrendes	Prendes Prendes, José Ignacio	M	1965	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u114	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Regular	MP	notMinister	UP	Unidas Podemos	Opposition	Left	AlbertoMonteroSoler	Montero Soler, Alberto	M	1970	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u115	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u116	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Regular	MP	notMinister	ECP	En Comú Podem	Opposition	Left	JosepVendrellGardeñes	Vendrell Gardeñes, Josep	M	1968	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u117	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u118	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Regular	MP	notMinister	ECP	En Comú Podem	Opposition	Left	JosepVendrellGardeñes	Vendrell Gardeñes, Josep	M	1968	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u119	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u120	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Regular	MP	notMinister	JxCat-Junts	Junts per Catalunya	Opposition	Centre-right	FerranBelAccensi	Bel Accensi, Ferran	M	1965	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u121	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u122	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Regular	MP	notMinister	EAJ-PNV	Euzko Alderdi Jeltzalea-Partido Nacionalista Vasco	Opposition	Centre	IdoiaSagastizabalUnzetabarrenetxea	Sagastizabal Unzetabarrenetxea, Idoia	F	1972	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u123	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u124	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Regular	MP	notMinister	ERC-S	Esquerra Republicana de Catalunya - Sobiranistes	Opposition	Centre-left to left	JoanCapdevilaiEsteve	Capdevila i Esteve, Joan	M	1965	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u125	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u126	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Regular	MP	notMinister	ERC-S	Esquerra Republicana de Catalunya - Sobiranistes	Opposition	Centre-left to left	JoanCapdevilaiEsteve	Capdevila i Esteve, Joan	M	1965	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u127	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u128	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Regular	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	VicenteTenOliver	Ten Oliver, Vicente	M	1966	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u129	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u130	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Regular	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	VicenteTenOliver	Ten Oliver, Vicente	M	1966	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u131	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u132	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Regular	MP	notMinister	PSOE	Partido Socialista Obrero Español	Opposition	Centre-left	AnaMaríaBotellaGómez	Botella Gómez, Ana María	F	1958	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u133	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u134	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Regular	MP	notMinister	PSOE	Partido Socialista Obrero Español	Opposition	Centre-left	AnaMaríaBotellaGómez	Botella Gómez, Ana María	F	1958	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u135	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u136	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Regular	MP	notMinister	PSOE	Partido Socialista Obrero Español	Opposition	Centre-left	AnaMaríaBotellaGómez	Botella Gómez, Ana María	F	1958	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u137	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u138	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Regular	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	MiguelÁngelPaniaguaNúñez	Paniagua Núñez, Miguel Ángel	M	1964	
